全国書誌番号,ISBN,ISSN,タイトル・著者,版表示,シリーズ,出版事項,大きさ等
23482322,978-1-920901-85-1,,"Amorphous dissent : post-Fukushima social movements in Japan / edited by Horie Takashi, Tanaka Hikaru, Tanno Kiyoto.",,"Japanese society series,","Tokyo : Trans Pacific Press, 2020.","14, 230p ; 22cm."
23598509,978-1-921034-71-8,,Tabaimo : mekurumeku,,,"Sydney : Museum of Contemporary Art Australia, [2014]",138 p ; 26 cm +
23608701,978-1-921156-65-6,,オーストラリアと日本 : 地域経済の発展に向けて / ジム・グリーソン,,,"[シドニー] : [シドニー] : focus ; CommStrat (発行所), [2012]",159 p ; 29 cm
23585433,978-1-947271-73-9,,Goldfish's sigh / Naho Sugita ; Yasuhiro Kamimura [訳],,,"Winchester VA : Red Moon Press, [2021]",178 p ; 17 cm
23622904,978-1537087351,,懺悔道としての哲学 / 田辺元,,Classics of philosophy in Japan ; 1,"Nagoya : Chisokudō Publications, 2016",273 p ; 23 cm
23622906,978-1537648569,,善の研究 / 西田幾多郎,,Classics of philosophy in Japan ; 2,"Nagoya : Chisokudō Publications, 2016",175 p ; 23 cm
23623229,978-2-36744-146-7,,"曖昧な喪失 = Perte ambiguë = Ambiguous loss = Mehrdeutiger verlust : out of sight / Delphine Parodi, Yoko Tawada",,,"[Marseille] : Le Bec en l'air, [2020]",101 p ; 30 cm
23527710,978-2-37679-026-6,,愛は俳句のように = L'amour comme un haïku : 日本と愛 / ディミトリ・ラト ; 山口文子 翻訳,,"Collection Kolam Poésie,","Paris : Pippa éditions, [2019]",83 p ; 18 cm
23527719,978-2-37906-042-7,,Printemps florentin : choix de poèmes / Mutsuo Takahashi ; Bruno Smolarz [翻訳],,Cahiers de poésie bilingue ; 8,"Paris : Presses Sorbonne Nouvelle, [2020]",78 p ; 11 × 16 cm
23581577,978-2-84056-604-5,,全体と部分 = The whole and the part : 東京藝術大学×パリ国立高等美術学校グローバルアート共同プロジェクト2017,,Ateliers / Beaux-arts de Paris [編],"[東京] : [パリ] : [東京藝術大学] ; [パリ国立高等美術学校], 2018.3",136 p ; 25 cm
23603554,978-2-917504-44-4,,言葉のない世界 = Le monde sans les mots / 田村隆一 ; Karine Marcelle Arneodo [翻訳],,,"[Paris] : La Barque, [2020]",171 p ; 24 cm
23603549,978-2-917738-72-6,,Haïkus en liberté : le bol du mendiant / Santōka ; Manda [翻訳],,,"L'Haÿ-les-Roses : Synchronique Éditions, [2020]",121 p ; 22 cm
23611051,978-3-00-062994-5,,Erika Wakayama / Barbara Leicht [文],,,"[Germany : [Erika Wakayama], [2019]",48 p ; 26 cm
23593883,978-3-15-011335-6,,Haiku der liebe : Japanische kurzgedichte und farbholzschnitte : Japanisch/Deutsch / übersetzt und herausgegeben von Masami Ono-Feller,,,"Ditzingen : Reclam, 2021",126 p ; 21 cm
23623036,978-3-7774-3717-0,,Miwa Ogasawara : unspoken,,,"Munich : Hirmer Verlag GmbH, [2021]",114 p ; 28 cm
23543266,978-3-86829-177-3,,Neue Perspektiven für den deutsch-japanischen Wissenschaftsaustausch : binationale Graduiertenkollegs in den Geistes-und Sozialwissenschaften / Gesine Foljanty-Jost und Yûji Ishida [著],,"Formenwandel der Bürgergesellschaft = Transformations of civic society, nr. 3","Halle : Martin-Luther-Universität Halle-Wittenberg, 2009.9",27 p ; 30 cm
23606285,978-3-88778-544-4,,パウル・シュミット式バイオレゾナンス : 入門・機器・使用法 / ディートマー・ハイメス 著 ; 澤田美奈 訳,第2版,パウル・シュミット式バイオレゾナンスシリーズ,"バウナッハ : シュプアブッフフェアラーク, 2021",560 p ; 29 cm
23586791,978-3-9504016-8-4,,応用レオロジー : ジョー・フローと歩くレオロジーロード / Thomas G. Mezger,,,"東京 : アントンパール・ジャパン, 2020.7",196 p ; 25 cm
23623037,978-3-95829-706-7,,Shigeru Onishi : a metamathematical proposition,,,"Göttingen : Steidl, 2021",1冊 (ページ付なし) ; 29 cm
23604103,978-3-96098-890-8,,"猪名川霊園礼拝堂・休憩棟 = Inagawa Cemetery Chapel and Visitor Centre / Boenfukyukai Foundation [監修] ; David Chipperfield Architects, LIXIL Publishing [編] ; Tetsuo Kinoshita, Tom Kain, Christopher Stephens, Sachie Watanabe [訳]",,,"Köln : Verlag der Buchhandlung Walther und Franz König, [2021]",119 p ; 25 cm
23475083,978-3-99020-203-6,,"Japan zur Meiji-Zeit : die sammlung heinrich von siebold / Kaori Hidaka, Bettina Zorn [編].",,,"[Wien] : KHM-Museumsverband, c2020.",272p ; 30cm.
23498381,978-4-00-001088-7,,"スピノザと十九世紀フランス / 上野修, 杉山直樹, 村松正隆 編",,,"東京 : 岩波書店, 2021.2","298,29p ; 22cm"
23620031,978-4-00-002235-4,,室町社会史論 : 中世的世界の自律性 / 清水克行 著,,,"東京 : 岩波書店, 2021.10","346,6p ; 22cm"
23516027,978-4-00-002605-5,,労働・自由・尊厳 = Work・Liberty・Dignity : 人間のための労働法を求めて / 相澤美智子 著,,,"東京 : 岩波書店, 2021.3",217p ; 22cm
23577772,978-4-00-002606-2,,「論理的思考」の社会的構築 : フランスの思考表現スタイルと言葉の教育 / 渡邉雅子 著,,,"東京 : 岩波書店, 2021.7","246,17p ; 22cm"
23479628,978-4-00-005015-9,,Rによる時系列モデリング入門 / 北川源四郎 著,,,"東京 : 岩波書店, 2020.12",315p ; 21cm
23620021,978-4-00-005251-1,,究極理論への道 : 力・時空・物質の起源を求めて / 米谷民明 著,,,"東京 : 岩波書店, 2021.10",288p ; 22cm
23541692,978-4-00-006338-8,,ものが語る教室 : ジュゴンの骨からプラスチックへ / 盛口満 著,,,"東京 : 岩波書店, 2021.5","222,2p ; 19cm"
23611295,978-4-00-006339-5,,"解きたくなる数学 / 佐藤雅彦, 大島遼, 廣瀬隼也 著",,,"東京 : 岩波書店, 2021.9",133p ; 24cm
23469162,978-4-00-007799-6,,"無意識と記憶 = UNCONSCIOUSNESS AND MEMORY : ゼーモン/ゴールトン/シャクター / 高橋雅延, 厳島行雄 監修",,名著精選 : 心の謎から心の科学へ,"東京 : 岩波書店, 2020.10","268,26p ; 19cm"
23469164,978-4-00-007800-9,,"言語 = LANGUAGE : フンボルト/チョムスキー/レネバーグ / 福井直樹, 渡辺明 監修",,名著精選 : 心の謎から心の科学へ,"東京 : 岩波書店, 2020.10","230,16p ; 19cm"
23618782,978-4-00-011411-0,,岩波講座世界歴史. 01 / 荒川正晴 [ほか] 編集委員,,,"東京 : 岩波書店, 2021.10",326p ; 22cm
23619554,978-4-00-022241-9,,失われた色を求めて / 吉岡幸雄 著,,,"東京 : 岩波書店, 2021.9",275p ; 20cm
23580995,978-4-00-022309-6,,"エリック・ホブズボーム : 歴史の中の人生. 上 / リチャード・J.エヴァンズ 著 ; 木畑洋一 監訳 ; 原田真見, 渡辺愛子, 芝崎祐典, 浜井祐三子, 古泉達矢 訳",,,"東京 : 岩波書店, 2021.7","283,39p ; 22cm"
23576285,978-4-00-022310-2,,"エリック・ホブズボーム : 歴史の中の人生. 下 / リチャード・J.エヴァンズ 著 ; 木畑洋一 監訳 ; 原田真見, 渡辺愛子, 芝崎祐典, 浜井祐三子, 古泉達矢 訳",,,"東京 : 岩波書店, 2021.7","320,60p ; 22cm"
23591010,978-4-00-022311-9,,江戸遊民の擾乱 : 転換期日本の民衆文化と権力 / 平野克弥 著 ; 本橋哲也 訳,,,"東京 : 岩波書店, 2021.8","348,23p ; 22cm"
23489921,978-4-00-022644-8,,グローバル・ヒストリー : 批判的歴史叙述のために / ゼバスティアン・コンラート 著 ; 小田原琳 訳,,,"東京 : 岩波書店, 2021.1","253,41p ; 20cm"
23482420,978-4-00-022973-9,,国境の思想 : ビッグデータ時代の主権・セキュリティ・市民 / マシュー・ロンゴ 著 ; 庄司克宏 監訳,,,"東京 : 岩波書店, 2020.12",284p ; 21cm
23472591,978-4-00-022974-6,,国家と自由の法理論 : 熟議の民主政の見地から / 毛利透 著,,,"東京 : 岩波書店, 2020.11","389,5p ; 22cm"
23499144,978-4-00-022975-3,,"言葉をもみほぐす / 赤坂憲雄, 藤原辰史 著 ; 新井卓 写真",,,"東京 : 岩波書店, 2021.2",164p ; 20cm
23516458,978-4-00-022976-0,,"国策会社の経営史 : 台湾拓殖から見る日本の植民地経営 / 湊照宏, 齊藤直, 谷ケ城秀吉 著",,,"東京 : 岩波書店, 2021.3",269p ; 22cm
23499496,978-4-00-023744-4,,"総合検証東日本大震災からの復興 / 五百旗頭真, 御厨貴, 飯尾潤 監修 ; ひょうご震災記念21世紀研究機構 編 ; 青木栄一 [ほか] [執筆]",,,"東京 : 岩波書店, 2021.2",365p ; 22cm
23500072,978-4-00-024061-1,,デヴィッド・ボウイ = DAVID BOWIE : 無を歌った男 / 田中純 著,,,"東京 : 岩波書店, 2021.2","570,54p ; 22cm"
23532414,978-4-00-024062-8,,哲学のナショナリズム : 性、人種、ヒューマニティ / ジャック・デリダ 著 ; 藤本一勇 訳,,,"東京 : 岩波書店, 2021.4",299p ; 20cm
23542179,978-4-00-024183-0,,南島に輝く女王三輪ヒデ : 国のない女の一代記 / 倉沢愛子 著,,,"東京 : 岩波書店, 2021.5","234,3p ; 20cm"
23530638,978-4-00-024543-2,,人びとのなかの冷戦世界 : 想像が現実となるとき / 益田肇 著,,,"東京 : 岩波書店, 2021.4","351,74p ; 22cm"
23568520,978-4-00-024544-9,,"評伝福田赳夫 : 戦後日本の繁栄と安定を求めて / 五百旗頭真 監修 ; 井上正也, 上西朗夫, 長瀬要石 [執筆]",,,"東京 : 岩波書店, 2021.6",680p ; 22cm
23492611,978-4-00-024832-7,,迷子の魂 / オルガ・トカルチュク 文 ; ヨアンナ・コンセホ 絵 ; 小椋彩 訳.,,,"東京 : 岩波書店, 2020.11.",[40p] ; 27cm
23516217,978-4-00-024894-5,,明末清初中国と東アジア近世 / 岸本美緒 著,,,"東京 : 岩波書店, 2021.3","344,5p ; 20cm"
23619456,978-4-00-024895-2,,光吉夏弥戦後絵本の源流 / 澤田精一 著,,,"東京 : 岩波書店, 2021.10",158p ; 20cm
23473374,978-4-00-025326-0,,物語の近代 : 王朝から帝国へ / 兵藤裕己 著,,,"東京 : 岩波書店, 2020.11","308,4p ; 20cm"
23516857,978-4-00-025327-7,,物語のものがたり / 梨木香歩 著,,,"東京 : 岩波書店, 2021.3",155p ; 20cm
23589268,978-4-00-025359-8,,山川静夫の歌舞伎思い出ばなし / 山川静夫 著,,,"東京 : 岩波書店, 2021.8",207p ; 20cm
23607593,978-4-00-025360-4,,"優しい語り手 : ノーベル文学賞記念講演 / オルガ・トカルチュク [著] ; 小椋彩, 久山宏一 訳",,,"東京 : 岩波書店, 2021.9",116p ; 19cm
23590696,978-4-00-025431-1,,遊牧の人類史 : 構造とその起源 / 松原正毅 著,,,"東京 : 岩波書店, 2021.8","257,21p ; 20cm"
23589343,978-4-00-025432-8,,百合子とたか子 : 女性政治リーダーの運命 / 岩本美砂子 著,,,"東京 : 岩波書店, 2021.8",300p ; 19cm
23620029,978-4-00-025474-8,,横光利一と近代メディア : 震災から占領まで / 十重田裕一 著,,,"東京 : 岩波書店, 2021.9","361,30p ; 22cm"
23538249,978-4-00-025582-0,,"琉球諸語と文化の未来 / 波照間永吉, 小嶋洋輔, 照屋理 編",,,"東京 : 岩波書店, 2021.3",269p ; 21cm
23590177,978-4-00-026977-3,,"近代「国文学」の肖像. 第2巻 / 安藤宏, 鈴木健一, 高田祐彦 編",,,"東京 : 岩波書店, 2021.8",149p ; 22cm
23499047,978-4-00-026978-0,,"近代「国文学」の肖像. 第3巻 / 安藤宏, 鈴木健一, 高田祐彦 編",,,"東京 : 岩波書店, 2021.2",154p ; 22cm
23568111,978-4-00-026979-7,,"近代「国文学」の肖像. 第4巻 / 安藤宏, 鈴木健一, 高田祐彦 編",,,"東京 : 岩波書店, 2021.6",159p ; 22cm
23530614,978-4-00-026980-3,,"近代「国文学」の肖像. 第5巻 / 安藤宏, 鈴木健一, 高田祐彦 編",,,"東京 : 岩波書店, 2021.4",151p ; 22cm
23501734,978-4-00-027055-7,,グローバル関係学 = RELATIONAL STUDIES ON GLOBAL CRISES. 2,,,"東京 : 岩波書店, 2021.2",213p ; 20cm
23484467,978-4-00-027056-4,,グローバル関係学 = RELATIONAL STUDIES ON GLOBAL CRISES. 3,,,"東京 : 岩波書店, 2021.1",281p ; 20cm
23478490,978-4-00-027058-8,,グローバル関係学 = RELATIONAL STUDIES ON GLOBAL CRISES. 5,,,"東京 : 岩波書店, 2020.11",233p ; 20cm
23482937,978-4-00-027059-5,,グローバル関係学 = RELATIONAL STUDIES ON GLOBAL CRISES. 6,,,"東京 : 岩波書店, 2020.12",252p ; 20cm
23586646,978-4-00-027166-0,,"保守革命とモダニズム : ワイマール・第三帝国のテクノロジー・文化・政治 / ジェフリー・ハーフ [著] ; 中村幹雄, 谷口健治, 姫岡とし子 訳",,岩波モダンクラシックス,"東京 : 岩波書店, 2010.10","423, 20p ; 20cm"
23586642,978-4-00-027167-7,,日本の経済思想 : 江戸期から現代まで / テッサ・モーリス-鈴木 [著] ; 藤井隆至 訳,,岩波モダンクラシックス,"東京 : 岩波書店, 2010.10","337, 28p ; 20cm"
23483115,978-4-00-027229-2,,近代日本の音楽百年 : 黒船から終戦まで. 第4巻 / 細川周平 著,,,"東京 : 岩波書店, 2020.12","371,7p ; 22cm"
23538418,978-4-00-027231-5,,未来をつくるあなたへ / 中満泉 著,,岩波ジュニアスタートブックス,"東京 : 岩波書店, 2021.3",120p ; 19cm
23538500,978-4-00-027232-2,,地震はなぜ起きる? / 鎌田浩毅 著,,岩波ジュニアスタートブックス,"東京 : 岩波書店, 2021.3","118,2p ; 19cm"
23538420,978-4-00-027233-9,,俳句部、はじめました : さくら咲く一度っきりの今を詠む / 神野紗希 著,,岩波ジュニアスタートブックス,"東京 : 岩波書店, 2021.3",120p ; 19cm
23538372,978-4-00-027234-6,,地球温暖化を解決したい : エネルギーをどう選ぶ? / 小西雅子 著,,岩波ジュニアスタートブックス,"東京 : 岩波書店, 2021.3",110p ; 19cm
23554323,978-4-00-027235-3,,なぜ私たちは理系を選んだのか : 未来につながる〈理〉のチカラ / 桝太一 著,,岩波ジュニアスタートブックス,"東京 : 岩波書店, 2021.5",118p ; 19cm
23554347,978-4-00-027236-0,,地球以外に生命を宿す天体はあるのだろうか? / 佐々木貴教 著,,岩波ジュニアスタートブックス,"東京 : 岩波書店, 2021.5","110,10p ; 19cm"
23565881,978-4-00-027237-7,,サンゴは語る / 大久保奈弥 著,,岩波ジュニアスタートブックス,"東京 : 岩波書店, 2021.5",120p ; 19cm
23572636,978-4-00-027238-4,,妖怪がやってくる / 佐々木高弘 著,,岩波ジュニアスタートブックス,"東京 : 岩波書店, 2021.7",116p ; 19cm
23572641,978-4-00-027239-1,,ミライを生きる君たちへの特別授業 / ジュニスタ編集部 編,,岩波ジュニアスタートブックス,"東京 : 岩波書店, 2021.7",125p ; 19cm
23605792,978-4-00-027240-7,,SDGs入門 : 未来を変えるみんなのために / 蟹江憲史 著,,岩波ジュニアスタートブックス,"東京 : 岩波書店, 2021.9",122p ; 19cm
23607060,978-4-00-027241-4,,なんで英語、勉強すんの? / 鳥飼玖美子 著,,岩波ジュニアスタートブックス,"東京 : 岩波書店, 2021.9",108p ; 19cm
23470310,978-4-00-028499-8,,文字とことば : 文字文化の始まり,,"シリーズ古代史をひらく / 吉村武彦, 吉川真司, 川尻秋生 編","東京 : 岩波書店, 2020.11",285p ; 19cm
23514484,978-4-00-028500-1,,国風文化 : 貴族社会の中の「唐」と「和」,,"シリーズ古代史をひらく / 吉村武彦, 吉川真司, 川尻秋生 編","東京 : 岩波書店, 2021.3",349p ; 19cm
23573678,978-4-00-028923-8,,国際機構 / 庄司克宏 編,新版,岩波テキストブックス,"東京 : 岩波書店, 2021.7",253p ; 21cm
23472285,978-4-00-029698-4,,電柱鳥類学 : スズメはどこに止まってる? / 三上修 著,,岩波科学ライブラリー ; 298,"東京 : 岩波書店, 2020.11","115,3p ; 19cm"
23483729,978-4-00-029699-1,,"脳の大統一理論 : 自由エネルギー原理とはなにか / 乾敏郎, 阪口豊 著",,岩波科学ライブラリー ; 299,"東京 : 岩波書店, 2020.12","125,16p ; 19cm"
23489385,978-4-00-029700-4,,あなたはこうしてウソをつく / 阿部修士 著,,岩波科学ライブラリー ; 300,"東京 : 岩波書店, 2021.1",134p ; 19cm
23500035,978-4-00-029701-1,,次なるパンデミックを回避せよ : 環境破壊と新興感染症 / 井田徹治 著,,岩波科学ライブラリー ; 301,"東京 : 岩波書店, 2021.2",133p ; 19cm
23517664,978-4-00-029702-8,,子どもの算数、なんでそうなる? / 谷口隆 著,,岩波科学ライブラリー ; 302,"東京 : 岩波書店, 2021.3",145p ; 19cm
23533401,978-4-00-029703-5,,深層学習の原理に迫る : 数学の挑戦 / 今泉允聡 著,,岩波科学ライブラリー ; 303,"東京 : 岩波書店, 2021.4","116,2p ; 19cm"
23552565,978-4-00-029704-2,,"名随筆で学ぶ英語表現 : 寺田寅彦in English / 寺田寅彦 [原著] ; トム・ガリー, 松下貢 著",,岩波科学ライブラリー ; 304,"東京 : 岩波書店, 2021.6",117p ; 19cm
23572147,978-4-00-029705-9,,抽象数学の手ざわり : ピタゴラスの定理から圏論まで / 斎藤毅 著,,岩波科学ライブラリー ; 305,"東京 : 岩波書店, 2021.7",133p ; 19cm
23589105,978-4-00-029706-6,,カイメン : すてきなスカスカ / 椿玲未 著,,岩波科学ライブラリー ; 生きもの 306.,"東京 : 岩波書店, 2021.8",128p ; 19cm
23619005,978-4-00-029707-3,,学術出版の来た道 / 有田正規 著,,岩波科学ライブラリー ; 307,"東京 : 岩波書店, 2021.10","148,10p ; 19cm"
23530636,978-4-00-029828-5,,原始形式・ミラー対称性入門 / 髙橋篤史 著,,"岩波数学叢書 / 岩田覚, 高木俊輔, 利根川吉廣, 古田幹雄 編集委員","東京 : 岩波書店, 2021.4",252p ; 22cm
23474638,978-4-00-029891-9,,"例解力学演習 = CLASSICAL MECHANICS / 戸田盛和, 渡辺慎介 著",新装版,物理入門コース/演習,"東京 : 岩波書店, 2020.11",189p ; 21cm
23472434,978-4-00-029892-6,,"例解電磁気学演習 = ELECTRO-MAGNETICS / 長岡洋介, 丹慶勝市 著",新装版,物理入門コース/演習,"東京 : 岩波書店, 2020.11",224p ; 21cm
23474640,978-4-00-029893-3,,"例解量子力学演習 = QUANTUM MECHANICS / 中嶋貞雄, 吉岡大二郎 著",新装版,物理入門コース/演習,"東京 : 岩波書店, 2020.11",210p ; 21cm
23474641,978-4-00-029894-0,,"例解熱・統計力学演習 = THERMODYNAMICS AND STATISTICAL MECHANICS / 戸田盛和, 市村純 著",新装版,物理入門コース/演習,"東京 : 岩波書店, 2020.11",210p ; 21cm
23472432,978-4-00-029895-7,,例解物理数学演習 = MATHEMATICS FOR PHYSICS / 和達三樹 著,新装版,物理入門コース/演習,"東京 : 岩波書店, 2020.11",184p ; 21cm
23514458,978-4-00-029896-4,,テキストアナリティクスの基礎と実践 / 金明哲 著,,テキストアナリティクス / 金明哲 監修 ; 1,"東京 : 岩波書店, 2021.3",324p ; 21cm
23481894,978-4-00-029897-1,,"テキストマイニングの基礎技術と応用 / 那須川哲哉 編著 ; 吉田一星, 宅間大介, 鈴木祥子, 村岡雅康, 小比田涼介 著",,テキストアナリティクス / 金明哲 監修 ; 2,"東京 : 岩波書店, 2020.12",273p ; 21cm
23492283,978-4-00-029901-5,,"金融・経済分析のためのテキストマイニング / 和泉潔, 坂地泰紀, 松島裕康 著",,テキストアナリティクス / 金明哲 監修 ; 6,"東京 : 岩波書店, 2021.1",163p ; 21cm
23555710,978-4-00-029902-2,,"文学と言語コーパスのマイニング / 金明哲, 中村靖子 編著 ; 上阪彩香, 土山玄, 孫昊, 劉雪琴, 李広微, 入江さやか 著",,テキストアナリティクス / 金明哲 監修 ; 7,"東京 : 岩波書店, 2021.6",237p ; 21cm
23483212,978-4-00-061365-1,,"ショパン全書簡. 1836～1839年 / ショパン [著] ; ゾフィア・ヘルマン, ズビグニェフ・スコヴロン, ハンナ・ヴルブレフスカ=ストラウス 編",,,"東京 : 岩波書店, 2020.12","644,74p ; 23cm"
23473011,978-4-00-061433-7,,都立松沢病院の挑戦 : 人生100年時代の精神医療 / 齋藤正彦 著,,,"東京 : 岩波書店, 2020.11","168,2p ; 19cm"
23471837,978-4-00-061434-4,,海外引揚の研究 : 忘却された「大日本帝国」 / 加藤聖文 著,,,"東京 : 岩波書店, 2020.11","296,28p ; 22cm"
23471024,978-4-00-061435-1,,福澤諭吉の思想的格闘 : 生と死を超えて / 松沢弘陽 著,,,"東京 : 岩波書店, 2020.11","419,9p ; 22cm"
23472283,978-4-00-061436-8,,FUTURE EDUCATION! : 学校をイノベーションする14の教育論 / 教育新聞 編 ; 野依良治 [ほか] [述],,,"東京 : 岩波書店, 2020.11",194p ; 19cm
23471888,978-4-00-061437-5,,"核廃絶 : 諸宗教と文明の対話 / 上智学院カトリック・イエズス会センター, 島薗進 編",,,"東京 : 岩波書店, 2020.11","213,3p ; 19cm"
23473142,978-4-00-061438-2,,ドキュメント日銀漂流 : 試練と苦悩の四半世紀 / 西野智彦 著,,,"東京 : 岩波書店, 2020.11","341,4p ; 20cm"
23482963,978-4-00-061439-9,,回想イトマン事件 : 闇に挑んだ工作30年目の真実 / 大塚将司 著,,,"東京 : 岩波書店, 2020.12",305p ; 19cm
23471907,978-4-00-061441-2,,"コロナ禍の東京を駆ける : 緊急事態宣言下の困窮者支援日記 / 稲葉剛, 小林美穂子, 和田靜香 編",,,"東京 : 岩波書店, 2020.11",186p ; 19cm
23480758,978-4-00-061442-9,,"記憶で書き直す歴史 : 「慰安婦」サバイバーの語りを聴く / 韓国挺身隊問題対策協議会・2000年女性国際戦犯法廷証言チーム [編] ; 金富子, 古橋綾 編訳",,,"東京 : 岩波書店, 2020.12",316p ; 19cm
23480760,978-4-00-061443-6,,服のはなし : 着たり、縫ったり、考えたり / 行司千絵 著,,,"東京 : 岩波書店, 2020.12","172,2p ; 19cm"
23482928,978-4-00-061444-3,,はじめての科学哲学 / 八木沢敬 著,,,"東京 : 岩波書店, 2020.12",194p ; 19cm
23479666,978-4-00-061445-0,,はじめての言語哲学 / 八木沢敬 著,,,"東京 : 岩波書店, 2020.12",189p ; 19cm
23483742,978-4-00-061446-7,,袴田事件の謎 : 取調べ録音テープが語る事実 / 浜田寿美男 著,,,"東京 : 岩波書店, 2020.12",256p ; 19cm
23492802,978-4-00-061447-4,,"宗教と風紀 : 〈聖なる規範〉から読み解く現代 / 高尾賢一郎, 後藤絵美, 小柳敦史 編",,,"東京 : 岩波書店, 2021.1",356p ; 22cm
23492552,978-4-00-061448-1,,結核がつくる物語 : 感染と読者の近代 / 北川扶生子 著,,,"東京 : 岩波書店, 2021.1","201,6p ; 19cm"
23572391,978-4-00-061449-8,,アフター・コロナの学校の条件 / 中村文夫 著,,,"東京 : 岩波書店, 2021.7",204p ; 19cm
23490115,978-4-00-061450-4,,"感情史とは何か / バーバラ・H.ローゼンワイン, リッカルド・クリスティアーニ [著] ; 伊東剛史, 森田直子, 小田原琳, 舘葉月 訳",,,"東京 : 岩波書店, 2021.1","234,12p ; 20cm"
23502182,978-4-00-061451-1,,「反原発」のメディア・言説史 : 3.11以後の変容 / 日高勝之 著,,,"東京 : 岩波書店, 2021.2","321,13p ; 20cm"
23506354,978-4-00-061452-8,,チェルノブイリの祈り : 未来の物語 / スヴェトラーナ・アレクシエーヴィチ [著] ; 松本妙子 訳,完全版,,"東京 : 岩波書店, 2021.2",410p ; 20cm
23510534,978-4-00-061453-5,,自由原理 = Principles of Freedom : 来るべき福祉国家の理念 / 橋本努 著,,,"東京 : 岩波書店, 2021.2","304,20p ; 22cm"
23513641,978-4-00-061454-2,,"法哲学者H.L.A.ハートの生涯 : 悪夢、そして高貴な夢. 上 / ニコラ・レイシー [著] ; 中山竜一, 森村進, 森村たまき 訳",,,"東京 : 岩波書店, 2021.2","276,15p ; 22cm"
