全国書誌番号,ISBN,ISSN,タイトル・著者,版表示,シリーズ,出版事項,大きさ等
23468593,978-4-04-073920-5,,好きすぎるから彼女以上の、妹として愛してください。. 5 / 滝沢慧 著.,,富士見ファンタジア文庫 ; た-12-3-5,"東京 : KADOKAWA, 2020.11.",277p ; 15cm.
23483012,978-4-04-073921-2,,妹(あたし)のほうがお姉ちゃんより可愛いですよ、先輩? 2 / 鏡遊 著,,富士見ファンタジア文庫 ; か-13-5-2,"東京 : KADOKAWA, 2020.12",302p ; 15cm
23498616,978-4-04-073923-6,,レジェンド = legend. 16 / 神無月紅 著,,カドカワBOOKS ; M-か-1-1-16,"東京 : KADOKAWA, 2021.2",319p ; 19cm
23532105,978-4-04-073924-3,,聖女の魔力は万能です = The power of the saint is all around. 7 / 橘由華 著,,カドカワBOOKS ; W-た-4-1-7,"東京 : KADOKAWA, 2021.5",223p ; 19cm
23492098,978-4-04-073925-0,,百花宮のお掃除係 : 転生した新米宮女、後宮のお悩み解決します。. 3 / 黒辺あゆみ 著,,カドカワBOOKS ; W-く-2-1-3,"東京 : KADOKAWA, 2021.1",278p ; 19cm
23495923,978-4-04-073926-7,,蜘蛛ですが、なにか? 14 / 馬場翁 著,,カドカワBOOKS ; M-は-1-1-14,"東京 : KADOKAWA, 2021.1",319p ; 19cm
23493835,978-4-04-073927-4,,悪役令嬢になんかなりません。私は『普通』の公爵令嬢です! 5 / 明。 著,,カドカワBOOKS ; W-め-1-1-5,"東京 : KADOKAWA, 2021.1",252p ; 19cm
23500368,978-4-04-073928-1,,この冒険者、人類史最強です : 外れスキル『鑑定』が『継承』に覚醒したので、数多の英雄たちの力を受け継ぎ無双する / 日之影ソラ 著,,カドカワBOOKS ; M-ひ-3-1-1,"東京 : KADOKAWA, 2021.2",296p ; 19cm
23493731,978-4-04-073929-8,,魔王になったので、ダンジョン造って人外娘とほのぼのする. 10 / 流優 著,,カドカワBOOKS ; M-り-4-1-10,"東京 : KADOKAWA, 2021.1",286p ; 19cm
23477675,978-4-04-073930-4,,蜘蛛ですが、なにか? 1巻 / 馬場翁 著,限定キャラクターデザイン集同梱パック,カドカワBOOKS ; M-は-1-4-1,"東京 : KADOKAWA, 2020.12",318p ; 19cm +
23477677,978-4-04-073931-1,,蜘蛛ですが、なにか? 2巻 / 馬場翁 著,限定キャラクターデザイン集同梱パック,カドカワBOOKS ; M-は-1-4-2,"東京 : KADOKAWA, 2020.12",333p ; 19cm +
23490663,978-4-04-073932-8,,蜘蛛ですが、なにか? 14 / 馬場翁 著,ドラマCD付き特装版,カドカワBOOKS ; M-は-1-5-1,"東京 : KADOKAWA, 2021.1",319p ; 19cm +
23499300,978-4-04-073933-5,,縁の下のチカラモチャー : 魔王討伐したら若返ったので、学園で陰からサポートします / ポルカ 著,,ドラゴンノベルス ; ほ-1-1-1,"東京 : KADOKAWA, 2021.2",333p ; 19cm
23492080,978-4-04-073934-2,,虐げられし令嬢は、世界樹の主になりました. 2 / 桜井悠 著,,ドラゴンノベルス ; さ-1-1-2,"東京 : KADOKAWA, 2021.1",265p ; 19cm
23499302,978-4-04-073935-9,,生き返った冒険者のクエスト攻略生活 : 自分だけもらえるスキルポイントで他の誰より強くなる / 萩鵜アキ 著,,ドラゴンノベルス ; は-1-1-1,"東京 : KADOKAWA, 2021.2",250p ; 19cm
23572175,978-4-04-073936-6,,黒き剣帝 = Black Sword Emperor : 元最強のアラフォー全盛期を取り戻して無双ハーレム / 六志麻あさ 著,,ドラゴンノベルス ; ろ-2-1-1,"東京 : KADOKAWA, 2021.8",333p ; 19cm
23492091,978-4-04-073937-3,,最強錬金術師の異世界開拓記 / 猫子 著,,ドラゴンノベルス ; ね-1-1-1,"東京 : KADOKAWA, 2021.1",255p ; 19cm
23483005,978-4-04-073938-0,,スパイ教室. 04 / 竹町 著,特装版,富士見ファンタジア文庫 ; た-16-1-5,"東京 : KADOKAWA, 2020.12",317p ; 15cm +
23482087,978-4-04-073939-7,,シネマこんぷれっくす! 6 / ビリー [著],,ドラゴンコミックスエイジ ; ひ-4-1-6,"東京 : KADOKAWA, 2021.1",176p ; 18cm
23484043,978-4-04-073940-3,,村人ですが何か? 8 / 白石新 原案・監修 ; 鯖夢 作画 ; 白蘇ふぁみ キャラクター原案,,ドラゴンコミックスエイジ ; さ-12-1-8,"東京 : KADOKAWA, 2021.1",159p ; 18cm
23482159,978-4-04-073941-0,,咎(カルマ)なスキルで無双する異世界ハーレム怪盗団 = Harem Thief Order dominating in different world with karmic skill. 1 / 深山ユーキ 原作 ; 木曽フミヒロ 作画,,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.1",1冊 ; 19cm
23482158,978-4-04-073942-7,,さまよえる転生者たちのリライブゲーム = ReLive game of Wandering Reincarnations. 3 / サイトウケンジ 原作 ; 火野遥人 作画,,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.1",1冊(ページ付なし) ; 19cm
23484029,978-4-04-073943-4,,本のムシ. 1 / 小虎 [著],,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.1",159p ; 19cm
23482127,978-4-04-073944-1,,ライブダンジョン! = LIVE DUNGEON! 6 / dy冷凍 原作 ; ことりりょう 作画 ; Mika Pikazo キャラクター原案,,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.1",150p ; 19cm
23482095,978-4-04-073945-8,,"剣士を目指して入学したのに魔法適性9999なんですけど!? 7 / 年中麦茶太郎 原作 ; iimAn, 惟丞 作画 ; りいちゅ キャラクター原案",,ドラゴンコミックスエイジ ; い-4-1-7,"東京 : KADOKAWA, 2021.1",1冊 ; 18cm
23489891,978-4-04-073946-5,,魔術師たちの混乱(ベドラム) = THE BETHLEM OF THE MAGICIANS. 1 / 奇仙 [著],,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.1",155p ; 19cm
23555685,978-4-04-073947-2,,性の絵本 : みんながもってるたからものってなーんだ? / たきれい 作 ; 高橋幸子 監修,,,"東京 : KADOKAWA, 2021.5",47p ; 19×19cm
23566091,978-4-04-073948-9,,わたしの幸せな結婚. 5 / 顎木あくみ [著],,富士見L文庫 ; あ-17-1-5,"東京 : KADOKAWA, 2021.7",277p ; 15cm
23518142,978-4-04-073949-6,,後宮妃の管理人. 4 / しきみ彰 [著],,富士見L文庫 ; し-7-1-4,"東京 : KADOKAWA, 2021.3",313p ; 15cm
23492187,978-4-04-073950-2,,瑠璃宮の花守り人 : 一輪末々を知る / 伊藤たつき [著],,富士見L文庫 ; い-10-1-1,"東京 : KADOKAWA, 2021.1",270p ; 15cm
23468595,978-4-04-073951-9,,幼馴染の妹の家庭教師をはじめたら. 2 / すかいふぁーむ 著.,,富士見ファンタジア文庫 ; す-4-1-2,"東京 : KADOKAWA, 2020.11.",311p ; 15cm.
23492092,978-4-04-073953-3,,田中家、転生する。. 2 / 猪口 著,,ドラゴンノベルス ; ち-1-1-2,"東京 : KADOKAWA, 2021.1",319p ; 19cm
23497777,978-4-04-073954-0,,1LDK、そして2JK。. 4 / 福山陽士 著,,富士見ファンタジア文庫 ; ふ-3-2-4,"東京 : KADOKAWA, 2021.2",252p ; 15cm
23497907,978-4-04-073955-7,,神々に育てられしもの、最強となる. 5 / 羽田遼亮 著,,富士見ファンタジア文庫 ; は-7-1-5,"東京 : KADOKAWA, 2021.2",315p ; 15cm
23497894,978-4-04-073956-4,,最強不敗の神剣使い. 1 / 羽田遼亮 著,,富士見ファンタジア文庫 ; は-7-2-1,"東京 : KADOKAWA, 2021.2",346p ; 15cm
23561828,978-4-04-073957-1,,最強不敗の神剣使い. 2 / 羽田遼亮 著,,富士見ファンタジア文庫 ; は-7-2-2,"東京 : KADOKAWA, 2021.7",313p ; 15cm
23496533,978-4-04-073958-8,,魔王2099. 1 / 紫大悟 著,,富士見ファンタジア文庫 ; む-4-1-1,"東京 : KADOKAWA, 2021.1",347p ; 15cm
23495182,978-4-04-073959-5,,シェアハウスで再会した元カノが迫ってくる / くろい 著,,富士見ファンタジア文庫 ; く-5-2-1,"東京 : KADOKAWA, 2021.1",313p ; 15cm
23495605,978-4-04-073960-1,,魔女と始める神への逆襲(リバーサル) : 道化の魔女と裏切られた少年 / 水原みずき 著,,富士見ファンタジア文庫 ; み-14-1-1,"東京 : KADOKAWA, 2021.1",315p ; 15cm
23496532,978-4-04-073961-8,,母親がエロラノベ大賞受賞して人生詰んだ : せめて息子のラブコメにまざらないでください / 夏色青空 著,,富士見ファンタジア文庫 ; な-10-1-1,"東京 : KADOKAWA, 2021.1",301p ; 15cm
23547645,978-4-04-073962-5,,演距離カノジョの比奈森さん : クラスメイトの彼氏役はじめました / 恵比須清司 著,,富士見ファンタジア文庫 ; え-1-5-1,"東京 : KADOKAWA, 2021.6",318p ; 15cm
23527709,978-4-04-073963-2,,魔王2099. 2 / 紫大悟 著,,富士見ファンタジア文庫 ; む-4-1-2,"東京 : KADOKAWA, 2021.4",347p ; 15cm
23517787,978-4-04-073964-9,,"星座の町サイレックオード / 北沢慶, グループSNE 著",,ソード・ワールド2.5サプリメント. SW2.5RPG,"東京 : KADOKAWA, 2021.3",127p ; 26cm
23507666,978-4-04-073965-6,,不遇職〈人形遣い〉の成り上がり : 美少女人形と最強まで最高速で上りつめる / 八又ナガト 著,,ドラゴンノベルス ; や-1-1-1,"東京 : KADOKAWA, 2021.3",300p ; 19cm
23499301,978-4-04-073966-3,,幼馴染の魔王の娘が家出して、今はうちで居候してる / 青春詭弁 著,,ドラゴンノベルス ; せ-1-1-1,"東京 : KADOKAWA, 2021.2",287p ; 19cm
23498608,978-4-04-073967-0,,引き籠り錬金術師は引き籠れない : お家でのんびりしたい奮闘記. 2 / 四つ目 著,,ドラゴンノベルス ; よ-1-1-2,"東京 : KADOKAWA, 2021.2",318p ; 19cm
23512414,978-4-04-073968-7,,"今日勇者を首になった = Today,The man of valor got fired.., / もりし 著",,ドラゴンノベルス ; も-1-1-1,"東京 : KADOKAWA, 2021.3",286p ; 19cm
23498622,978-4-04-073969-4,,聖女じゃなかったので、王宮でのんびりご飯を作ることにしました. 4 / 神山りお 著,,カドカワBOOKS ; W-か-10-1-4,"東京 : KADOKAWA, 2021.2",314p ; 19cm
23499004,978-4-04-073970-0,,王都の外れの錬金術師 : ハズレ職業だったので、のんびりお店経営します / yocco 著,,カドカワBOOKS ; W-よ-5-1-1,"東京 : KADOKAWA, 2021.2",319p ; 19cm
23523787,978-4-04-073971-7,,元ホームセンター店員の異世界生活 : 称号≪DIYマスター≫≪グリーンマスター≫≪ペットマスター≫を駆使して異世界を気儘に生きます. 3 / KK 著,,カドカワBOOKS ; W-け-4-1-3,"東京 : KADOKAWA, 2021.4",319p ; 19cm
23499304,978-4-04-073972-4,,追放された転生公爵は、辺境でのんびりと畑を耕したかった = The exiled reincarnated duke wanted to take it easy on the frontier and work the fields. : 来るなというのに領民が沢山来るから内政無双をすることに. 2 / うみ 著,,カドカワBOOKS ; M-う-1-1-2,"東京 : KADOKAWA, 2021.2",306p ; 19cm
23502906,978-4-04-073974-8,,没落予定なので、鍛冶職人を目指す. 8 / CK 原作 ; 石田彩 作画 ; かわく キャラクター原案,,ドラゴンコミックスエイジ ; い-3-1-8,"東京 : KADOKAWA, 2021.2",158p ; 18cm
23505236,978-4-04-073975-5,,スコップ無双 : 「スコップ波動砲!」ドゴォォ. 3 / つちせ八十八 原作 ; 福原蓮士 作画 ; 憂姫はぐれ キャラクター原案,,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.2",154p ; 19cm
23504111,978-4-04-073976-2,,魔王を圧倒する大魔導士ですが、家では彼に押されています。. 1 / 近江のこ [著],,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.2",163p ; 19cm
23522512,978-4-04-073977-9,,異種族レビュアーズコミックアンソロジー～ダークネス～. 2 / 天原 原作 ; masha キャラクター原案 ; ドラゴンエイジ編集部 編,,ドラゴンコミックスエイジ ; ま-7-2-3,"東京 : KADOKAWA, 2021.2",1冊 ; 18cm
23522514,978-4-04-073978-6,,異種族レビュアーズコミックアンソロジー～ダークネス～. 2 / 天原 原作 ; masha キャラクター原案 ; ドラゴンエイジ編集部 編,日南ASMRコラボ動画シリアルコード付き限定版,ドラゴンコミックスエイジ ; ま-7-2-4,"東京 : KADOKAWA, 2021.2",1冊 ; 18cm
23482148,978-4-04-073979-3,,幼なじみのママじゃイヤ? 2 / つみきどう [著],,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.1",143p ; 19cm
23503012,978-4-04-073980-9,,ゲームオブファミリア = Game of Familia : 家族戦記. 06 / 山口ミコト 原作 ; D.P 作画,,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.2",158p ; 19cm
23503535,978-4-04-073981-6,,黒ギャルさんが来る! 1 / いつむ [著],,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.2",159p ; 19cm
23505404,978-4-04-073982-3,,金色の文字使い(ワードマスター) : 勇者四人に巻き込まれたユニークチート. 14 / 十本スイ 原作 ; 尾﨑祐介 作画 ; すまき俊悟 キャラクター原案,,ドラゴンコミックスエイジ ; お-7-1-14,"東京 : KADOKAWA, 2021.2",159p ; 18cm
23502739,978-4-04-073983-0,,可愛ければ変態でも好きになってくれますか? 6 / 花間燈 原作 ; CHuN 作画 ; sune キャラクター原案,,ドラゴンコミックスエイジ ; ち-3-1-6,"東京 : KADOKAWA, 2021.2",171p ; 18cm
23509989,978-4-04-073984-7,,異世界でスキルを解体したらチートな嫁が増殖しました : 概念交差のストラクチャー. 7 / 千月さかき 原作 ; カタセミナミ 作画 ; 東西 キャラクター原案,,ドラゴンコミックスエイジ ; か-4-1-7,"東京 : KADOKAWA, 2021.3",1冊 ; 18cm
23502903,978-4-04-073985-4,,奴隷区GANG AGE. 3 / 岡田伸一 原作 ; 黒田高祥 作画,,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.2",272p ; 19cm
23503408,978-4-04-073986-1,,トリアージX. 22 / 佐藤ショウジ [著],,ドラゴンコミックスエイジ ; さ-1-2-22,"東京 : KADOKAWA, 2021.2",1冊(ページ付なし) ; 18cm
23497868,978-4-04-073987-8,,和国の楊貴妃 : 転生の狐姫、後宮の邪を祓う / 鳥村居子 [著],,富士見L文庫 ; と-2-2-1,"東京 : KADOKAWA, 2021.2",285p ; 15cm
23498921,978-4-04-073988-5,,死の森の魔女は愛を知らない / 浅名ゆうな [著],,富士見L文庫 ; あ-15-3-1,"東京 : KADOKAWA, 2021.2",254p ; 15cm
23524840,978-4-04-073989-2,,科学喫茶と夏の空蝉 / 福岡辰弥 [著],,富士見L文庫 ; ふ-7-1-1,"東京 : KADOKAWA, 2021.4",244p ; 15cm
23498073,978-4-04-073990-8,,暁花薬殿物語. 第5巻 / 佐々木禎子 [著],,富士見L文庫 ; さ-1-2-5,"東京 : KADOKAWA, 2021.2",255p ; 15cm
23498202,978-4-04-073991-5,,鳴かぬ緋鳥の恋唄 / 雨咲はな [著],,富士見L文庫 ; あ-24-1-1,"東京 : KADOKAWA, 2021.2",318p ; 15cm
23507787,978-4-04-073993-9,,経験済みなキミと、経験ゼロなオレが、お付き合いする話。. その2 / 長岡マキ子 著,,富士見ファンタジア文庫 ; な-2-6-2,"東京 : KADOKAWA, 2021.3",301p ; 15cm
23504769,978-4-04-073994-6,,培養カプセルを抜けだしたら、出迎えてくれたのは僕を溺愛する先輩だった / 冴吹稔 著,,富士見ファンタジア文庫 ; さ-10-1-1,"東京 : KADOKAWA, 2021.2",269p ; 15cm
23498699,978-4-04-073995-3,,宮廷魔法士です。最近姫様からの視線が気になります。 / 安居院晃 著,,富士見ファンタジア文庫 ; あ-23-1-1,"東京 : KADOKAWA, 2021.2",300p ; 15cm
23497776,978-4-04-073996-0,,〈朗報〉俺の許嫁になった地味子、家では可愛いしかない。 / 氷高悠 著,,富士見ファンタジア文庫 ; ひ-7-4-1,"東京 : KADOKAWA, 2021.2",285p ; 15cm
23513082,978-4-04-073998-4,,植物魔法チートでのんびり領主生活始めます : 前世の知識を駆使して農業したら、逆転人生始まった件. 2 / りょうとかえ 著,,ドラゴンノベルス ; り-1-1-2,"東京 : KADOKAWA, 2021.3",319p ; 19cm
23507663,978-4-04-073999-1,,商社マンの異世界サバイバル : 絶対人とはつるまねえ. 3 / 餡乃雲 著,,ドラゴンノベルス ; あ-3-1-3,"東京 : KADOKAWA, 2021.3",276p ; 19cm
23540356,978-4-04-074000-3,,"刹那の風景. 2 / 緑青, 薄浅黄 著",,ドラゴンノベルス ; ろ-1-1-2,"東京 : KADOKAWA, 2021.6",315p ; 19cm
23511894,978-4-04-074001-0,,灰の街の食道楽 = A gourmet in the town of ash / 黄鱗きいろ 著,,カドカワBOOKS ; M-き-6-1-1,"東京 : KADOKAWA, 2021.3",315p ; 19cm
23508108,978-4-04-074002-7,,宮廷魔導師見習いを辞めて、魔法アイテム職人になります. 2 / 神泉せい 著,,カドカワBOOKS ; W-か-11-1-2,"東京 : KADOKAWA, 2021.3",318p ; 19cm
23523862,978-4-04-074003-4,,勇者の孫の旅先チート : 最強の船に乗って商売したら千の伝説ができました. 2 / 長野文三郎 著,,カドカワBOOKS ; M-な-3-1-2,"東京 : KADOKAWA, 2021.4",281p ; 19cm
23508194,978-4-04-074004-1,,"外れスキル「影が薄い」を持つギルド職員が、実は伝説の暗殺者 = The Guild officials with Weak skills ""vanish"" are actually legendary assassin. 6 / ケンノジ 著",,カドカワBOOKS ; M-け-3-1-6,"東京 : KADOKAWA, 2021.3",247p ; 19cm
23507659,978-4-04-074005-8,,最強の鑑定士って誰のこと? = Who is the strongest appraiser? : 満腹ごはんで異世界生活. 12 / 港瀬つかさ 著,,カドカワBOOKS ; M-み-2-1-12,"東京 : KADOKAWA, 2021.3",276p ; 19cm
23532112,978-4-04-074006-5,,悪役令嬢は今日も華麗に暗躍する : 追放後も推しのために悪党として支援します! 2 / 道草家守 著,,カドカワBOOKS ; W-み-6-1-2,"東京 : KADOKAWA, 2021.5",282p ; 19cm
23516726,978-4-04-074007-2,,服の魔法をあなたに。 / 紅原香 [著],,富士見L文庫 ; へ-1-3-1,"東京 : KADOKAWA, 2021.3",317p ; 15cm
23516729,978-4-04-074008-9,,雪中の花は、軍神を偽る / 岡達英茉 [著],,富士見L文庫 ; お-3-2-1,"東京 : KADOKAWA, 2021.3",283p ; 15cm
23509992,978-4-04-074009-6,,ギリギリ遮る片桐さん. 3 / TALI [著],,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.3",175p ; 19cm
23510932,978-4-04-074010-2,,異世界のんびり農家 = Farming life in another world. 7 / 内藤騎之介 原作 ; 剣康之 作画 ; やすも キャラクター原案,,ドラゴンコミックスエイジ ; つ-6-1-7,"東京 : KADOKAWA, 2021.3",1冊 ; 18cm
23510930,978-4-04-074011-9,,異世界ゆるっとサバイバル生活 : 学校の皆と異世界の無人島に転移したけど俺だけ楽勝です. 1 / 絢乃 原作 ; 西尾洋一 作画 ; 乾和音 キャラクター原案,,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.3",159p ; 19cm
23528426,978-4-04-074012-6,,転生隠者はほくそ笑む. 1 / 住須譲治 原作 ; 齋藤ちあき 作画 ; 逢魔刻壱 キャラクター原案,,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.4",159p ; 19cm
23510931,978-4-04-074013-3,,宇崎ちゃんは遊びたい! 6 / 丈 [著],,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.3",143p ; 19cm
23510927,978-4-04-074014-0,,世界を救うために亜人(わたし)と朝チュンできますか? = CAN YOU DO ASA-CHUN WITH ME FOR SAVE THE WORLD? 4 / 音井れこ丸 [著],,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.3",150p ; 19cm
23510794,978-4-04-074015-7,,かいじゅう色の島. 1 / はっとりみつる [著],,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.3",153p ; 19cm
23512145,978-4-04-074016-4,,ハズレ赤魔道士は賢者タイムに無双する. 1 / ほーち 原作 ; あおやぎ孝夫 作画 ; 宮社惣恭 キャラクター原案,,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.3",1冊(ページ付なし) ; 19cm
23522494,978-4-04-074017-1,,こんちゅき : INSECT GIRLS. 01 / 村田真哉 原作 ; zunta 作画,,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.4",157p ; 19cm
23512142,978-4-04-074018-8,,レジェンド. 10 / 神無月紅 原作 ; たかの雅治 作画 ; 夕薙 キャラクター原案,,ドラゴンコミックスエイジ ; た-4-2-10,"東京 : KADOKAWA, 2021.3",1冊 ; 18cm
23512077,978-4-04-074019-5,,"死もまた死するものなれば = Even death may die. 3 / 海法紀光, 桜井光 原作 ; 狛句 作画",,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.3",1冊 ; 19cm
23512078,978-4-04-074020-1,,"死もまた死するものなれば = Even death may die. 4 / 海法紀光, 桜井光 原作 ; 狛句 作画",,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.3",1冊 ; 19cm
23507700,978-4-04-074021-8,,"悪徳に沈む復讐者たち. 下 / 北沢慶 監修 ; 西岡拓哉, グループSNE 著",,富士見DRAGON BOOK ; ソード・ワールド2.5リプレイ 717.,"東京 : KADOKAWA, 2021.2",293p ; 15cm
23511107,978-4-04-074022-5,,武装メイドに魔法は要らない / 忍野佐輔 著,,富士見ファンタジア文庫 ; お-6-1-1,"東京 : KADOKAWA, 2021.3",317p ; 15cm
23508185,978-4-04-074023-2,,世界最強騎士団の切り札は俺らしい : 無敵集団の中で無能力者の俺が無双無敗な理由 / 輝井永澄 著,,富士見ファンタジア文庫 ; て-3-2-1,"東京 : KADOKAWA, 2021.3",314p ; 15cm
23512469,978-4-04-074024-9,,フラれてから始まるラブコメ / 金木犀 著,,富士見ファンタジア文庫 ; か-26-1-1,"東京 : KADOKAWA, 2021.3",250p ; 15cm
23513477,978-4-04-074025-6,,勇者の息子の超・商人道! : 幼なじみが美少女魔王になって求婚してきたんだが / 上総朋大 著,,富士見ファンタジア文庫 ; か-9-5-1,"東京 : KADOKAWA, 2021.3",281p ; 15cm
23521805,978-4-04-074026-3,,ハイスクールD×D. DX.6 / 石踏一榮 著,,富士見ファンタジア文庫 ; い-3-2-6,"東京 : KADOKAWA, 2021.3",283p ; 15cm
23523199,978-4-04-074027-0,,Only Sense Online. 20 / アロハ座長 著,,富士見ファンタジア文庫 ; あ-7-1-20,"東京 : KADOKAWA, 2021.3",302p ; 15cm
23498132,978-4-04-074029-4,,たとえば俺が、チャンピオンから王女のヒモにジョブチェンジしたとして。. 3 / 藍藤唯 著,,富士見ファンタジア文庫 ; あ-20-1-3,"東京 : KADOKAWA, 2021.2",381p ; 15cm
23507637,978-4-04-074030-0,,聖女の魔力は万能です = The power of the saint is all around. 1巻 / 橘由華 著,限定キャラクターデザイン集同梱パック,カドカワBOOKS ; W-た-4-2-1,"東京 : KADOKAWA, 2021.3",270p ; 19cm +
23507641,978-4-04-074031-7,,聖女の魔力は万能です = The power of the saint is all around. 2巻 / 橘由華 著,限定キャラクターデザイン集同梱パック,カドカワBOOKS ; W-た-4-2-2,"東京 : KADOKAWA, 2021.3",268p ; 19cm +
23523874,978-4-04-074032-4,,父は英雄、母は精霊、娘の私は転生者。. 7 / 松浦 著,,カドカワBOOKS ; W-ま-1-1-7,"東京 : KADOKAWA, 2021.4",290p ; 19cm
23523789,978-4-04-074033-1,,辺境下級貴族の逆転ライフ : 可愛い弟妹が大事な兄なので、あらゆる邪魔ものは魔女から授かった力と現代知識で排除します / 漂月 著,,カドカワBOOKS ; M-ひ-4-1-1,"東京 : KADOKAWA, 2021.4",276p ; 19cm
23532116,978-4-04-074034-8,,"黒豚王子は前世を思いだして改心する = Prince ""Kurobuta"" remembers his previous life and repents : 悪役キャラに転生したので死亡エンドから逃げていたら最強になっていた / 少年ユウシャ 著",,カドカワBOOKS ; M-し-11-1-1,"東京 : KADOKAWA, 2021.5",248p ; 19cm
23549082,978-4-04-074035-5,,サイレント・ウィッチ : 沈黙の魔女の隠しごと / 依空まつり 著,,カドカワBOOKS ; W-い-7-1-1,"東京 : KADOKAWA, 2021.6",295p ; 19cm
23532126,978-4-04-074036-2,,元・世界1位のサブキャラ育成日記 : 廃プレイヤー、異世界を攻略中! 7 / 沢村治太郎 著,,カドカワBOOKS ; M-さ-5-1-7,"東京 : KADOKAWA, 2021.5",257p ; 19cm
23532130,978-4-04-074037-9,,創造錬金術師は自由を謳歌する : 故郷を追放されたら、魔王のお膝元で超絶効果のマジックアイテム作り放題になりました / 千月さかき 著,,カドカワBOOKS ; M-せ-1-3-1,"東京 : KADOKAWA, 2021.5",347p ; 19cm
23544159,978-4-04-074038-6,,捨てられ聖女の異世界ごはん旅 : 隠れスキルでキャンピングカーを召喚しました. 3 / 米織 著,,カドカワBOOKS ; W-よ-3-1-3,"東京 : KADOKAWA, 2021.6",285p ; 19cm
23508098,978-4-04-074039-3,,実質大賢者 : ゲーム知識とDIYスキルで辺境スローライフを送っていたら、いつの間にか伝説の大賢者と勘違いされていた件. 2 / 謙虚なサークル 著,,カドカワBOOKS ; M-け-2-2-2,"東京 : KADOKAWA, 2021.3",268p ; 19cm
23523794,978-4-04-074040-9,,無敵の万能要塞で快適スローライフをおくります : フォートレス・ライフ. 4 / 鈴木竜一 著,,カドカワBOOKS ; M-す-2-1-4,"東京 : KADOKAWA, 2021.4",287p ; 19cm
23523799,978-4-04-074042-3,,極振り拒否して手探りスタート!特化しないヒーラー、仲間と別れて旅に出る. 4 / 刻一 著,,ドラゴンノベルス ; こ-1-1-4,"東京 : KADOKAWA, 2021.4",253p ; 19cm
23523801,978-4-04-074043-0,,追放された魔剣使いの商人はマイペースに成り上がる : 前世で培った《営業スキル》で、仲間と理想のお店を始めます。 / 鈴木竜一 著,,ドラゴンノベルス ; す-1-1-1,"東京 : KADOKAWA, 2021.4",286p ; 19cm
23523805,978-4-04-074044-7,,異世界転移、地雷付き。. 5 / いつきみずほ 著,,ドラゴンノベルス ; い-1-1-5,"東京 : KADOKAWA, 2021.4",299p ; 19cm
23522548,978-4-04-074045-4,,いろはにほエロ! 3 / 横山コウヂ [著],,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.4",157p ; 19cm
23541231,978-4-04-074046-1,,このあと滅茶苦茶ラブコメした. 2 / 春日部タケル 原作 ; 仙道八 作画 ; 悠理なゆた キャラクター原案,,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.6",219p ; 19cm
23529563,978-4-04-074047-8,,この素晴らしい世界に祝福を! 13 / 渡真仁 作画 ; 暁なつめ 原作 ; 三嶋くろね キャラクター原案,,ドラゴンコミックスエイジ ; わ-1-2-13,"東京 : KADOKAWA, 2021.5",159p ; 18cm
23522561,978-4-04-074048-5,,"僕のカノジョ先生. 4 / 鏡遊 原作 ; おりょう キャラクター原案 ; 孟倫, 星河蟹 作画",,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.4",1冊(ページ付なし) ; 19cm
23522559,978-4-04-074049-2,,どうやら私の身体は完全無敵のようですね. 6 / ちゃつふさ 原作 ; さばねこ 作画 ; ふーみ キャラクター原案,,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.4",160p ; 19cm
23529560,978-4-04-074050-8,,アルカフス. 4 / 村山渉 原作 ; 御影夏 作画,,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.5",190p ; 19cm
23528425,978-4-04-074051-5,,商社マンの異世界サバイバル : 絶対人とはつるまねえ. 1 / 餡乃雲 原作 ; 五條さやか 作画 ; 布施龍太 キャラクター原案,,ドラゴンコミックスエイジ,"東京 : KADOKAWA, 2021.4",162p ; 19cm
