全国書誌番号,ISBN,ISSN,タイトル・著者,版表示,シリーズ,出版事項,大きさ等
23479042,978-4-903059-65-5,,国際法を物語る. 4 / 阿部浩己,,Gleam books,"草加 : 朝陽会, 2021.1",99 p ; 21 cm
23619753,978-4-903059-67-9,,弁護士case file. 1 / 早稲田リーガルコモンズ法律事務所,,Gleam books,"草加 : 朝陽会, 2021.11",154 p ; 21 cm
23566906,978-4-903063-89-8,,"なぜ連合国が勝ったのか? / リチャード・オウヴァリー 著 ; 河野純治, 作田昌平 訳",,,"立川 : 楽工社, 2021.7",641p ; 20cm
23504308,978-4-903068-48-0,,維持透析患者のこころとからだ : 内なる自己治癒活動をつむいでいく / 服巻豊,,,"東広島 : 広島大学出版会, 2021.2",287 p ; 21 cm
23536449,978-4-903074-33-7,,5つ星の宿 : 「人気温泉旅館ホテル250選」に5年以上入選の宿. 2021年版,,,"東京 : 観光経済新聞社, 2021.4",166 p ; 31 cm
23511937,978-4-903083-55-1,,「がん」の上手な手なずけ方 : 余命6カ月と宣告されてから10年超えた著者ががんの先端医療から注目の健康法まで自らの体験をもとに伝える「がん」養生バイブル! / シャムレッフェル・レックス 著,,,"東京 : 悠々舎, 2021.2",293 p ; 19 cm
23600445,978-4-903092-54-6,,Computing games and its implication to measuring playing experience : doctoral dissertation / Anggina Primanita,,,"[能美] : Graduate School of Advanced Science and Technology, Japan Advanced Institute of Science and Technology Information Science, 2021.3","4, 92 p ; 26 cm"
23568779,978-4-903097-72-5,,Long life design : 祈りのデザイン : 47都道府県の民藝的な現代デザイン. 2 / ナガオカケンメイ 企画・構成,,,"東京 : D & Department Project, 2021.2",215 p ; 20 cm
23493138,978-4-903105-93-2,,悪魔が世界を統治している = How the specter of communism is ruling our world : 東ヨーロッパの共産党が解体しても共産党の亡霊は存在する / 九評編集部 著,新版,,"[東京] : 博大, 2021.1",316 p ; 30 cm
23592274,978-4-903109-14-5,,ちはやだより / 久野貞美 著,,,"名古屋 : マイ・ブック出版, 2021.8",141 p ; 21 cm
23596916,978-4-903109-15-2,,春野名古屋句会合同句集 / 高田潤一 編集,,,"名古屋 : マイ・ブック出版, 2021.10",97 p ; 21 cm
23493778,978-4-903127-30-9,,荷を引く獣たち : 動物の解放と障害者の解放 / スナウラ・テイラー 著 ; 今津有梨 訳,,,"京都 : 洛北出版, 2020.9",443p ; 19cm
23489658,978-4-903145-72-3,,1970・11・25三島由紀夫 : at Ichigaya / いいだもも 著 ; 宮台真司 解説,,,"東京 : 明月堂書店, 2020.1",221 p ; 19 cm
23593995,978-4-903145-73-0,,ケインズ / 西部邁 著,,,"東京 : 明月堂書店, 2021.9",238p ; 20cm
23505274,978-4-903159-21-8,,人生は哀しみだらけ. 2 / 汐海治美,,,"仙台 : 南北社, 2021.2",59 p ; 21 cm
23551026,978-4-903159-22-5,,風の岸辺 : 詩集 / 玉田尊英,,,"仙台 : 南北社, 2021.6",103 p ; 21 cm
23586966,978-4-903159-23-2,,賢道 : 菊地栄子歌集 / 菊地栄子 著,,地中海叢書 ; 第942篇,"仙台 : 南北社, 2021.9",175 p ; 20 cm
23525210,978-4-903166-11-7,,コントラバスハンドブック : オーケストラプレイヤーのための / 加藤正幸 著,,Séquiraÿ handbook,"東京 : せきれい社, 2021.2",67 p ; 26 cm
23492048,978-4-903166-12-4,,イヴリー・ギトリス : 永遠の愛のヴァイオリニスト : Ivry Gitlis memorial / 伊東雨音 編著,,,"東京 : せきれい社, 2021.1",63 p ; 28 cm
23483808,978-4-903175-98-0,,うりぼうと母さん : 矢野誠人の写真絵本 / 矢野誠人 写真・文 ; 林良博 監修.,,,"東京 : 大空出版, 2020.12.",41p ; 19×19cm.
23496643,978-4-903175-99-7,,オンライン授業で大学が変わる : コロナ禍で生まれた「教育」インフレーション / 堀和世 著,,,"東京 : 大空出版, 2021.3",228p ; 19cm
23518702,978-4-903205-82-3,,"みんなの美術館みんなと美術館 = A museum for all, and with all : 金沢21世紀美術館×手話×ろう者活動のあゆみ",,,"金沢 : 金沢21世紀美術館, 2020.3",26 p ; 21 cm
23470529,978-4-903212-71-5,,"「ちがい」がある子とその親の物語. 1 / アンドリュー・ソロモン 著 ; 依田卓巳, 戸田早紀, 高橋佳奈子 訳",,,"武蔵野 : 海と月社, 2020.12",354p ; 21cm
23529839,978-4-903212-72-2,,わたしは無敵の女の子 / ケイト T.パーカー 著 ; 栗木さつき 訳,,,"武蔵野 : 海と月社, 2021.4",256p ; 21cm
23600128,978-4-903212-74-6,,"「ちがい」がある子とその親の物語. 2 / アンドリュー・ソロモン 著 ; 依田卓巳, 戸田早紀, 高橋佳奈子 訳",,,"武蔵野 : 海と月社, 2021.10",440p ; 21cm
23561164,978-4-903212-75-3,,ビリー・アイリッシュ / ビリー・アイリッシュ 著 ; 依田卓巳 訳,,,"武蔵野 : 海と月社, 2021.7",335p ; 24cm
23497817,978-4-903225-59-3,,要は腰 : 健康の肝腎要・骨盤を正す / 圡屋義弘 著,改訂第6版,,"大阪 : レベル, 2020.3",256p ; 19cm
23525064,978-4-903235-56-1,,ミャンマーの体制転換と農村の社会経済史 : 1986-2019年 / 髙橋昭雄 著,,東京大学東洋文化研究所紀要別冊,"東京 : 東京大学出版会, 2021.2",295 p ; 22 cm
23471791,978-4-903251-17-2,,鷗外わが青春のドイツ / 金子幸代 著.,,,"松戸 : 鷗出版, 2020.11.",176p ; 20cm.
23515870,978-4-903251-18-9,,茶の文化史 : 神話の世界から五感の世界へ / 孔令敬,,,"松戸 : 鷗出版, 2021.2",261 p ; 19 cm
23603852,978-4-903251-20-2,,ユダヤ人を救ったドイツ人 = Die deutschen Judenretter : 静かな英雄たち / 平山令二,,,"松戸 : 鷗出版, 2021.9",226 p ; 21 cm
23480972,978-4-903272-91-7,,オシロスコープ超入門. 4-1+2+3総集編 / 測定器学習研究委員会 著,,測定器入門シリーズ,"広島 : アドウィン, 2020.5",86 p ; 26 cm
23502255,978-4-903281-50-6,,政治学史の展開 : 立憲主義の源流と市民社会論の萌芽 / 下條慎一 著,,,"西東京 : 武蔵野大学出版会, 2021.3",192p ; 22cm
23520670,978-4-903281-51-3,,"ネット中傷駆け込み寺 / 佐藤佳弘, スマイリーキクチ 著",,,"西東京 : 武蔵野大学出版会, 2021.4",244p ; 21cm
23623640,978-4-903281-52-0,,危険ドラッグ大全 = DANGEROUS DRUG BOOK / 阿部和穂 著,増補版,,"西東京 : 武蔵野大学出版会, 2021.12",277p ; 21cm
23479121,978-4-903286-80-8,,労災保険労災診療費算定基準早見表. 令和2年4月改訂.,,,"東京 : 労災保険情報センター, 2020.4.",8p ; 30×84cm (折りたたみ30×21cm).
23493976,978-4-903286-82-2,,労災医療ガイドブック : 医療担当者必読書,改訂7版,,"東京 : 労災保険情報センター, 2020.12",193 p ; 30 cm
23607073,978-4-903286-83-9,,労災診療費算定実務講座 : 医療担当者必読書,令和3年度版,,"東京 : 労災保険情報センター, 2021.6",240 p ; 30 cm
23607072,978-4-903286-84-6,,精神障害の労災認定のしくみ,改訂,RIC労災保険シリーズ ; 6,"東京 : 労災保険情報センター, 2021.9",103 p ; 30 cm
23539571,978-4-903297-30-9,,「上毛かるた」ゆかりの地文化めぐり : ガイドマップ,第4版,,"[前橋] : 群馬県, 2021.3",128p ; 21cm
23565843,978-4-903297-31-6,,東国文化副読本 : 古代ぐんまを探検しよう. 2021年度版 / 松島榮治 監修 ; 群馬県文化振興課 企画・編集,,,"[前橋] : [前橋] : 群馬県 ; 群馬歴史文化遺産発掘・活用・発信実行委員会, 2021.4",72 p ; 30 cm
23551603,978-4-903316-63-5,,胡同旧事 : 葉広芩短編小説集 / 葉広芩 著 ; 栗山千香子 監訳,,,"福岡 : 中国書店, 2021.4",381 p ; 22 cm
23569960,978-4-903316-66-6,,"一歩一歩学汉语 : 初級実践中国語 / 王宇南, 栗山雅央 著",,,"福岡 : 中国書店, 2020.3",99 p ; 26 cm
23559899,978-4-903316-69-7,,中国伝統農村社会の解体過程 / 村岡伸秋,,,"福岡 : 中国書店, 2021.3",431 p ; 22 cm
23554469,978-4-903320-53-3,,余滴札幌農学校とキリスト教 : 講演・小論 / 大山綱夫,,,"川崎 : EDITEX, 2020.2",167 p ; 21 cm
23580858,978-4-903320-55-7,,看護師国試ラピッドスタディ. 2022 / 法橋尚宏 編著,第17版,,"川崎 : EDITEX, 2021.9",351 p ; 21 cm
23577232,978-4-903348-51-3,,仲條 / 仲條正義 著,,,"東京 : ADP, 2021.2",639p ; 27cm +
23564572,978-4-903355-87-0,,子どもの食生活 : 栄養・食育・保育 / 上田玲子 編著 ; 赤石元子 [ほか] [著],第5版,,"相模原 : ななみ書房, 2021.3",273p 図版16p ; 26cm
23624261,978-4-903355-95-5,,育児の成功. 1 / 山岸道子 著,,ななみブックレット ; No.11,"相模原 : ななみ書房, 2021.7",71p ; 21cm
23624262,978-4-903355-96-2,,育児の成功. 2 / 山岸道子 著,,ななみブックレット ; No.12,"相模原 : ななみ書房, 2021.7",71p ; 21cm
23547428,978-4-903378-30-5,,"市役所 (シティホール) を考える : 市民と専門家による仙台市役所本庁舎建替シンポジウム / 仙台市, 宮城県建築士会, 宮城県建築士事務所協会, 日本建築家協会東北支部宮城地域会 著作・監修",,仙台ラウンドテーブル ; 第1回,"仙台 : 日本建築家協会東北支部宮城地域会, 2020.8",110 p ; 30 cm
23547422,978-4-903378-31-2,,"みんなの市役所 (シティホール) を模索する : 市民と専門家による仙台市役所本庁舎建替シンポジウム / 仙台市, 宮城県建築士会, 宮城県建築士事務所協会, 日本建築家協会東北支部宮城地域会 著作・監修",,仙台ラウンドテーブル ; 第2回,"仙台 : 日本建築家協会東北支部宮城地域会, 2020.8",116 p ; 30 cm
23547426,978-4-903378-32-9,,"地域コアとなる市役所 (シティホール) を育む : 市民と専門家による仙台市役所本庁舎建替シンポジウム / 仙台市, 宮城県建築士会, 宮城県建築士事務所協会, 日本建築家協会東北支部宮城地域会 著作・監修",,仙台ラウンドテーブル ; 第3回,"仙台 : 日本建築家協会東北支部宮城地域会, 2020.8",116 p ; 30 cm
23497629,978-4-903378-35-0,,みやぎボイス : 東日本大震災復興シンポジウム. 2020 / みやぎボイス連絡協議会 編,,,"仙台 : みやぎボイス連絡協議会, 2021.3",138 p ; 30 cm
23616489,978-4-903378-38-1,,みやぎボイス : 東日本大震災復興シンポジウム. 2021 / みやぎボイス連絡協議会 編,,,"仙台 : みやぎボイス連絡協議会, 2021.11",144 p ; 30 cm
23538243,978-4-903389-87-5,,教科開発学を創る. 第3集 / 愛知教育大学院共同教科開発学専攻 篇,,,"刈谷 : 愛知教育大学出版会, 2021.3",186 p ; 21 cm
23488851,978-4-903434-99-5,,想いを綴る : 吉原利弘写真集 / 吉原利弘 著 ; 原槙春夫 監修,,,"東京 : 遊人工房, 2020.11",119p ; 20×23cm
23539854,978-4-903473-26-0,,土と光の讃歌 : 耕す汗こそ美しい / 京都土の塾 編,,,"京都 : 京都通信社, 2021.5",155p ; 20×21cm
23624768,978-4-903473-28-4,,ブラックホールの阿弥陀さま : どこにも見えないけれど、どこにでもいらっしゃるんだよ / 今小路覚真 著,,,"京都 : 京都通信社, 2021.12",231p ; 19cm
23567556,978-4-903473-62-8,,"シジュウカラガン物語 : しあわせを運ぶ渡り鳥、日本の空にふたたび! / 呉地正行, 須川恒 編",,,"京都 : 京都通信社, 2021.7",303p ; 21cm
23573610,978-4-903474-65-6,,画像処理エンジニア検定エキスパートベーシック公式問題集 / 画像処理エンジニア検定問題集編集委員会 監修,改訂第4版,,"東京 : 画像情報教育振興協会, 2021.2",247 p ; 26 cm +
23557521,978-4-903476-70-4,,マンション改修読本 : あなたのマンションを100年先へ / マンションリフォーム推進協議会 監修,,,"東京 : テツアドー出版, 2020.10",233 p ; 30 cm
23616300,978-4-903496-14-6,,福井恐竜学 / 福井県立大学恐竜学研究所 編著,,"福井県立大学ブックレット, 3","永平寺町 (福井県) : 福井県立大学, 2021.10",78 p ; 21 cm
23622534,978-4-903496-15-3,,健康生活科学 : 共生社会のwell-beingに向けた看護福祉学のイノベーション / 福井県立大学大学院看護福祉学研究科 編著,,"福井県立大学ブックレット, 4","永平寺町 (福井県) : 福井県立大学, 2021.11",149 p ; 21 cm
23501145,978-4-903505-19-0,,プラトン『ソクラテスの弁明』注解 / 金子佳司 編著,新訂版,,"東京 : ピナケス出版, 2020.5",171p ; 20cm
23598025,978-4-903536-11-8,,治安維持法体制に抗して : 近代沖縄反体制運動史史資料 / 田港朝昭,,,"[出版地不明] : 治安維持法犠牲者国家賠償要求同盟沖縄県本部, 2021.6",110 p ; 21 cm
23596870,978-4-903536-12-5,,「竹富島の種子取」を考える : 重要無形民俗文化財 / 阿佐伊孫良,,,"竹富町 (沖縄県) : 那覇 : 阿佐伊イチ ; あけぼの出版 (出版元), 2021.9",72 p ; 21 cm
23624829,978-4-903536-13-2,,戦争準備と住民監視 : 重要施設等周辺住民監視規制法 (土地規制法) の廃止を求める / 仲松正人,,,"那覇 : あけぼの印刷 (印刷), [2021.10]",79 p ; 21 cm
23591768,978-4-903546-38-4,,がんを消す心の自然治癒力 / 帯津良一&佐藤康行 著,,,"東京 : アイジーエー出版, 2020.12",205 p ; 19 cm
23482599,978-4-903553-81-8,,義経はやなぎの薬効を知っていた. 続 / 福田道男 著,,,"東京 : 医学情報社, 2020.7",71p ; 21cm
23535375,978-4-903553-82-5,,口腔感染症の脅威 : 静かに進展する病変とその対処法 / トーマス・E・レビー 著 ; 大島晃 日本語訳監修,,,"東京 : 医学情報社, 2020.9",239p ; 28cm
23576833,978-4-903553-83-2,,インプラント・歯周再建治療のティッシュマネージメント : 再生環境を考慮した組織再建のテクニック / 児玉利朗 著,,,"東京 : 医学情報社, 2021.3",327p ; 28cm
23493598,978-4-903564-41-8,,雲南面影 : 古屋行男写真集 / 古屋行男 著,,,"東京 : 現代写真研究所出版局, 2021.1",120 p ; 22 × 25 cm
23483394,978-4-903564-42-5,,黄金あかり : 病と闘い、豪雪地に生きた大塚中さんの晩年 : 金指栄一写真集 / 金指栄一 著,,現研BOOKs ; NO.9,"東京 : 現代写真研究所出版局, 2021.1",107p ; 26cm
23572450,978-4-903564-43-2,,種のとき : Seeds and Sprouts : 阿部千佳子写真集 / 阿部千佳子 著,,,"東京 : 現代写真研究所出版局, 2021.6",96p ; 24cm
23617382,978-4-903576-09-1,,"顧客価値創造型営業への進化 : 新たな営業戦略の論理と実践 / 中西正雄, 登坂一博 編著",,,"東京 : ジェイティービー能力開発, 2010.4",135 p ; 21 cm
23617380,978-4-903576-11-4,,"観光のマーケティング・マネジメント : ケースで学ぶ観光マーケティングの理論 / 高橋一夫 編著 ; 柏木千春, 田辺文彦, 野口洋平, 藤田健, 松笠裕之, 大和里美 著",,,"東京 : ジェイティービー能力開発, 2011.3",237 p ; 21 cm
23531262,978-4-903598-75-8,,i-wish…ママになりたい. vol.61 / 不妊治療情報センター・funin.info 構成&編集,,,"東京 : シオン, 2020.11",114p ; 30cm
23508416,978-4-903598-76-5,,i-wish…ママになりたい. vol.62 / 不妊治療情報センター・funin.info 構成&編集,,,"東京 : シオン, 2021.3",114p ; 30cm
23546278,978-4-903598-77-2,,i-wish…ママになりたい. vol.63 / 不妊治療情報センター・funin.info 構成&編集,,,"東京 : シオン, 2021.6",114p ; 30cm
23582304,978-4-903598-78-9,,i-wish…ママになりたい. vol.64 / 不妊治療情報センター・funin.info 構成&編集,,,"東京 : シオン, 2021.9",114p ; 30cm
23613040,978-4-903598-79-6,,全国体外受精実施施設完全ガイドブック : 体外受精を考えているみなさまへ. 2021,,,"東京 : シオン, 2021.10",161p ; 26cm
23587249,978-4-903602-25-7,,"コミックいわてQ / MATSUDA98, そのだつくし, 吉田戦車, 上条明峰, 榊カルラ, こうの史代, 竜宮ツカサ, 田中美菜子, 藤倉秀, 東野柚子, 篠原ウミハル, 中野順哉, 飛鳥あると, 松本零士, 石原まこちん 著",,,"[盛岡] : 東京 : 岩手県 ; 銀杏社, 2020.3",256 p ; 21 cm
23589227,978-4-903602-27-1,,"コミックいわて + / 篠原ウミハル, 池野恋, 吉田戦車, 上条明峰, MATSUDA98, さわぐちけいすけ, さささまきき, 青木幸子, そのだつくし, 田中美菜子, 東野柚子, 飛鳥あると 著",,,"[盛岡] : 東京 : 岩手県 ; 銀杏社, 2021.3",195 p ; 21 cm
23522344,978-4-903605-57-9,,おぱんつくん : わくわくあそび / ロタ さく・え,,若芽舎児童書シリーズ,"[東京] : ヤングトゥリー, 2021.2",1冊 (ページ付なし) ; 20 cm
23473427,978-4-903608-94-5,,第三次世界大戦 / 白鳥由紀栄 [著].,,,"仙台 : 自悠工房, 2020.11",41p ; 21cm.
23551383,978-4-903613-25-3,,"クラウドワークの進展と社会法の近未来 / 浜村彰, 石田眞, 毛塚勝利 編著",,法政大学現代法研究所叢書 ; 47,"東京 : 労働開発研究会, 2021.3",455 p ; 22 cm
23537310,978-4-903613-26-0,,同一労働同一賃金の理論と企業対応のすべて : 日本版 / 倉重公太朗 編著代表,,,"東京 : 労働開発研究会, 2021.4",428 p ; 21 cm
23587877,978-4-903613-27-7,,懲戒をめぐる諸問題と法律実務 : 複雑化するトラブルに対応 / 第一東京弁護士会労働法制委員会 編著,,,"東京 : 労働開発研究会, 2021.9",477 p ; 21 cm
23587439,978-4-903613-28-4,,フリーランスハンドブック = FREELANCE HANDBOOK : フリーランスをめぐる法律問題と実務 / 第二東京弁護士会労働問題検討委員会 編著,,労働事件ハンドブックシリーズ,"東京 : 労働開発研究会, 2021.9",512p ; 21cm
23588594,978-4-903613-29-1,,基地労働者から見た日本の「戦後」と「災後」と「今後」 / 春田吉備彦 + 全駐留軍労働組合中央本部 編著,,,"東京 : 労働開発研究会, 2021.9",235 p ; 19 cm
23512361,978-4-903638-44-7,,余命三ヶ月末期癌を乗り越えて / 峰貴美代,,,"熊本 : トライ, 2020.12",47 p ; 19 cm
23471195,978-4-903638-77-5,,対人関係力は必ず上達する : 子育ての悩み解消 / 矢野美枝 著.,,,"熊本 : トライ, 2020.11.",108p ; 19cm.
23472868,978-4-903638-78-2,,熊本県現代俳句協会創立30周年記念合同句集 / 熊本県現代俳句協会 編.,,,"熊本 : 熊本県現代俳句協会, 2020.12.",32p ; 21cm.
23548482,978-4-903638-79-9,,近世資料集. 第1巻 / 安高啓明 編著,,上天草市史 ; 姫戸町・龍ヶ岳町編,"上天草 : 熊本県上天草市, 2021.3",484 p ; 31 cm
23548487,978-4-903638-80-5,,近世資料集. 第2巻 / 安高啓明 編著,,上天草市史 ; 姫戸町・龍ヶ岳町編,"上天草 : 熊本県上天草市, 2021.3",580 p ; 31 cm
23548488,978-4-903638-81-2,,近世資料集. 第3巻 / 安高啓明 編著,,上天草市史 ; 姫戸町・龍ヶ岳町編,"上天草 : 熊本県上天草市, 2021.3",514 p ; 31 cm
23583202,978-4-903638-82-9,,"戦国天草の領主一揆と城 / 稲葉継陽, 鶴嶋俊彦 著",,上天草市史 ; 姫戸町・龍ヶ岳町編 3 (中世),"上天草 : 熊本県上天草市, 2021.3",269 p ; 21 cm
23617064,978-4-903638-83-6,,"大地と海と空の煌めき / 長谷義隆, 小松俊文, 坂梨仁彦",,上天草市史 ; 姫戸町・龍ヶ岳町編 1 (自然),"上天草 : 熊本県上天草市, 2021.10",221 p ; 21 cm
23559874,978-4-903638-89-8,,いのちをつなぐ : 交通事故死の息子とともに歩んだ十七年 / 高濵伸一,,,"熊本 : トライ, 2021.5",503 p ; 20 cm
23589081,978-4-903638-91-1,,氷濤 : 肥後戦国末期を生きた女たち肥後国衆一揆後の安芸守と飛騨守奥方たち / 冨田巖,,,"熊本 : トライ, 2021.8",169 p ; 21 cm
23624720,978-4-903638-93-5,,イメージのきらめき : 松本寛庸画集 / 松本寛庸 著,,,"熊本 : トライ, 2021.11",79p ; 22×28cm
23522915,978-4-903642-32-1,,Miho Museumの現代美術 = Contemporary art at the Miho Museum : 2021年春季特別展 / Miho Museum 編集,,,"[甲賀] : Miho Museum, 2021.3",203 p ; 30 cm
23578400,978-4-903642-33-8,,蒔絵の時代 = The age of Maki-e : 高台寺蒔絵と名工の誕生 / Miho Museum 編集,,,"[甲賀] : Miho Museum, 2021.7",197 p ; 25 × 25 cm
23469148,978-4-903648-07-1,,発想力ノート / 森西康晴 著.,,プロコン・ビジネス・ノート = Pro-con business note,"[大阪] : プロセスコンサルティング編集部, 2010.10.",62p ; 21cm.
23469158,978-4-903648-15-6,,温かく人と経営を見つめる82の視点 : 多治見から世界をのぞく / 加藤健治 [著].,,,"大阪 : プロセスコンサルティング, 2014.3.",205p ; 19cm.
23478909,978-4-903648-20-0,,カラータイプカード「カードワーク」テキスト : 認定講座テキスト&お薦めワーク19 / プロセスコンサルティング 編.,,プロコン・ビジネス・ノート = Pro-con business note,"[大阪] : 池田事務所プロセスコンサルティング事業部, 2018.8.",63p ; 21cm.
23476945,978-4-903668-05-5,,河内笛舟句集・随想集 / 河内藤吉 著.,,,"佐久 : 八岳堂, 2020.11.",210p ; 22cm.
23519326,978-4-903699-75-2,,ゆがみ取りSPAT : 安全・明快・短時間で著効. 下巻 (胸椎・頸椎編) / 鹿島田忠史 著,,,"西東京 : ヒューマンワールド, 2021.4",243 p ; 26 cm +
23588034,978-4-903699-76-9,,灸療閑話 : 迷灸師のベッドサイドストーリー. 第2巻 / 福島哲也 著,,,"西東京 : ヒューマンワールド, 2021.8",CD-ROM 1枚 ; 12 cm
23499399,978-4-903707-97-6,,5%の人 / 清水克衛 著,,,"札幌 : エイチエス, 2021.2",158 p ; 18 cm
23533674,978-4-903707-98-3,,セールスの絶対国語辞典 : セールス:インポッシブル : 哲学編 / 岡根芳樹 著,,,"札幌 : エイチエス, 2021.5",401p ; 22cm
23625700,978-4-903707-99-0,,営業の神さま = God of business : 営業が進化する9つの問いかけ / 中村信仁,,,"札幌 : エイチエス, 2021.5 (3刷)",254 p ; 20 cm
23545512,978-4-903714-92-9,,イビツナ彼女は年中「発情期!!」 / 秋月伊槻 著,,真激comics,"東京 : クロエ出版, 2014.4",201 p ; 21 cm
23564364,978-4-903714-98-1,,ママ×パコ : 完全版 / アガタ 著,,真激comics,"東京 : クロエ出版, 2014.10",1冊 (ページ付なし) ; 21 cm
23603981,978-4-903721-90-3,,惚れるホテルを創る愛されるホテリエたち / 近藤寛和 著,,,"東京 : オータパブリケイションズ, 2021.9",296p ; 19cm
23612256,978-4-903721-91-0,,もてなしだけではもう食えない : ホテル経営学の本質と実践 / 沢柳知彦 著,,,"東京 : オータパブリケイションズ, 2021.11",339p ; 19cm
23476943,978-4-903722-14-6,,アジア経済発展の限界と危機構造の検証 : アジア経済発展と中小企業の役割 / 金日植 著.,,,"東京 : リーダーズノート, 2009.2.",207p ; 22cm.
23480088,978-4-903722-80-1,,PCR検査を巡る攻防 : 見えざるウイルスの、見えざる戦い : 新型コロナウイルス・レポート / 木村浩一郎 著,,,"東京 : リーダーズノート出版, 2020.7",159p ; 19cm
23500176,978-4-903722-81-8,,まいどお騒がせいたします : 土佐、ちりがみ交換一代記 / 前田薫 著,,,"東京 : リーダーズノート出版, 2020.9",228p ; 19cm
23553531,978-4-903722-84-9,,「上司力」強化マニュアル : 部下が喜び、組織に評価される : なぜ、あなたの部下は「できません」と叫ぶのか? / 高田誠 著,,,"東京 : リーダーズノート出版, 2021.2",335p ; 19cm
23622482,978-4-903722-86-3,,白球黄金時代 : 門田豊重、浜村孝が語る高知県宇佐野球物語 : 同じ中学からプロ野球選手が6人、ドラフト1位が3人 / 依光隆明 著,,,"東京 : リーダーズノート出版, 2021.5",190p ; 20cm
23559185,978-4-903730-10-3,,神々への変貌 = Metamorphosis into gods : 南インドケララ州の古典舞踊・カターカリ / 田中裕見子 著 ; アーナンダナタナムバラタナティヤム研究会 編集制作,,,"[東京] : サクセスブック社, 2013.9",1冊 (ページ付なし) ; 30 cm
23559187,978-4-903730-13-4,,赤い靴を履いた人魚姫 : インド舞踊で半世紀 / 田中裕見子,,,"[東京] : サクセスブック社, 2021.5",176 p ; 30 cm
23485997,978-4-903738-45-1,,アフォリズムの底力 : 英語で味わう世界の名言・放言・大暴言438 / 里中哲彦 編著,,「底力」シリーズ ; 12,"東京 : プレイス, 2020.12",217 p ; 19 cm
23521982,978-4-903738-46-8,,基本英文法の底力 : 会話・ライティングを強化する活用術222 / 勝見務 著,,「底力」シリーズ ; 13,"東京 : プレイス, 2021.2",255 p ; 19 cm
23607887,978-4-903738-48-2,,英語ミステイクの底力 : あなたの英語をアップデートする100の誤文 / 里中哲彦 著,,「底力」シリーズ ; 14,"東京 : プレイス, 2021.11",217 p ; 19 cm
23527716,978-4-903751-49-8,,"スミレとララ / 坂部碧音, 金田由菜 作・絵",,,"[名古屋] : [地球ハグ倶楽部], [2021]",1冊 (ページ付なし) ; 22 cm
23483369,978-4-903762-27-2,,『宇治拾遺物語』夢説話の研究 = A Study of Tales on Dreams Collected in Uji Shūi monogatari / 趙智英 著,,,"葛城 : 金壽堂出版, 2020.12",497p ; 21cm
23516859,978-4-903772-68-4,,heart of nature / 萩原れいこ 写真,,,"東京 : 風景写真出版, 2021.2",47p ; 18×19cm
23477037,978-4-903772-69-1,,花色の息吹 = Flower of Life / 國政寛 著,,,"東京 : 風景写真出版, 2020.12",95p ; 18×23cm
23569383,978-4-903772-70-7,,越の国に星降る夜 / 花秋翠,,,"東京 : 風景写真出版, 2021.5",1冊 (ページ付なし) ; 21 × 23 cm
23593680,978-4-903772-72-1,,風景多彩 = Kaleido scape / 山田康雄,,,"東京 : 風景写真出版, 2021.8",95 p ; 22 × 27 cm
23558595,978-4-903772-73-8,,日本の美 = The Beauty of Japan / 篠原雅彦 著,,,"東京 : 風景写真出版, 2021.6",91p ; 22×28cm
23558742,978-4-903792-76-7,,まばたきのあわい / 大久保春乃,,,"東京 : 北冬舎, 2021.7",197 p ; 20 cm
23590450,978-4-903792-77-4,,未来世 / 加部洋祐,,,"東京 : 北冬舎, 2021.9",234 p ; 20 cm
23560864,978-4-903803-28-9,,医学論文査読のお作法 : 査読を制する者は論文を制する / 大前憲史 著,,臨床研究の道標副読本シリーズ / 福原俊一 監修,"京都 : 健康医療評価研究機構, 2020.11",166p ; 21cm
23506373,978-4-903805-38-2,,徳島県の廃校跡を訪ねて : 平成28年-平成31年 / 香川清 著,,,"[那賀町 (徳島県)] : [香川清], 2021.2",207 p ; 30 cm
23619037,978-4-903805-40-5,,茶の湯 / W. デ・モラエス 著 ; 深沢暁 訳,,,"[徳島] : モラエス会, 2021.7",49 p ; 21 cm
23576584,978-4-903814-14-8,,大学1年生もバッチリ分かる線形代数入門 = A Gentle Introduction to Linear Algebra / 小倉且也 著,,,"安曇野 : プレアデス出版, 2021.7",232p ; 21cm
23520206,978-4-903814-42-1,,ピタゴラスの定理100の証明法 : 幾何の散歩道 / 森下四郎 著,新装版,,"安曇野 : プレアデス出版, 2021.5",196p ; 21cm
23533508,978-4-903814-99-5,,学び楽しむ微積分 / 齋藤洋介 著,,,"安曇野 : プレアデス出版, 2020.11",488p ; 21cm
23568134,978-4-903815-03-9,,"農林漁家泊による""学校教育旅行""コーディネーターのための手引き. 1 教育効果編",,ふるさと子ども夢学校シリーズ : 子ども農山漁村交流プロジェクト,"東京 : 都市農山漁村交流活性化機構, 2012.3",72 p ; 30 cm
23573919,978-4-903816-52-4,,"学童現場報告書 : 新方式の放課後児童クラブが社会に大貢献! / 福士英実 監修 ; 日の本福祉会, 学童保育所日の本クラブ 編集",,,"津 : 伊勢新聞社, 2021.5",128 p ; 30 cm
