全国書誌番号,ISBN,ISSN,タイトル・著者,版表示,シリーズ,出版事項,大きさ等
23595561,978-4-535-78807-7,,"理論物理学のための幾何学とトポロジー. 2 / 中原幹夫 著 ; 久木田真吾, 佐久間一浩, 中原幹夫, 綿村尚毅 訳",,,"東京 : 日本評論社, 2021.9",244p ; 26cm
23484153,978-4-535-78903-6,,デジタル革命で機械の奴隷にならない生き方 : ディストピアを超えて現代のユートピアへ / R.D.プレヒト [著] ; 美濃口坦 訳,,,"東京 : 日本評論社, 2021.1",311p ; 20cm
23527583,978-4-535-78905-0,,"株式市場のマルチフラクタル解析 / 黒田耕嗣, 増川純一, 村井浄信 著",,,"東京 : 日本評論社, 2021.4",284p ; 21cm
23512406,978-4-535-78923-4,,詰将棋の世界 / 齋藤夏雄 著,,,"東京 : 日本評論社, 2021.3",226p ; 19cm
23542187,978-4-535-78926-5,,"物理なぜなぜ事典. 1 / 江沢洋, 東京物理サークル 編著",増補新版,,"東京 : 日本評論社, 2021.5",402p ; 21cm
23542188,978-4-535-78927-2,,"物理なぜなぜ事典. 2 / 江沢洋, 東京物理サークル 編著",増補新版,,"東京 : 日本評論社, 2021.5",399p ; 21cm
23558686,978-4-535-78928-9,,相対性理論の数理 / 新井朝雄 著,,,"東京 : 日本評論社, 2021.6",426p ; 22cm
23485716,978-4-535-78929-6,,"科学者をまどわす魔法の数字,インパクト・ファクターの正体 : 誤用の悪影響と賢い使い方を考える / 麻生一枝 著",,,"東京 : 日本評論社, 2021.1",162p ; 21cm
23509739,978-4-535-78930-2,,私の科学者ライフ : 猿橋賞受賞者からのメッセージ : 猿橋賞40周年記念出版 / 女性科学者に明るい未来をの会 編,,,"東京 : 日本評論社, 2021.3",281p ; 19cm
23472461,978-4-535-78931-9,,数学オリンピック = THE INTERNATIONAL MATHEMATICAL OLYMPIAD. 2016～2020 / 数学オリンピック財団 監修,,,"東京 : 日本評論社, 2020.12",218p ; 21cm
23498146,978-4-535-78934-0,,情報理論 = Information Theory : エントロピーと符号化定理 / 古市茂 著,,,"東京 : 日本評論社, 2021.2",292p ; 21cm
23603551,978-4-535-78935-7,,"6つの物語でたどるビッグバンから地球外生命まで : 現代天文学の到達点を語る / マシュー・マルカン, ベンジャミン・ザッカーマン 編 ; 岡村定矩 訳",,,"東京 : 日本評論社, 2021.10",350p ; 21cm
23595859,978-4-535-78938-8,,パス幾何学 : ランダムウォークによる逆正弦則の数理 / 今野紀雄 著,,,"東京 : 日本評論社, 2021.9",150p ; 22cm
23544509,978-4-535-78939-5,,加群からはじめる代数学入門 : 線形代数学から抽象代数学へ / 有木進 著,,,"東京 : 日本評論社, 2021.6",186p ; 21cm
23565223,978-4-535-78940-1,,ろんりの相談室 : 大学1年生の真理値表と体系 / 鈴木登志雄 著,,,"東京 : 日本評論社, 2021.7",196p ; 21cm
23508131,978-4-535-78941-8,,ルベーグ積分入門 : 使うための理論と演習 / 吉田伸生 著,新装版,,"東京 : 日本評論社, 2021.3",300p ; 21cm
23499849,978-4-535-78942-5,,確率の基礎から統計へ / 吉田伸生 著,新装版,,"東京 : 日本評論社, 2021.2",184p ; 21cm
23616675,978-4-535-78944-9,,トポロジーへの誘い : 多様体と次元をめぐって / 松本幸夫 著,新装版,,"東京 : 日本評論社, 2021.11",153p ; 21cm
23595067,978-4-535-78951-7,,知ってうれしい数学の基本 : 電卓片手にとことん掘り下げよう! / 押川元重 著,,,"東京 : 日本評論社, 2021.9",148p ; 21cm
23594840,978-4-535-78952-4,,トポロジカル・インデックス = Topological Index : フィボナッチ数からピタゴラスの三角形までをつなぐ新しい数学 / 細矢治夫 著,改訂版,,"東京 : 日本評論社, 2021.9",198p ; 21cm
23594464,978-4-535-78954-8,,数学オリンピック = THE INTERNATIONAL MATHEMATICAL OLYMPIAD. 2017～2021 / 数学オリンピック財団 監修,,,"東京 : 日本評論社, 2021.9",228p ; 21cm
23596099,978-4-535-78956-2,,統計力学 / 湯川諭 著,,"物理学アドバンストシリーズ / 大塚孝治, 佐野雅己, 宮下精二 編","東京 : 日本評論社, 2021.9",246p ; 21cm
23504752,978-4-535-79827-4,,東大の入試問題で学ぶ高校物理 : はじめて学ぶ物理学 演習篇 / 吉田弘幸 著,,,"東京 : 日本評論社, 2021.3",294p ; 21cm
23591521,978-4-535-79829-8,,算数・数学の基本常識 : 大切なのは数学的センス / 野﨑昭弘 著,,,"東京 : 日本評論社, 2021.9",170p ; 21cm
23550462,978-4-535-80511-8,,光る生き物の科学 : 発光生物学への招待 / 大場裕一 著,,生態系の情報世界,"東京 : 日本評論社, 2021.6",218p ; 21cm
23550461,978-4-535-80686-3,,"会社法 / 伊藤雄司, 笠原武朗, 得津晶 著",,日評ベーシック・シリーズ,"東京 : 日本評論社, 2021.6",228p ; 21cm
23508167,978-4-535-80688-7,,"憲法. 1 / 新井誠, 曽我部真裕, 佐々木くみ, 横大道聡 著",第2版,日評ベーシック・シリーズ,"東京 : 日本評論社, 2021.3",260p ; 21cm
23504554,978-4-535-80689-4,,"憲法. 2 / 新井誠, 曽我部真裕, 佐々木くみ, 横大道聡 著",第2版,日評ベーシック・シリーズ,"東京 : 日本評論社, 2021.3",278p ; 21cm
23491323,978-4-535-80692-4,,"家族法 / 本山敦, 青竹美佳, 羽生香織, 水野貴浩 著",第3版,日評ベーシック・シリーズ,"東京 : 日本評論社, 2021.2",256p ; 21cm
23549160,978-4-535-80695-5,,"事務管理・不当利得・不法行為 / 根本尚徳, 林誠司, 若林三奈 著",,日評ベーシック・シリーズ,"東京 : 日本評論社, 2021.6",264p ; 21cm
23592981,978-4-535-90444-6,,山本昌知の臨床作法 : こころの科学 / 統合失調症のひろば編集部 編,,,"東京 : 日本評論社, 2021.9",168p ; 26cm
23499079,978-4-535-90459-0,,"子ども虐待を考えるために知っておくべきこと / 滝川一廣, 内海新祐 編",,,"東京 : 日本評論社, 2020.10",196p ; 21cm
23483143,978-4-535-90460-6,,『名医』はどこにいる? : よい精神科主治医にめぐりあうために / 加藤忠史 著,,こころの科学one theme,"東京 : 日本評論社, 2020.7",94p ; 21cm
23558608,978-4-535-90461-3,,"東日本大震災とこころのケア : 被災地支援10年の軌跡 / 前田正治, 松本和紀, 八木淳子 編",,,"東京 : 日本評論社, 2021.2",224p ; 21cm
23580868,978-4-535-90462-0,,山中康裕の臨床作法 : こころの科学 / 統合失調症のひろば編集部 編,,,"東京 : 日本評論社, 2020.12",320p ; 21cm
23558606,978-4-535-90463-7,,"コロナ禍の臨床を問う / 井原裕, 斎藤環, 松本俊彦 監修",,,"東京 : 日本評論社, 2021.2",192p ; 21cm
23554831,978-4-535-90464-4,,公認心理師試験の問題と解説. 2021 / こころの科学増刊編集部 編,,,"東京 : 日本評論社, 2021.7",184p ; 21cm
23609579,978-4-535-98479-0,,入門アタッチメント理論 = Introduction to Attachment Theory : 臨床・実践への架け橋 / 遠藤利彦 編,,,"東京 : 日本評論社, 2021.10",251p ; 21cm
23480891,978-4-535-98492-9,,"医療機関の個別指導・監査がわかる本 : 医科・歯科・薬局のためのQ&A / 永淵智, 堀裕岳 著",,,"東京 : 日本評論社, 2020.11",183p ; 21cm
23510402,978-4-535-98493-6,,子どもの精神医学ハンドブック / 清水將之 著,第3版 /,,"東京 : 日本評論社, 2021.3",334p ; 21cm
23494281,978-4-535-98497-4,,14歳からの精神医学 : 心の病気ってなんだろう / 宮田雄吾 著,新版,,"東京 : 日本評論社, 2021.1",252p ; 19cm
23612570,978-4-535-98503-2,,複雑性PTSDの臨床実践ガイド = Clinical Guide to the Trauma-Focused Treatment for Complex PTSD : トラウマ焦点化治療の活用と工夫 / 飛鳥井望 編,,,"東京 : 日本評論社, 2021.11",203p ; 21cm
23548122,978-4-535-98504-9,,生きるための安楽死 : オランダ・「よき死」の現在 / シャボットあかね 著,,,"東京 : 日本評論社, 2021.6",198p ; 19cm
23541409,978-4-535-98505-6,,メンタライゼーションを学ぼう = Learning MENTALIZATION : 愛着外傷をのりこえるための臨床アプローチ / 池田暁史 著,,,"東京 : 日本評論社, 2021.6",203p ; 21cm
23551075,978-4-535-98506-3,,高齢者うつを治す : 「身体性」の病に薬は不可欠 / 上田諭 著,,,"東京 : 日本評論社, 2021.6",205p ; 19cm
23596035,978-4-535-98511-7,,テキストブックTSプロトコール = TEXTBOOK TRAUMATIC STRESS PROTOCOL : 子ども虐待と複雑性PTSDへの簡易処理技法 / 杉山登志郎 著,,,"東京 : 日本評論社, 2021.9",120p ; 21cm
23579840,978-4-536-10109-7,,美術1 : 美術との出会い,,,"東京 : 日本文教出版, 2021.1",75 p ; 30 cm
23579841,978-4-536-10110-3,,美術2・3 : 学びの実感と広がり. 上,,,"東京 : 日本文教出版, 2021.1",65 p ; 30 cm
23579843,978-4-536-10111-0,,美術2・3 : 学びの探求と未来. 下,,,"東京 : 日本文教出版, 2021.1",61 p ; 30 cm
23579733,978-4-536-18138-9,,小学社会4年,,,"大阪 : 日本文教出版, 2021.2",196 p ; 26 cm
23577851,978-4-536-18164-8,,中学社会地理的分野,,,"大阪 : 日本文教出版, 2021.2","11, 287 p ; 26 cm"
23577853,978-4-536-18165-5,,中学社会歴史的分野,,,"大阪 : 日本文教出版, 2021.2","9, 317, 8 p ; 26 cm"
23577855,978-4-536-18166-2,,中学社会公民的分野,,,"大阪 : 日本文教出版, 2021.2","7, 257 p ; 26 cm"
23577995,978-4-536-18167-9,,中学数学1,,,"大阪 : 日本文教出版, 2021.2",308 p ; 26 cm
23577998,978-4-536-18168-6,,中学数学2,,,"大阪 : 日本文教出版, 2021.2",248 p ; 26 cm
23577999,978-4-536-18169-3,,中学数学3,,,"大阪 : 日本文教出版, 2021.2",288 p ; 26 cm
23582719,978-4-536-18170-9,,中学道徳あすを生きる1,,,"大阪 : 日本文教出版, 2021.2","4, 191 p ; 26 cm +"
23582720,978-4-536-18172-3,,中学道徳あすを生きる2,,,"大阪 : 日本文教出版, 2021.2","4, 191 p ; 26 cm +"
23582721,978-4-536-18174-7,,中学道徳あすを生きる3,,,"大阪 : 日本文教出版, 2021.2","4, 191 p ; 26 cm +"
23592411,978-4-536-18176-1 (セット),,中学道徳あすを生きる1教師用指導書,,,"大阪 : 日本文教出版, 2021.4",2冊 ; 30 cm +
23592420,978-4-536-18177-8 (セット),,中学道徳あすを生きる2教師用指導書,,,"大阪 : 日本文教出版, 2021.4",2冊 ; 30 cm +
23592457,978-4-536-18178-5 (セット),,中学道徳あすを生きる3教師用指導書,,,"大阪 : 日本文教出版, 2021.4",2冊 ; 30 cm +
23592551,978-4-536-20112-4 (セット),,美術1教師用指導書,,,"大阪 : 日本文教出版, 2021.3",2冊 ; 30 cm +
23592553,978-4-536-20113-1 (セット),,美術2・3上教師用指導書,,,"大阪 : 日本文教出版, 2021.3",2冊 ; 30 cm +
23592557,978-4-536-20114-8 (セット),,美術2・3下教師用指導書,,,"大阪 : 日本文教出版, 2021.3",2冊 ; 30 cm +
23585254,978-4-536-20609-9 (セット),,中学社会地理的分野教師用指導書,,,"大阪 : 日本文教出版, 2021.3",2冊 ; 26 cm +
23585248,978-4-536-20610-5 (セット),,中学社会歴史的分野教師用指導書,,,"大阪 : 日本文教出版, 2021.3",2冊 ; 26 cm +
23585252,978-4-536-20611-2 (セット),,中学社会公民的分野教師用指導書,,,"大阪 : 日本文教出版, 2021.3",2冊 ; 26 cm +
23588550,978-4-536-28196-6 (セット),,中学数学1教師用指導書,,,"大阪 : 日本文教出版, 2021.3",2冊 ; 26 cm +
23588551,978-4-536-28197-3 (セット),,中学数学2教師用指導書,,,"大阪 : 日本文教出版, 2021.3",2冊 ; 26 cm +
23588552,978-4-536-28198-0 (セット),,中学数学3教師用指導書,,,"大阪 : 日本文教出版, 2021.3",2冊 ; 26 cm +
23555349,978-4-536-60065-1,,モナ・リザの教科書 / 渡邊晃一 著,,,"大阪 : 日本文教出版, 2021.5",271 p ; 21 cm
23502510,978-4-536-60123-8,,"こどものアートブック : つくる・かく・あそぶ / 鮫島良一, 馬場千晶 著",,,"大阪 : 日本文教出版, 2021.3",159 p ; 24 cm
23517789,978-4-536-60124-5,,子どもとつくる図画工作 / 南育子 編著,,,"大阪 : 日本文教出版, 2021.3",167p ; 25cm
23535259,978-4-536-60125-2,,教師へのとびら : 小学校教師の基礎・基本 / 群馬大学共同教育学部附属小学校教育研究会 編著,第3版,,"大阪 : 日本文教出版, 2021.4",215 p ; 30 cm
23586007,978-4-536-60126-9,,美術科教育の理論と指導法 / 鈴木淳子,,,"大阪 : 日本文教出版, 2021.9",159 p ; 26 cm
23545309,978-4-536-60127-6,,"深い学びへ誘う社会科の授業づくり : 視点の意識化と問いの質の向上への取り組み : 兵庫県佐用町立利神小学校の研究から / 永田忠道, 桑田隆男 著",,,"大阪 : 日本文教出版, 2021.4",115 p ; 26 cm
23512933,978-4-537-12376-0,,ゴルフレッスンプラス. Vol. 4,,にちぶんmook,"東京 : 日本文芸社, 2020.12",193 p ; 30 cm
23516332,978-4-537-12378-4,,中央競馬重賞競走データBOOK. 2021年度版,,にちぶんMOOK,"東京 : 日本文芸社, 2021.1",353p ; 21cm
23515937,978-4-537-12379-1,,三觜喜一スウィングの流儀 : MITSUHASHI TV再生回数BEST10を誌上解説!! / 三觜喜一 [著],,にちぶんMOOK,"東京 : 日本文芸社, 2021.1",186p ; 30cm
23519134,978-4-537-12381-4,,江戸前の旬 : 銀座柳寿司三代目. 総集編 江戸前の継承編 / 九十九森 作 ; さとう輝 画,,にちぶんmook,"東京 : 日本文芸社, 2021.2",204 p ; 26 cm
23623292,978-4-537-12383-8,,ゴルフレッスンプラス. Vol. 6,,にちぶんmook,"東京 : 日本文芸社, 2021.4",192 p ; 30 cm
23623269,978-4-537-12384-5,,ゴルフレッスンプラス. Vol. 7,,にちぶんmook,"東京 : 日本文芸社, 2021.6",193 p ; 30 cm
23623272,978-4-537-12386-9,,ゴルフレッスンプラス. Vol. 8,,にちぶんmook,"東京 : 日本文芸社, 2021.8",193 p ; 30 cm
23622054,978-4-537-12387-6,,がっつり!甲子園. 2021,,にちぶんMOOK,"東京 : 日本文芸社, 2021.8",185p ; 26cm
23623273,978-4-537-12388-3,,ゴルフレッスンプラス. Vol. 9,,にちぶんmook,"東京 : 日本文芸社, 2021.10",189 p ; 30 cm
23623288,978-4-537-12390-6,,ゴルフレッスンプラス. Vol. 10,,にちぶんmook,"東京 : 日本文芸社, 2021.12",190 p ; 30 cm
23485244,978-4-537-14292-1,,ガンニバル. 8 / 二宮正明,,Nichibun comics,"東京 : 日本文芸社, 2020.10",1冊 (ページ付なし) ; 19 cm
23486750,978-4-537-14293-8,,男塾外伝伊達臣人. 9 / 宮下あきら 原案 ; 尾松知和 作画,,Nichibun comics,"東京 : 日本文芸社, 2020.10",1冊 (ページ付なし) ; 19 cm
23484839,978-4-537-14294-5,,ミナミの帝王. 159 / 天王寺大 原作 ; 郷力也 萬画,,Nichibun comics,"東京 : 日本文芸社, 2020.11",1冊 (ページ付なし) ; 19 cm
23485787,978-4-537-14295-2,,運び屋・ラバ. 2 / オオヒラ航多,,Nichibun comics,"東京 : 日本文芸社, 2020.11",241 p ; 19 cm
23484742,978-4-537-14296-9,,警部補ダイマジン. 6 / リチャード・ウー 作 ; コウノコウジ 画,,Nichibun comics,"東京 : 日本文芸社, 2020.11",186 p ; 19 cm
23485788,978-4-537-14297-6,,江戸前の旬 : 銀座柳寿司三代目. 105 / 九十九森 原作 ; さとう輝 劇画,,Nichibun comics,"東京 : 日本文芸社, 2020.11",203 p ; 19 cm
23504780,978-4-537-14298-3,,アンダープリズン. 4 / 宮尾行巳,,Nichibun comics,"東京 : 日本文芸社, 2020.11",1冊 ; 19 cm
23504773,978-4-537-14299-0,,隣人X. 1 / 楠本哲,,Nichibun comics,"東京 : 日本文芸社, 2020.11",214 p ; 19 cm
23485609,978-4-537-14300-3,,ギフト±. 20 / ナガテユカ,,Nichibun comics,"東京 : 日本文芸社, 2020.11",1冊 (ページ付なし) ; 19 cm
23485772,978-4-537-14301-0,,今宵、妻が。. 11 / 佐野タカシ,,Nichibun comics,"東京 : 日本文芸社, 2020.11",135 p ; 19 cm
23485778,978-4-537-14302-7,,ヒトデナシ : 大江戸畜生稼業 / 村田燕昇 原作 ; 忠見周 作画,,Nichibun comics,"東京 : 日本文芸社, 2020.11",187 p ; 19 cm
23486560,978-4-537-14303-4,,シュルスの魔女. 4 / 小田原みづえ,,Nichibun comics. Comicフレーバーズ,"東京 : 日本文芸社, 2020.11",1冊 (ページ付なし) ; 19 cm
23485334,978-4-537-14304-1,,カジノグイ. 3 / 野﨑花一 原作 ; 吉田史朗 作画,,Nichibun comics,"東京 : 日本文芸社, 2020.11",179 p ; 19 cm
23485619,978-4-537-14305-8,,白竜hadou. 20 / 天王寺大 原作 ; 渡辺みちお 劇画,,Nichibun comics,"東京 : 日本文芸社, 2020.12",204 p ; 19 cm
23486723,978-4-537-14306-5,,ガニメデ : 殺戮の島. 1 / 高橋構造,,Nichibun comics,"東京 : 日本文芸社, 2020.12",1冊 ; 19 cm
23493595,978-4-537-14307-2,,デスホテル. 1 / ハセガワM,,Nichibun comics,"東京 : 日本文芸社, 2020.12",168 p ; 19 cm
23484834,978-4-537-14308-9,,天牌 : 麻雀飛龍伝説. 107 / 来賀友志 原作 ; 嶺岸信明 劇画,,Nichibun comics,"東京 : 日本文芸社, 2020.12",180 p ; 19 cm
23484633,978-4-537-14309-6,,新宿セブン. 12 / 観月昴 作 ; 奥道則 画,,Nichibun comics,"東京 : 日本文芸社, 2020.12",174 p ; 19 cm
23484635,978-4-537-14310-2,,シニザマ / 宮崎克 原作 ; 細川忠孝 作画,,Nichibun comics,"東京 : 日本文芸社, 2020.12",189 p ; 19 cm
23484686,978-4-537-14311-9,,メリーさんは今宵もツナガリたい / 葵蜜柑 著,,Nichibun comics. CH comics,"東京 : 日本文芸社, 2020.12",148 p ; 19 cm
23484685,978-4-537-14312-6,,シニビトガタリ. 3 / 魅魑 著,,Nichibun comics. CH comics,"東京 : 日本文芸社, 2020.12",196 p ; 19 cm
23485354,978-4-537-14313-3,,ガチャ師に神引きされてみた. 1 / 長谷川真也,,Nichibun comics,"東京 : 日本文芸社, 2020.12",145 p ; 19 cm
23484684,978-4-537-14314-0,,ないしょの予習. 1 / 森井暁正,,CH comics,"東京 : 日本文芸社, 2020.12",173 p ; 19 cm
23484525,978-4-537-14315-7,,熟れゆく柔肌 / 丸顔めめ,,Nichibun comics. Melty bullet comics,"東京 : 日本文芸社, 2020.12",192 p ; 19 cm
23484527,978-4-537-14316-4,,撲殺ピンク : 性犯罪者処刑人. 1 / 山本晃司,,Nichibun comics,"東京 : 日本文芸社, 2020.12",143 p ; 19 cm
23485332,978-4-537-14317-1,,男塾外伝大豪院邪鬼. 9 / 宮下あきら 原案 ; 柳田東一郎 作画,,Nichibun comics,"東京 : 日本文芸社, 2020.12",177 p ; 19 cm
23504778,978-4-537-14318-8,,ブラック学校に勤めてしまった先生. Vol. 3 / 双龍,,Nichibun comics. CH comics,"東京 : 日本文芸社, 2020.12",147 p ; 19 cm
23516092,978-4-537-14319-5,,酒のほそ道 : 酒と肴の歳時記. 48 / ラズウェル細木 著,,NICHIBUN COMICS,"東京 : 日本文芸社, 2021.1",189p ; 19cm
23519740,978-4-537-14320-1,,"Monkey peak the rock = モンキーピークthe rock. 4 / Koji Shinasaka, Akihiro Kumeta",,Nichibun comics,"東京 : 日本文芸社, 2021.1",1冊 (ページ付なし) ; 19 cm
23516089,978-4-537-14321-8,,銀牙伝説ノア = LEGEND OF SILVER FANG NOAH. 8 / 高橋よしひろ 著,,NICHIBUN COMICS,"東京 : 日本文芸社, 2021.1",166p ; 19cm
23525621,978-4-537-14322-5,,鬼ゴロシ. 1 / 河部真道,,Nichibun comics,"東京 : 日本文芸社, 2021.1",189 p ; 19 cm
23519638,978-4-537-14323-2,,江戸前の旬 : 銀座柳寿司三代目. 106 / 九十九森 原作 ; さとう輝 劇画,,Nichibun comics,"東京 : 日本文芸社, 2021.1",202 p ; 19 cm
23525563,978-4-537-14324-9,,全裸稼業. 1 / 尾藤麻論 原作 ; オオイシヒロト 作画,,Nichibun comics,"東京 : 日本文芸社, 2021.1",1冊 ; 19 cm
23525625,978-4-537-14325-6,,この世を花にするために. 11 / 松本ドリル研究所 著,,Nichibun comics,"東京 : 日本文芸社, 2021.1",176 p ; 19 cm
23519122,978-4-537-14326-3,,二十歳過ぎれば俺のモノ / 野田のんだ,,Nichibun comics. Melty bullet comics,"東京 : 日本文芸社, 2021.1",1冊 ; 19 cm
23519596,978-4-537-14327-0,,ガンニバル. 9 / 二宮正明,,Nichibun comics,"東京 : 日本文芸社, 2021.1",1冊 (ページ付なし) ; 19 cm
23519609,978-4-537-14328-7,,うるはしの美魔女さん / さいだ一明,,Nichibun comics,"東京 : 日本文芸社, 2021.1",1冊 (ページ付なし) ; 19 cm
23519591,978-4-537-14329-4,,男塾外伝死天王. 2 / 柳田東一郎 作画,,Nichibun comics,"東京 : 日本文芸社, 2021.1",166 p ; 19 cm
23524800,978-4-537-14330-0,,Driving doctor黒咲. 2 / 神尾龍 原作 ; ユウダイ 作画 ; 福本祐一 医療監修,,Nichibun comics,"東京 : 日本文芸社, 2021.2",202 p ; 19 cm
23519581,978-4-537-14331-7,,ゴールデン・ガイ. 2 / 渡辺潤,,Nichibun comics,"東京 : 日本文芸社, 2021.2",184 p ; 19 cm
23519641,978-4-537-14332-4,,天空の扉. 15 / KAKERU 著,,Nichibun comics,"東京 : 日本文芸社, 2021.2",162 p ; 19 cm
23519116,978-4-537-14333-1,,白竜hadou. 21 / 天王寺大 原作 ; 渡辺みちお 劇画,,Nichibun comics,"東京 : 日本文芸社, 2021.2",203 p ; 19 cm
23519114,978-4-537-14334-8,,天牌 : 麻雀飛龍伝説. 108 / 嶺岸信明 劇画 ; 来賀友志 原作,,Nichibun comics,"東京 : 日本文芸社, 2021.2",182 p ; 19 cm
23519741,978-4-537-14335-5,,しおりの日記. 3 / 艶々,,Nichibun comics,"東京 : 日本文芸社, 2021.2",152 p ; 19 cm
23519743,978-4-537-14336-2,,警部補ダイマジン. 7 / リチャード・ウー 作 ; コウノコウジ 画,,Nichibun comics,"東京 : 日本文芸社, 2021.2",184 p ; 19 cm
23519145,978-4-537-14337-9,,だぶるぷれい. 1 / ムラタコウジ 著,,CH comics,"東京 : 日本文芸社, 2021.2",152 p ; 19 cm
23519112,978-4-537-14338-6,,ミナミの帝王. 160 / 天王寺大 原作 ; 郷力也 萬画,,Nichibun comics,"東京 : 日本文芸社, 2021.2",1冊 (ページ付なし) ; 19 cm
23519753,978-4-537-14339-3,,こんな私がいたなんて / 小谷真倫,,Nichibun comics,"東京 : 日本文芸社, 2021.2",143 p ; 19 cm
23519763,978-4-537-14340-9,,カジノグイ. 4 / 野﨑花一 原作 ; 吉田史朗 作画,,Nichibun comics,"東京 : 日本文芸社, 2021.2",156 p ; 19 cm
23519739,978-4-537-14341-6,,冥土in極道 / かたやままこと,,Nichibun comics,"東京 : 日本文芸社, 2021.3",170 p ; 19 cm
23519136,978-4-537-14342-3,,サブスク彼女. 1 / 山本中学,,Nichibun comics,"東京 : 日本文芸社, 2021.3",164 p ; 19 cm
23519614,978-4-537-14343-0,,男塾外伝J. 1 / 近藤和寿 作画,,Nichibun comics,"東京 : 日本文芸社, 2021.3",180 p ; 19 cm
23519110,978-4-537-14344-7,,ギフト±. 21 / ナガテユカ,,Nichibun comics,"東京 : 日本文芸社, 2021.3",1冊 (ページ付なし) ; 19 cm
23515860,978-4-537-14345-4,,銀牙伝説ノア = LEGEND OF SILVER FANG NOAH. 9 / 高橋よしひろ 著,,NICHIBUN COMICS,"東京 : 日本文芸社, 2021.3",165p ; 19cm
23519107,978-4-537-14346-1,,川中島麗戦 : 歩き巫女艶闘伝 / 大杉ゆきひろ,,Nichibun comics,"東京 : 日本文芸社, 2021.3",180 p ; 19 cm
23519746,978-4-537-14347-8,,川中島艶霧 : 歩き巫女艶闘伝 / 大杉ゆきひろ,,Nichibun comics,"東京 : 日本文芸社, 2021.3",181 p ; 19 cm
23519745,978-4-537-14348-5,,江戸前の旬 : 銀座柳寿司三代目. 107 / 九十九森 原作 ; さとう輝 劇画,,Nichibun comics,"東京 : 日本文芸社, 2021.3",202 p ; 19 cm
23519125,978-4-537-14349-2,,"Monkey peak the rock = モンキーピークthe rock. 5 / Koji Shinasaka, Akihiro Kumeta",,Nichibun comics,"東京 : 日本文芸社, 2021.4",1冊 (ページ付なし) ; 19 cm
23519120,978-4-537-14350-8,,クローバー・シンデレラ / 明石英之,,Nichibun comics,"東京 : 日本文芸社, 2021.4",172 p ; 19 cm
23525569,978-4-537-14351-5,,鬼ゴロシ. 2 / 河部真道,,Nichibun comics,"東京 : 日本文芸社, 2021.4",186 p ; 19 cm
23519744,978-4-537-14352-2,,警部補ダイマジン. 8 / リチャード・ウー 作 ; コウノコウジ 画,,Nichibun comics,"東京 : 日本文芸社, 2021.4",186 p ; 19 cm
23525542,978-4-537-14353-9,,異世界ソープランド輝夜. 3 / 猪熊しのぶ,,Nichibun comics,"東京 : 日本文芸社, 2021.4",122 p ; 19 cm
23523324,978-4-537-14354-6,,灰雪の街のサバーカ / 帽子,,Melty bullet comics,"東京 : 日本文芸社, 2021.4",196 p ; 19 cm
23519749,978-4-537-14355-3,,恋と劣情のセレナータ / 葦原旭,,Nichibun comics. Melty bullet comics,"東京 : 日本文芸社, 2021.4",163 p ; 19 cm
23519757,978-4-537-14356-0,,はぐれアイドル地獄変. 12 / 高遠るい,,Nichibun comics,"東京 : 日本文芸社, 2021.4",1冊 (ページ付なし) ; 19 cm
