全国書誌番号,ISBN,ISSN,タイトル・著者,版表示,シリーズ,出版事項,大きさ等
23552189,978-4-539-72840-6,,〈同一労働同一賃金〉裁判所の判断がスグわかる本 / 中野公義 著,,,"東京 : 日本法令, 2021.6",278p ; 21cm
23604173,978-4-539-72841-3,,精神疾患にかかる障害年金請求手続完全実務マニュアル : 受給資格のある人すべてに障害年金を! / 塚越良也 著,4訂版,,"東京 : 日本法令, 2021.10",497p ; 21cm
23624943,978-4-539-72842-0,,"交通事故が労災だったときに知っておきたい保険の仕組みと対応 / 後藤宏, 高橋健, 松山純子 共著",改訂版,,"東京 : 日本法令, 2021.12",205p ; 21cm
23575604,978-4-539-72843-7,,リモートワークに労働時間管理はいらない / 奥村禮司 著,,,"東京 : 日本法令, 2021.7",285p ; 21cm
23544697,978-4-539-72844-4,,水町勇一郎教授講演録 : これからの「同一労働同一賃金」 / 水町勇一郎 [述] ; ビジネスガイド編集部 編,,,"東京 : 日本法令, 2021.5",114p ; 26cm
23624839,978-4-539-72845-1,,"トラブルを防ぐ著作権侵害の判断と法的対応 / 南部朋子, 平井佑希 共著",,,"東京 : 日本法令, 2021.12",319p ; 21cm
23575611,978-4-539-72846-8,,税理士のための税務調査手続ルールブック / 青木丈 著,,,"東京 : 日本法令, 2021.8",301p ; 21cm
23576300,978-4-539-72847-5,,"5年で年収1億円を達成した社労士が助成金で顧客をどんどん増やす方法を教えます / 伊藤泰人 執筆代表 ; 及川稚奈, 高桑よし恵, 河上千賀子 共著",3訂版,,"東京 : 日本法令, 2021.8",498 p ; 21 cm
23603542,978-4-539-72849-9,,問題社員トラブル円満解決の実践的手法 : 訴訟発展リスクを9割減らせる退職勧奨の進め方 / 西川暢春 著,,,"東京 : 日本法令, 2021.10",398p ; 21cm
23604099,978-4-539-72850-5,,"職務給の法的論点 : 人事コンサルタントによる導入実務をふまえた弁護士による法律実務Q&A / 久保原和也, 西村聡 共編著",,,"東京 : 日本法令, 2021.9",276p ; 21cm
23575607,978-4-539-72851-2,,中小輝業への道 : 就業規則と「働く環境づくり」で成長する / 中小企業家同友会全国協議会 監修 ; 働く環境づくりプロジェクトチーム 著,,,"東京 : 日本法令, 2021.7",278p ; 21cm
23575240,978-4-539-72852-9,,建設業経営事項審査制度の実務と究極的評点アップ対策 / 経営コンサルタント百合岡事務所 著,6訂版,,"東京 : 日本法令, 2021.7",612p ; 21cm
23624837,978-4-539-72853-6,,良い相続・悪い相続 : チャートで把握する相続危険度 / 相続診断協会 編,,,"東京 : 日本法令, 2021.12","243,17p ; 21cm"
23577217,978-4-539-72854-3,,"標準実用契約書式全書 / 寺本吉男, 三浦繁樹 編",4訂版,,"東京 : 日本法令, 2021.9",1293p ; 21cm +
23575238,978-4-539-72855-0,,"精神科産業医が明かす職場のメンタルヘルスの正しい知識 / 吉野聡, 梅田忠敬 共著 ; 松崎一葉 監修",4訂版,,"東京 : 日本法令, 2021.8",327p ; 21cm
23604168,978-4-539-72856-7,,就労移行支援・就労継続支援〈A型・B型〉事業所運営・管理ハンドブック / 高橋悠 著,改訂版,,"東京 : 日本法令, 2021.9",359p ; 21cm
23603563,978-4-539-72857-4,,企業主導型保育所の経営・労務管理ハンドブック / 高橋悠 著,,,"東京 : 日本法令, 2021.10",283p ; 21cm
23604182,978-4-539-72859-8,,はじめて手続きする人にもよくわかる障害年金の知識と請求手続ハンドブック / 高橋裕典 著,6訂版,,"東京 : 日本法令, 2021.9",461p ; 26cm
23604101,978-4-539-72861-1,,DX時代のセミナー講師スキルアップ&データ分析・活用講座 / 加藤貴之 著,,,"東京 : 日本法令, 2021.9",201p ; 21cm
23603561,978-4-539-72862-8,,"Q&A遺贈寄附の法務・税務と財産別相続対策 / タクトコンサルティング, 金森民事信託法律事務所 編著",,,"東京 : 日本法令, 2021.10",248p ; 21cm
23624838,978-4-539-72863-5,,人生を輝かせるお金の使い方遺贈寄付という選択 / 星野哲 著,,,"東京 : 日本法令, 2021.11",207p ; 19cm
23624844,978-4-539-72864-2,,"事業承継の相談事例と実務の最適解 / OAG税理士法人, OAGコンサルティング, OAG行政書士法人 著",,,"東京 : 日本法令, 2021.11",378p ; 21cm
23624942,978-4-539-72865-9,,障害者雇用の実務と就労支援 : 「合理的配慮」のアプローチ / 眞保智子 著,3訂版,,"東京 : 日本法令, 2021.11",235p ; 21cm
23624835,978-4-539-72866-6,,社労士事務所のRPA導入・活用マニュアル / 岡部正治 著,,,"東京 : 日本法令, 2021.11",191p ; 21cm
23624841,978-4-539-72869-7,,Q&A障害のある人に役立つ法律知識 : よくある相談例と判例から考える / 藤岡毅 著,,,"東京 : 日本法令, 2021.12",534p ; 21cm
23604178,978-4-539-72870-3,,Q&Aでよくわかる消費税インボイス対応要点ナビ / 熊王征秀 著,改訂版,,"東京 : 日本法令, 2021.10",210p ; 21cm
23624944,978-4-539-72874-1,,"新医療法人制度の解説 / 表宏機, 原田謙司 共著",改訂版,,"東京 : 日本法令, 2021.12",1434p ; 21cm
23624941,978-4-539-72875-8,,"賃上げ税制人材確保等促進税制・所得拡大促進税制のすべて / 中島孝一, 西野道之助, 若山寿裕 共著",,,"東京 : 日本法令, 2021.12",233p ; 26cm
23500272,978-4-539-74665-3,,"税制改正と実務の徹底対策 : よくわかる. 令和3年度 / 成田一正 編著 ; 中島孝一, 飯塚美幸, 市川康明, 西野道之助 共著",,,"東京 : 日本法令, 2021.2",329p ; 21cm
23507598,978-4-539-74666-0,,事例・計算問題集 : 社労士V. 2021年度版 / 社労士V受験指導班 著,,,"東京 : 日本法令, 2021.3",87p ; 26cm
23520488,978-4-539-74667-7,,給与計算マニュアル : 初心者にもよくわかる. 令和3年版 / 日本法令 編,,,"東京 : 日本法令, 2021.4","32,188p ; 26cm"
23530081,978-4-539-74668-4,,解説付完全模擬問題 : 社労士V. 2021年度版 / 社労士V受験指導班 著,,,"東京 : 日本法令, 2021.5",54p ; 26cm +
23604185,978-4-539-74670-7,,これだけでOK速攻!年末調整. 令和3年版 / 安田大 著,,,"東京 : 日本法令, 2021.9",135p ; 26cm
23575242,978-4-539-74671-4,,投資家のための税金読本. 2021年度版 / 大和総研 編著 ; 柴原事務所 監修,,,"東京 : 日本法令, 2021.7",362p ; 26cm
23604189,978-4-539-74673-8,,年末調整の仕方と1月の源泉徴収事務 : はじめての人にもよくわかる. 令和3年版 / 岡本勝秀 編,,,"東京 : 日本法令, 2021.10",343p ; 26cm +
23597240,978-4-539-74675-2,,社労士V横断・縦断超整理本. 2022年受験 / 北村庄吾 編,,,"東京 : 日本法令, 2021.10",363p ; 21cm
23475817,978-4-539-77174-7,,すぐにできるテレワーク導入時の規程・ルールの整備の仕方と実務対応 / 川田理華子 講師,,,"東京 : 日本法令, [2020.11]",DVD 1枚 ; 12 cm
23475818,978-4-539-77179-2,,新型コロナウイルス感染症 休業で報酬が下がったときの標準報酬月額の特例改定実務 / 島麻衣子 講師,,,"東京 : 日本法令, [2020.11]",DVD 1枚 ; 12 cm
23475819,978-4-539-77180-8,,介護事業所の処遇改善加算・特定処遇改善加算の申請から実績報告までの実務 : 統合様式版 / 長門恵子 講師 ; 林哲也 監修,,,"東京 : 日本法令, [2020.12]",DVD 2枚 ; 12 cm
23492181,978-4-539-77184-6,,早わかり令和3年度雇用関係助成金 / 深石圭介 講師,,,"東京 : 日本法令, [2021.1]",DVD 1枚 ; 12 cm
23492182,978-4-539-77185-3,,書式を使ってすぐにできる介護事業所のキャリアパス作成・アレンジの仕方 / 栗原知女 講師,,,"東京 : 日本法令, [2021.1]",DVD 2枚 ; 12 cm
23498564,978-4-539-77187-7,,"主要労働・社会保険関係諸法令2020法改正総点検講座 : 東京社会保険労務士協同組合編 / 緒方香織, 澤田省悟 講師",,,"東京 : 日本法令, [2021.3]",DVD 2枚 ; 12 cm
23495778,978-4-539-77188-4,,絶対におさえておきたい令和3年度税制改正大綱の重要ポイントと実務への影響 / 鈴木涼介 講師,,,"東京 : 日本法令, [2021.2]",DVD 2枚 ; 12 cm
23498565,978-4-539-77189-1,,子の看護・介護休暇の時間単位取得における実務上の留意点と対応・運用ポイント / 島麻衣子 講師,,,"東京 : 日本法令, [2021.3]",DVD 1枚 ; 12 cm
23552100,978-4-539-77191-4,,おさえておきたい改正高年齢者雇用安定法と「同一労働同一賃金」パートタイム・有期雇用労働法の重要ポイント : 東京社会保険労務士協同組合編 / 坂東利国 講師,,,"東京 : 日本法令, [2021.4]",DVD 2枚 ; 12 cm
23552636,978-4-539-77192-1,,これからの社労士は知っておきたいクラウド勤怠管理システム導入提案の仕方とコンサルの実務 / 郡司果林 講師,,,"東京 : 日本法令, [2021.4]",DVD 1枚 ; 12 cm
23552639,978-4-539-77193-8,,評価をしない評価制度の構築・運用の仕方 : 会社と管理職の負担を軽減!新しい働き方に対応! / 榎本あつし 講師,,,"東京 : 日本法令, [2021.4]",DVD 2枚 ; 12 cm
23552102,978-4-539-77194-5,,"これだけは知っておきたい社労士のための電子申請の基本と導入のための事務所体制作り / 米澤裕美, 長山景子 講師",,,"東京 : 日本法令, [2021.6]",DVD 1枚 ; 12 cm
23552104,978-4-539-77196-9,,令和3年度雇用関係助成金申請手続の実務 : 注目の5つの助成金をピックアップ / 深石圭介 講師,,,"東京 : 日本法令, [2021.5]",DVD 3枚 ; 12 cm
23552106,978-4-539-77197-6,,同一労働同一賃金対応事例でわかる介護事業所人事・賃金制度の設計実務 / 藤原英理 講師,,,"東京 : 日本法令, [2021.6]",DVD 1枚 ; 12 cm
23573160,978-4-539-77199-0,,絶対に知っておきたい社労士のための就業規則が効率的に作成できるWord活用術 / 加藤秀幸 講師,,,"東京 : 日本法令, [2021]",DVD 1枚 ; 12 cm
23573158,978-4-539-77202-7,,実例でわかる入管業務理由書作成の実務 : 行政書士実務DVD : 在留許可 / 野村康春 講師,,,"東京 : 日本法令, [2021]",DVD 2枚 ; 12 cm
23607692,978-4-539-77205-8,,高難度許認可業務を「仕事」にする方法 : 行政書士実務DVD : 高難度許認可 / 伊藤浩 講師,,,"東京 : 日本法令, [2021]",DVD 2枚 ; 12 cm
23607686,978-4-539-77206-5,,採用のプロが教えるはじめてのオンライン面接と採用選考のテクニック / 渡部幸 講師,,,"東京 : 日本法令, [2021]",DVD 1枚 ; 12 cm
23573153,978-4-539-77207-2,,改正建設業法と建設業許可業務コンサルのポイント : 行政書士実務DVD : 建設業 / 佐藤貴博 講師,,,"東京 : 日本法令, [2021]",DVD 2枚 ; 12 cm
23607689,978-4-539-77207-2,,改正建設業法と建設業許可業務コンサルのポイント : 行政書士実務DVD : 建設業 / 佐藤貴博 講師,[修正版],,"東京 : 日本法令, [2021]",DVD 2枚 ; 12 cm
23532419,978-4-540-12210-1,,"森林保護学の基礎 / 小池孝良, 中村誠宏, 宮本敏澄 編著",,農学基礎シリーズ,"東京 : 農山漁村文化協会, 2021.4",191p ; 26cm
23497460,978-4-540-16186-5,,植物病理学の基礎 / 夏秋啓子 他編著,,農学基礎シリーズ,"東京 : 農山漁村文化協会, 2021.2",215p ; 26cm
23548402,978-4-540-18117-7,,納豆の食文化誌 / 横山智 著,,,"東京 : 農山漁村文化協会, 2021.6",301p ; 19cm
23486876,978-4-540-18162-7,,研究者が本気で建てたゼロエネルギー住宅 : 断熱、太陽光・太陽熱、薪・ペレット、蓄電 / 三浦秀一 著,,,"東京 : 農山漁村文化協会, 2021.1",235p ; 21cm
23510926,978-4-540-18172-6,,"トマトソバージュ栽培 : わき芽を伸ばして力を引き出す / 農山漁村文化協会 編 ; 元木悟, トマトのソバージュ栽培を考える会 著",,,"東京 : 農山漁村文化協会, 2021.3",110p ; 21cm
23484947,978-4-540-19123-7,,川漁 : 越後魚野川の伝統漁と釣り / 戸門秀雄 著,,,"東京 : 農山漁村文化協会, 2021.1",370p 図版16p ; 20cm
23484894,978-4-540-19152-7,,手作りを楽しむ蜜ろう入門 : キャンドル、蜜ろうラップ、木工クリームなど / 安藤竜二 著,,,"東京 : 農山漁村文化協会, 2020.12",151p ; 26cm
23544327,978-4-540-19178-7,,侵入防止柵の張り方と管理 : 野生動物を田畑に入れない方法 / 江口祐輔 監修,,地域で止める獣害対策シリーズ ; 第3巻,"東京 : 農山漁村文化協会, [2020.10]",DVD 1枚 ; 12 cm
23544332,978-4-540-19179-4,,被害を減らすための捕獲 : しつこい害獣を適切に獲る方法 / 江口祐輔 監修,,地域で止める獣害対策シリーズ ; 第4巻,"東京 : 農山漁村文化協会, [2020.10]",DVD 1枚 ; 12 cm
23480031,978-4-540-19184-8,,全集伝え継ぐ日本の家庭料理. [4] / 日本調理科学会 企画・編集.,,,"東京 : 農山漁村文化協会, 2020.11.",127p ; 26cm.
23480018,978-4-540-19185-5,,全集伝え継ぐ日本の家庭料理. [5] / 日本調理科学会 企画・編集.,,,"東京 : 農山漁村文化協会, 2020.11.",127p ; 26cm.
23480034,978-4-540-19187-9,,全集伝え継ぐ日本の家庭料理. [7] / 日本調理科学会 企画・編集.,,,"東京 : 農山漁村文化協会, 2020.11.",127p ; 26cm.
23480042,978-4-540-19192-3,,全集伝え継ぐ日本の家庭料理. [12] / 日本調理科学会 企画・編集.,,,"東京 : 農山漁村文化協会, 2020.11.",127p ; 26cm.
23480016,978-4-540-19194-7,,全集伝え継ぐ日本の家庭料理. [14] / 日本調理科学会 企画・編集.,,,"東京 : 農山漁村文化協会, 2020.11.",127p ; 26cm.
23495874,978-4-540-20056-4,,最新農業技術畜産. vol.13 / 農山漁村文化協会 編,,,"東京 : 農山漁村文化協会, 2021.2",254p ; 26cm
23487486,978-4-540-20058-8,,最新農業技術作物. vol.13 / 農山漁村文化協会 編,,,"東京 : 農山漁村文化協会, 2021.1",262p ; 26cm
23510508,978-4-540-20059-5,,最新農業技術花卉. vol.13 / 農山漁村文化協会 編,,,"東京 : 農山漁村文化協会, 2021.3",266p ; 26cm
23499355,978-4-540-20060-1,,最新農業技術土壌施肥. vol.13 / 農山漁村文化協会 編,,,"東京 : 農山漁村文化協会, 2021.2",240p ; 26cm
23490715,978-4-540-20102-8,,うねゆたかの田んぼの絵本. 1 / 宇根豊 作 ; 小林敏也 絵,,,"東京 : 農山漁村文化協会, 2020.12",36p ; 27cm
23490716,978-4-540-20103-5,,うねゆたかの田んぼの絵本. 2 / 宇根豊 作 ; 小林敏也 絵,,,"東京 : 農山漁村文化協会, 2020.12",36p ; 27cm
23505197,978-4-540-20104-2,,うねゆたかの田んぼの絵本. 3 / 宇根豊 作 ; 小林敏也 絵,,,"東京 : 農山漁村文化協会, 2021.2",36p ; 27cm
23521105,978-4-540-20105-9,,うねゆたかの田んぼの絵本. 4 / 宇根豊 作 ; 小林敏也 絵,,,"東京 : 農山漁村文化協会, 2021.3",36p ; 27cm
23539770,978-4-540-20106-6,,うねゆたかの田んぼの絵本. 5 / 宇根豊 作 ; 小林敏也 絵,,,"東京 : 農山漁村文化協会, 2021.3",36p ; 27cm
23516475,978-4-540-20108-0,,フォーラム人間の食. 第1巻,,,"東京 : 農山漁村文化協会, 2021.3",452p ; 22cm
23537520,978-4-540-20112-7,,イチからわかる牛の放牧入門 / 平野清 著,,,"東京 : 農山漁村文化協会, 2021.5",215p ; 21cm
23500157,978-4-540-20115-8,,子どもが光るあったかいしかり方&ほめ方 : 親の気持ちもラクになる / すずきともこ 著,,,"東京 : 農山漁村文化協会, 2021.1",94p ; 21cm
23478410,978-4-540-20125-7,,農家が教えるトウモロコシつくりコツと裏ワザ / 農文協 編,,,"東京 : 農山漁村文化協会, 2020.12",143p ; 26cm
23492084,978-4-540-20126-4,,農家が教える草刈り・草取りコツと裏ワザ : 刈り払い機のきほん、モア、鎌、ニワトリ、太陽熱、米ヌカ、チェーン除草など / 農文協 編,,,"東京 : 農山漁村文化協会, 2021.2",159p ; 26cm
23488476,978-4-540-20127-1,,アスパラガス大事典 / 農文協 編,,,"東京 : 農山漁村文化協会, 2021.1",987p 図版16p ; 27cm
23508473,978-4-540-20147-9,,バナナ / 佐藤靖明 監修 ; 山福朱実 絵と造形,,知りたい食べたい熱帯の作物,"東京 : 農山漁村文化協会, 2021.1",40p ; 27cm
23504138,978-4-540-20148-6,,コーヒー / 石脇智広 監修 ; 堀川理万子 絵と造形,,知りたい食べたい熱帯の作物,"東京 : 農山漁村文化協会, 2021.2",40p ; 27cm
23492050,978-4-540-20149-3,,パイナップル / 竹内誠人 監修 ; 谷口シロウ 絵と造形,,知りたい食べたい熱帯の作物,"東京 : 農山漁村文化協会, 2021.1",40p ; 27cm
23496688,978-4-540-20151-6,,小さい農業で暮らすコツ : 養鶏・田畑・エネルギー自給 / 新藤洋一 著,,,"東京 : 農山漁村文化協会, 2021.2",126p ; 21cm
23537102,978-4-540-20157-8,,新・全訳須恵村 : 日本の村 / ジョン・F・エンブリー 著 ; 田中一彦 訳,,,"東京 : 農山漁村文化協会, 2021.5",429p ; 19cm
23531692,978-4-540-20158-5,,庭にほしい木と草の本 : 食べるつかうあそぶ : 散歩道でも楽しむ / 草木屋 著,,,"東京 : 農山漁村文化協会, 2021.3",95p ; 21cm
23494057,978-4-540-20160-8,,代かき名人になる! / 農山漁村文化協会 編,,現代農業特選シリーズ ; DVDでもっとわかる 13.,"東京 : 農山漁村文化協会, 2021.1",64p ; 30cm +
23488128,978-4-540-20163-9,,楽しい草つみ花つみクッキング. 1 / 農文協 編,,,"東京 : 農山漁村文化協会, 2020.12",32p ; 27cm
23494786,978-4-540-20164-6,,楽しい草つみ花つみクッキング. 2 / 農文協 編,,,"東京 : 農山漁村文化協会, 2021.1",32p ; 27cm
23498757,978-4-540-20165-3,,楽しい草つみ花つみクッキング. 3 / 農文協 編,,,"東京 : 農山漁村文化協会, 2021.1",32p ; 27cm
23488131,978-4-540-20167-7,,「明るい未来」を子どもたちに : 原子力に未来を夢みた町に生きて / 豊田直巳 写真・文,,それでも「ふるさと」. あの日から10年,"東京 : 農山漁村文化協会, 2020.12",32p ; 27cm
23492199,978-4-540-20168-4,,土に生かされた暮らしをつなぐ : 村に帰った「サマショール」の夢 / 豊田直巳 写真・文,,それでも「ふるさと」. あの日から10年,"東京 : 農山漁村文化協会, 2021.1",32p ; 27cm
23515389,978-4-540-20169-1,,福島に生きる凛ちゃんの10年 : 家や学校や村もいっぱい変わったけれど / 豊田直巳 写真・文,,それでも「ふるさと」. あの日から10年,"東京 : 農山漁村文化協会, 2021.2",32p ; 27cm
23569921,978-4-540-20170-7,,〇×写真でわかるおいしい野菜の生育と診断 / 高橋広樹 著,,,"東京 : 農山漁村文化協会, 2021.7",127p ; 26cm
23509503,978-4-540-20173-8,,農村政策の変貌 : その軌跡と新たな構想 / 小田切徳美 著,,,"東京 : 農山漁村文化協会, 2021.3",319p ; 21cm
23472893,978-4-540-20174-5,,どう考える?種苗法 : タネと苗の未来のために / 農山漁村文化協会 編,,農文協ブックレット ; 22,"東京 : 農山漁村文化協会, 2020.12",94p ; 21cm
23509420,978-4-540-20176-9,,民主主義を問いなおす / 内山節 著,,内山節と語る未来社会のデザイン ; 1,"東京 : 農山漁村文化協会, 2021.3",142p ; 19cm
23508673,978-4-540-20177-6,,資本主義を乗りこえる / 内山節 著,,内山節と語る未来社会のデザイン ; 2,"東京 : 農山漁村文化協会, 2021.3",124p ; 19cm
23508679,978-4-540-20178-3,,新しい共同体の思想とは / 内山節 著,,内山節と語る未来社会のデザイン ; 3,"東京 : 農山漁村文化協会, 2021.3",158p ; 19cm
23515777,978-4-540-20197-4,,酪農かあさんが教える台所チーズ : 簡単楽しいおいしい / スローライフミルク研究会 編,,,"東京 : 農山漁村文化協会, 2021.3",81p ; 21cm
23503497,978-4-540-20230-8,,"環境・資源・健康を考えた土と施肥の新知識 / 後藤逸男, 渡辺和彦, 小川吉雄, 六本木和夫 著",改訂新版,,"東京 : 全国肥料商連合会, 2021.3",271p ; 26cm
23574904,978-4-540-21055-6,,最新農業技術果樹. vol.14 / 農山漁村文化協会 編,,,"東京 : 農山漁村文化協会, 2021.8",270p ; 26cm
23612060,978-4-540-21057-0,,最新農業技術野菜. vol.14 / 農山漁村文化協会 編,,,"東京 : 農山漁村文化協会, 2021.10",246p 図版16p ; 26cm
23614455,978-4-540-21060-0,,最新農業技術土壌施肥. vol.14 / 農山漁村文化協会 編,,,"東京 : 農山漁村文化協会, 2021.11",201p ; 26cm
23509207,978-4-540-21106-5,,森永卓郎の「マイクロ農業」のすすめ : 都会を飛びだし、「自産自消」で豊かに暮らす / 森永卓郎 著,,,"東京 : 農山漁村文化協会, 2021.3",221p ; 19cm
23610685,978-4-540-21109-6,,タネ屋がこっそり教える野菜づくりの極意 / 市川啓一郎 著,,,"東京 : 農山漁村文化協会, 2021.10",143p ; 26cm
23544124,978-4-540-21112-6,,最新夏秋トマト・ミニトマト栽培マニュアル : だれでもできる生育の見方・つくり方 / 後藤敏美 著,最新版,,"東京 : 農山漁村文化協会, 2021.5",159p ; 30cm
23616670,978-4-540-21119-5,,"知らなきゃ損する新農家の税金 / 鈴木武, 林田雅夫, 高久悟 著",第19版,,"東京 : 農山漁村文化協会, 2021.11",316p ; 19cm
23531352,978-4-540-21136-2,,宮崎民謡101曲集 / 園山民平 著,復刻,,"小林 : 森永高志会, 2021.4",163 p ; 26 cm
23596994,978-4-540-21140-9,,基礎からわかる乳牛の健康と乳生産 : ルーメンからの探究 / 小原嘉昭 著,,,"東京 : 農山漁村文化協会, 2021.9",144p ; 21cm
23522531,978-4-540-21142-3,,今さら聞けない農業・農村用語事典 / 農文協 編,,,"東京 : 農山漁村文化協会, 2021.4",231p ; 26cm
23563343,978-4-540-21144-7,,農家が教えるタネ採り・タネ交換 / 農文協 編,,,"東京 : 農山漁村文化協会, 2021.7",143p ; 21cm
23571808,978-4-540-21146-1,,農家が教えるゆずづくし : スイーツ・加工と保存・庭先栽培 / 農山漁村文化協会 編,,,"東京 : 農山漁村文化協会, 2021.8",95p ; 26cm
23591772,978-4-540-21150-8,,今さら聞けない有機肥料の話きほんのき : 米ヌカ、鶏糞、モミガラ、竹、落ち葉からボカシ肥、堆肥まで / 農文協 編,,,"東京 : 農山漁村文化協会, 2021.9",143p ; 21cm
23597455,978-4-540-21152-2,,農家が教える足場パイプ&塩ビパイプで便利道具 : アイデア農具・小屋・棚DIY / 農文協 編,,,"東京 : 農山漁村文化協会, 2021.10",127p ; 26cm
23623073,978-4-540-21154-6,,今さら聞けない除草剤の話きほんのき / 農文協 編,,,"東京 : 農山漁村文化協会, 2021.11",143p ; 21cm
23596046,978-4-540-21179-9,,どう考える?「みどりの食料システム戦略」 / 農山漁村文化協会 編,,農文協ブックレット ; 23,"東京 : 農山漁村文化協会, 2021.9",134p ; 21cm
23619790,978-4-540-21216-1,,流域治水がひらく川と人との関係 : 2020年球磨川水害の経験に学ぶ / 嘉田由紀子 編著,,,"東京 : 農山漁村文化協会, 2021.11",223p ; 20cm
23539260,978-4-541-04329-0,,進化するサバ缶詰 : サバ缶ブームによる新しい変化 / 松浦勉 著,,,"東京 : 農林統計協会, 2021.5",113p ; 21cm
23564145,978-4-541-04333-7,,農政記者四十年 = Agricultural Policy Journalist 40 Years : 食と農のララバイ、あるいは大震災十年とコロナ禍 / 伊本克宜 著,,,"東京 : 農林統計協会, 2021.6",386p ; 21cm
23612220,978-4-541-04337-5,,農業日誌. 令和4年 / 農林統計協会 編集,,,"東京 : 農林統計協会, 2021.10","456,160p ; 19cm"
23587871,978-4-541-04339-9,,農政トライアングルの崩壊と官邸主導型農政改革 : 安倍・菅政権下のTPPと農協改革の背景 / 作山巧,,,"東京 : 農林統計協会, 2021.9",125 p ; 22 cm
23475675,978-4-541-04347-4,,農業は夢・チャレンジのフロンティア : 日本農業を創造する新世代農業経営者の挑戦 / 門間敏幸 著.,,,"東京 : 農林統計協会, 2020.11.",283p ; 19cm.
23517349,978-4-541-04348-1,,生鮮野菜流通システムの再構築 : 需給調整、安定供給、周年供給の視点から考える / 池田真志 著,,拓殖大学研究叢書. 社会科学 ; 52,"東京 : 農林統計協会(制作), 2021.3",174p ; 21cm
23525544,978-4-541-04349-8,,生物系産業の倫理的行動を考える : 現場から事故、偽装、不正のリスクをなくし、社会貢献のために / 今井伸治 著,,,"東京 : 農林統計協会, 2021.3",250p ; 21cm
23485090,978-4-541-04351-1,,祖田修著作選集. 第8巻 / 祖田修 著,,,"東京 : 農林統計協会, 2021.1",309p ; 22cm
23493292,978-4-541-04352-8,,"米中経済戦争と東アジア経済 : 中国の一帯一路と米国の対応。そのアジア各国・日本への影響は / 朽木昭文, 富澤拓志, 福井清一 編著",,,"東京 : 農林統計協会, 2021.1",228 p ; 22 cm
23510893,978-4-541-04353-5,,ラオス在来魚類研究 : 在来種の養殖適用と資源保全 / 森岡伸介 編著,,,"東京 : 農林統計協会, 2021.1","4, 146 p ; 21 cm"
23498215,978-4-541-04356-6,,耕地及び作付面積統計. 令和元年 / 農林水産省大臣官房統計部 編集,,,"東京 : 農林統計協会, 2021.2",117p ; 30cm
23539228,978-4-542-02009-2,,緊急時応急措置指針 : 容器イエローカードへの適用 : 危険物輸送のための / 田村昌三 監訳 ; 田村昌三 [ほか] 訳 ; 日本化学工業協会 編集,ERG2020版,,"東京 : 日本規格協会, 2021.5",265p ; 21cm
23561056,978-4-542-13735-6,,JIS handbook ferrous materials & metallurgy. 2021-1 / 日本規格協会 編,English version,,"東京 : Japanese Standards Association, 2021.7",2791 p ; 21 cm
23561057,978-4-542-13736-3,,JIS handbook ferrous materials & metallurgy. 2021-2 / 日本規格協会 編,English version,,"東京 : Japanese Standards Association, 2021.7",2465 p ; 21 cm
23561059,978-4-542-13737-0,,JIS handbook non-ferrous metals & metallurgy = JISハンドブック 非鉄. 2021 / 日本規格協会 編,English version,,"東京 : Japanese Standards Association, 2021.7",1974 p ; 21 cm
23483863,978-4-542-18822-8,,JISハンドブック JIS総目録. 2021 / 日本規格協会 編,,,"東京 : 日本規格協会, 2021.1",1479p ; 21cm
23482903,978-4-542-18823-5,,JISハンドブック 鉄鋼. 2021-1 / 日本規格協会 編,,,"東京 : 日本規格協会, 2021.1",2916p ; 21cm
23483869,978-4-542-18824-2,,JISハンドブック 鉄鋼. 2021-2 / 日本規格協会 編,,,"東京 : 日本規格協会, 2021.1",2308p ; 21cm
23482904,978-4-542-18825-9,,JISハンドブック 非鉄. 2021 / 日本規格協会 編,,,"東京 : 日本規格協会, 2021.1",1818p ; 21cm
23482905,978-4-542-18826-6,,JISハンドブック 配管. 2021-1 / 日本規格協会 編,,,"東京 : 日本規格協会, 2021.1",1626p ; 21cm
23482906,978-4-542-18827-3,,JISハンドブック 配管. 2021-2 / 日本規格協会 編,,,"東京 : 日本規格協会, 2021.1",2401p ; 21cm
23482907,978-4-542-18828-0,,JISハンドブック 機械要素〈ねじを除く〉. 2021 / 日本規格協会 編,,,"東京 : 日本規格協会, 2021.1",2382p ; 21cm
23482915,978-4-542-18829-7,,JISハンドブック 建築. 2021-1-1 / 日本規格協会 編,,,"東京 : 日本規格協会, 2021.1",1672p ; 21cm
23482916,978-4-542-18830-3,,JISハンドブック 建築. 2021-1-2 / 日本規格協会 編,,,"東京 : 日本規格協会, 2021.1",1591p ; 21cm
23482919,978-4-542-18831-0,,JISハンドブック 建築. 2021-2-1 / 日本規格協会 編,,,"東京 : 日本規格協会, 2021.1",1635p ; 21cm
23482921,978-4-542-18832-7,,JISハンドブック 建築. 2021-2-2 / 日本規格協会 編,,,"東京 : 日本規格協会, 2021.1",1437p ; 21cm
23482908,978-4-542-18833-4,,JISハンドブック 圧力容器・ボイラ : 用語/構造/附属品・部品・その他. 2021 / 日本規格協会 編,,,"東京 : 日本規格協会, 2021.1",2583p ; 21cm
23483868,978-4-542-18834-1,,JISハンドブック 電気設備. 2021-1 / 日本規格協会 編,,,"東京 : 日本規格協会, 2021.1",2911p ; 21cm
