全国書誌番号,ISBN,ISSN,タイトル・著者,版表示,シリーズ,出版事項,大きさ等
23614367,978-4-87762-382-1,,EMI students' reactions to the challenges of Japanese EMI programmes & campus life : a case study on Keio University GIGA programme students / Chu Adon Shean Shiu Yen [著],,SFC-SWP ; 研究会優秀論文 ; 2021-2. 2021年度 春学期,"藤沢 : 慶應SFC学会, 2021.10",44 p ; 30 cm
23614364,978-4-87762-383-8,,育児休業取得がもたらす仕事と家庭の両立への影響 : 夫婦の双方に着目して : 2021年度慶應義塾大学卒業プロジェクト / 大森純花 [著],,SFC-SWP ; 研究会優秀論文 ; 2021-3. 2021年度 春学期,"藤沢 : 慶應SFC学会, 2021.10",41 p ; 30 cm
23536696,978-4-87769-133-2,,Aoya会議レポート. 2020,,アジア太平洋研究所資料 ; 21-1,"大阪 : アジア太平洋研究所, [2020]",21 p ; 30 cm
23536727,978-4-87769-691-7,,APIRシンポジウム. 2020年度,,アジア太平洋研究所資料 ; 21-2,"大阪 : アジア太平洋研究所, 2021.3",6 p ; 30 cm
23480114,978-4-87779-108-7,,くにたちすきま植物 : 春 / 倉本宣 著 ; 和田まさ子 写真.,,,"[出版地不明] : 野原の通信社, 2020.5.",36p ; 22cm.
23490444,978-4-87779-110-0,,くにたちすきま植物 / 倉本宣 著 ; 和田まさ子 写真.,,,"[出版地不明] : 野原の通信社, 2020.5.",36p ; 21cm.
23490440,978-4-87779-111-7,,くにたちと中央線植えます植物 / 倉本宣 著 ; 和田まさ子 写真.,,,"[出版地不明] : 野原の通信社, 2020.8.",42p ; 21cm.
23535149,978-4-87779-113-1,,くにたちふゆごえ植物 / 倉本宣 著 ; 和田まさ子 写真,,,"[出版地不明] : 野原の通信社, 2021.2",40 p ; 21 cm
23554240,978-4-87779-210-7,,ピアとして : 統合失調症 / レンカク 著. ピアとしてのその後 : 地域生活を始めて / レンカク 著,,,"[出版地不明] : [レンカク], 2021.6",40 p ; 19 cm
23625632,978-4-87779-211-4,,ピアとして統合失調症 / レンカク 著,改訂版,,"[出版地不明] : [レンカク], 2021.12",71 p ; 19 cm
23515054,978-4-87782-147-0,,"Less is = 少ナイホド / 吉冨等, ホンマタカシ 著",,,"[出版地不明] : 白船社, 2021.4",1冊 (ページ付なし) ; 19 cm +
23618255,978-4-87783-442-5,,やさしいPHP入門 / 日向俊二 著,,,"東京 : カットシステム, 2021.6",301p ; 24cm
23483951,978-4-87783-460-9,,"実践OpenCV 4 for Python : 画像映像情報処理と機械学習 / 永田雅人, 豊沢聡 共著",,,"東京 : カットシステム, 2021.1",378p ; 24cm
23485759,978-4-87783-477-7,,Pythonで学ぶWAVプログラミング / 北山洋幸 著,,,"東京 : カットシステム, 2020.8",321p ; 24cm
23569362,978-4-87783-488-3,,より速く強力なWebアプリ実現のためのWebAssemblyガイドブック / 日向俊二 著,,,"東京 : カットシステム, 2021.8",197p ; 24cm
23618256,978-4-87783-491-3,,jqハンドブック : NetOps/DevOps必携のJSONパーザ / 豊沢聡 著,,,"東京 : カットシステム, 2021.7",245p ; 24cm
23489315,978-4-87783-492-0,,"Fusion 360操作ガイド : 次世代クラウドベース3DCAD : 3Dプリンターのデータ作成にも最適!! 2021年版ベーシック編 / 三谷大暁, 別所智広, 坂元浩二 共著",,,"東京 : カットシステム, 2021.2",233p ; 26cm
23492924,978-4-87783-493-7,,"Fusion 360操作ガイド : 次世代クラウドベース3DCAD : 3Dプリンターのデータ作成にも最適!! 2021年版アドバンス編 / 三谷大暁, 別所智広, 坂元浩二 共著",,,"東京 : カットシステム, 2021.3",277p ; 26cm
23527246,978-4-87783-494-4,,"Fusion 360操作ガイド : 次世代クラウドベース3D CAD : 3Dプリンターのデータ作成にも最適!! 2021年版スーパーアドバンス編 / 三谷大暁, 別所智広, 坂元浩二, 大塚貴 共著",第4版,,"東京 : カットシステム, 2021.4",285p ; 26cm
23595533,978-4-87783-497-5,,Pythonで文書処理 : 資料のPDF化、文字認識、検索、その他さまざまな作業をプログラミングで解決 / 北山洋幸 著,,,"東京 : カットシステム, 2021.10",301p ; 24cm
23475987,978-4-87783-498-2,,やさしいRust入門 / 日向俊二 著,,,"東京 : カットシステム, 2021.1",269p ; 24cm
23476271,978-4-87783-499-9,,C#で始めるOpenCV4プログラミング / 北山洋幸 著,,,"東京 : カットシステム, 2021.1",247p ; 24cm
23489685,978-4-87783-504-0,,Blender 2.9ガイド&3DCG基本作品制作 / 海川メノウ 著,,,"東京 : カットシステム, 2021.2",329p ; 26cm
23501725,978-4-87783-505-7,,JRA公式データを用いたデータ分析マニュアル / 遠藤理平 著,,,"東京 : カットシステム, 2021.4",279p ; 24cm
23531505,978-4-87783-506-4,,C#ミックスドプログラミング / 北山洋幸 著,,,"東京 : カットシステム, 2021.5",182p ; 24cm
23562305,978-4-87783-507-1,,512ビット・ベクトルプログラミング入門 : AVX-512命令を駆使しよう / 北山洋幸 著,,,"東京 : カットシステム, 2021.8",489p ; 24cm
23605282,978-4-87783-509-5,,PythonによるOpenCV4 : 画像処理プログラミング+Webアプリ入門 / 北山直洋 著,,,"東京 : カットシステム, 2021.11",423p ; 24cm
23618917,978-4-87783-510-1,,p5.jsプログラミングガイド / 松田晃一 著,改訂版,,"東京 : カットシステム, 2021.12",285p ; 24cm
23607873,978-4-87783-511-8,,kintoneファーストガイド. 2022年版 / 相澤裕介 著,,,"東京 : カットシステム, 2021.10",215p ; 26cm
23470515,978-4-87783-602-3,,"ビジネスゲームで鍛える経営力 / 岩田安雄, 斎藤文, 坂本祐司, 長屋信義, 松村有二 共著",第2版,,"東京 : カットシステム, 2020.12",248p ; 21cm
23480320,978-4-87783-791-4,,留学生のためのPowerPoint 2019ワークブック : ステップ30 : ルビ付き / 相澤裕介 著,,情報演習 ; 51,"東京 : カットシステム, 2021.1",127p ; 26cm
23507807,978-4-87783-792-1,,留学生のためのWordドリルブック : ルビ付き / 相澤裕介 著,,情報演習 ; 52,"東京 : カットシステム, 2021.3",86p ; 26cm
23527252,978-4-87783-793-8,,留学生のためのExcelドリルブック : ルビ付き / 相澤裕介 著,,情報演習 ; 53,"東京 : カットシステム, 2021.5",86p ; 26cm
23579022,978-4-87783-809-6,,留学生のためのHTML5 & CSS3ドリルブック : ルビ付き / 相澤裕介 著,,情報演習 ; 62,"東京 : カットシステム, 2021.8",95p ; 26cm
23480314,978-4-87783-844-7,,PowerPoint 2019ワークブック : ステップ30 / 相澤裕介 著,,情報演習 ; 57,"東京 : カットシステム, 2021.1",127p ; 26cm
23507810,978-4-87783-845-4,,Wordドリルブック / 相澤裕介 著,,情報演習 ; 58,"東京 : カットシステム, 2021.3",86p ; 26cm
23527258,978-4-87783-846-1,,Excelドリルブック / 相澤裕介 著,,情報演習 ; 59,"東京 : カットシステム, 2021.5",86p ; 26cm
23618760,978-4-87783-847-8,,PowerPointドリルブック / 相澤裕介 著,,情報演習 ; 60,"東京 : カットシステム, 2021.7",87p ; 26cm
23579019,978-4-87783-848-5,,HTML5 & CSS3ドリルブック / 相澤裕介 著,,情報演習 ; 61,"東京 : カットシステム, 2021.8",95p ; 26cm
23559553,978-4-87785-364-8,,日本における大学の自治と政策 / 小池聖一 著,,,"東京 : 現代史料出版, 2021.1",289p ; 22cm
23598245,978-4-87785-365-5,,観光発展史におけるマス・ツーリズムの意義と展望 / 郭倩 著,,,"東京 : 現代史料出版, 2021.8",289 p ; 22 cm
23610262,978-4-87785-367-9,,"沖縄返還関係資料. 第3回 第1巻 / 波多野澄雄, 河野康子, 明田川融, 平良好利 編集・解説",,,"東京 : 現代史料出版, 2021.10","24, 239 p ; 27 cm"
23610263,978-4-87785-368-6,,"沖縄返還関係資料. 第3回 第2巻 / 波多野澄雄, 河野康子, 明田川融, 平良好利 編集・解説",,,"東京 : 現代史料出版, 2021.10","15, 402 p ; 27 cm"
23610264,978-4-87785-369-3,,"沖縄返還関係資料. 第3回 第3巻 / 波多野澄雄, 河野康子, 明田川融, 平良好利 編集・解説",,,"東京 : 現代史料出版, 2021.10","14, 498 p ; 27 cm"
23610265,978-4-87785-370-9,,"沖縄返還関係資料. 第3回 第4巻 / 波多野澄雄, 河野康子, 明田川融, 平良好利 編集・解説",,,"東京 : 現代史料出版, 2021.10","23, 684 p ; 27 cm"
23610266,978-4-87785-371-6,,"沖縄返還関係資料. 第3回 第5巻 / 波多野澄雄, 河野康子, 明田川融, 平良好利 編集・解説",,,"東京 : 現代史料出版, 2021.10","6, 470 p ; 27 cm"
23610268,978-4-87785-372-3,,"沖縄返還関係資料. 第3回 第6巻 / 波多野澄雄, 河野康子, 明田川融, 平良好利 編集・解説",,,"東京 : 現代史料出版, 2021.10","13, 580 p ; 27 cm"
23610269,978-4-87785-373-0,,"沖縄返還関係資料. 第3回 第7巻 / 波多野澄雄, 河野康子, 明田川融, 平良好利 編集・解説",,,"東京 : 現代史料出版, 2021.10","11, 541 p ; 27 cm"
23479594,978-4-87787-790-3,,もうひとつの側面 : 雪印食品牛肉偽装事件 / 松岡秀隆,,,"福崎町 (兵庫県) : 松岡秀隆, 2020.7",68 p ; 19 cm
23488426,978-4-87787-791-0,,俳画四季 / 神澤淳子 著,,,"[神戸] : 交友プランニングセンター・友月書房, 2020.9",63 p ; 21 cm
23511129,978-4-87787-792-7,,いまを生きる : 第二の人生 / 榎靖夫 著,,,"[神戸] : 友月書房, 2020.8",45 p ; 21 cm
23485995,978-4-87787-794-1,,あの時…そして今 : 阪神淡路大震災二十五周年・市民語り部リレートーク・ライブ版 / 荒井勣 監修,,,"[神戸] : ひまわりの夢企画, 2020.9",173 p ; 21 cm
23553902,978-4-87787-795-8,,チョイスAI定石300 / 高野圭介 著 ; 結城聡 監修,,,"[神戸] : 友月書房, 2020.8",152 p ; 26 cm
23483933,978-4-87787-796-5,,高田良介作品集 : 備中松山藩最後の老中と藩士達 : 新撰組谷三十郎 / 高田良介 著,,,"[神戸] : 友月書房, 2020.12",163 p ; 21 cm
23488387,978-4-87787-797-2,,思うがままに、我がままに、詩を書きました。 / 佐藤陽平 著,,,"[神戸] : 友月書房, 2020.12",194 p ; 21 cm
23481299,978-4-87787-798-9,,からて遍路 / 川口史郎 著,増補,,"[神戸] : 友月書房, 2020.12",241 p ; 21 cm
23578066,978-4-87787-799-6,,旅は道づれ川柳つれづれ / 下山田靖子 著,,,"[神戸] : 友月書房, 2020.12",188 p ; 21 cm
23512987,978-4-87787-800-9,,"AI基礎原理とその仕組み : neural network and deep learning / 福岡富雄, 油谷元洋 著",,,"神戸 : 神戸情報大学院大学企画出版部, 2021.2","142 p, [6] 枚 (折り込み) ; 21 cm"
23574594,978-4-87787-801-6,,幸せへの道しるべ : 赤木正彦遺稿集 / 赤木理恵 編,,,"[出版地不明] : 家族出版委員会, 2021.3",139 p ; 22 cm
23570692,978-4-87787-802-3,,米寿勿忘草 / 吉岡易,,菜根文庫 ; 21,"[大阪] : 英和堂, 2021.5",112 p ; 13 cm
23570694,978-4-87787-803-0,,徒然勿忘草 / 吉岡易,,菜根文庫 ; 22,"[大阪] : 英和堂, 2021.5",106 p ; 13 cm
23548787,978-4-87787-805-4,,保健師の裁量を拓く : @児童相談所 : 備忘録 / 前川寿子 [著],,,"神戸 : 交友プランニングセンター・友月書房, 2021.2",23 p ; 21 cm
23549943,978-4-87787-806-1,,雲雀野 : 句集 / 福永青涯,,,"[神戸] : 友月書房, 2021.3",215 p ; 19 cm
23571412,978-4-87787-807-8,,私の趣味は本づくり / 愛原豊 編著,,,"神戸 : 交友プランニングセンター・友月書房, 2021.5",271 p ; 21 cm
23586487,978-4-87787-808-5,,万里一空. 1 / 谷吉將 撮影,,,"[出版地不明] : 谷吉將, 2021.7",1冊 (ページ付なし) ; 21 × 30 cm +
23592283,978-4-87787-809-2,,色鉛筆俳画 / 永井礼一郎 著,,,"[神戸] : 交友プランニングセンター・友月書房, 2021.9",111 p ; 21 cm
23578357,978-4-87787-813-9,,枯木星 / 横井傘二 著,,現代の俳人シリーズ ; 2,"[神戸] : 友月書房, 2021.8",107 p ; 16 cm
23623317,978-4-87787-814-6,,カムイ岬に愛を求めて / 太田悠 著,,,"[神戸] : 友月書房, 2021.11",167 p ; 19 cm
23622261,978-4-87787-815-3,,蘖 / 高嶋鵆 著,,現代の俳人シリーズ ; 1,"[神戸] : 友月書房, 2021.9",95 p ; 16 cm
23616228,978-4-87787-816-0,,雑多煮短編集 : 映画ファンに贈る「七つの顔を持つ作家」. 其の4 / 文華人 著作責任 ; 片丘治栄道 編集,,,"神戸 : 交友プランニングセンター友月書房, 2021.11",163 p ; 19 cm
23622259,978-4-87787-818-4,,ぱぁぷるのゆめ / 清川和音 著,,現代の川柳人シリーズ ; 1,"[神戸] : 友月書房, 2022.1",107 p ; 16 cm
23470724,978-4-87788-487-1,,New songライブラリー. 2011 混声編 / 渡瀬昌治 編.,,,"東京 : 教育芸術社, 2011.5.",103p ; 26cm.
23529346,978-4-87788-841-1,,児童が最後まで聴きたくなる!鑑賞授業の事例集 / 粟飯原喜男 編著,,,"東京 : 教育芸術社, [2020.10]",28 p ; 30 cm
23580394,978-4-87788-850-3,,中学生の音楽1,,,"東京 : 教育芸術社, 2021.2",99 p ; 27 cm
23580396,978-4-87788-851-0,,中学生の音楽2・3. 上,,,"東京 : 教育芸術社, 2021.2",99 p ; 27 cm
23580397,978-4-87788-852-7,,中学生の音楽2・3. 下,,,"東京 : 教育芸術社, 2021.2",99 p ; 27 cm
23580395,978-4-87788-853-4,,中学生の器楽,,,"東京 : 教育芸術社, 2021.2",107 p ; 27 cm
23588910,978-4-87788-918-0 (セット),,中学生の音楽1指導書,,,"東京 : 教育芸術社, [2021]",3冊 ; 26 cm +
23588911,978-4-87788-919-7 (セット),,中学生の音楽2・3上指導書,,,"東京 : 教育芸術社, [2021]",3冊 ; 26 cm +
23588777,978-4-87788-920-3 (セット),,中学生の音楽2・3下指導書,,,"東京 : 教育芸術社, [2021]",3冊 ; 26 cm +
23588783,978-4-87788-921-0 (セット),,中学生の器楽指導書,,,"東京 : 教育芸術社, [2021]",2冊 ; 26 cm +
23583702,978-4-87788-951-7,,New songライブラリー. 混声編 3 / 渡瀬昌治 編集,,,"東京 : 教育芸術社, 2021.3",103 p ; 26 cm
23545501,978-4-87789-103-9,,ずし小坪の関東大震災109才の証言 = 1923 Great Kanto Earthquake at Zushi-Kotsubo beach / 蟹江由紀 文 ; Amato Joseph雅翔 翻訳 ; 中島文子 画,,,"逗子 : ジオ神奈川, 2021.4",22 p ; 19 × 22 cm
23480208,978-4-87791-307-6,,戦争と占領の法文化 / 出口雄一 編,,法文化叢書 : 歴史・比較・情報 ; 18,"東京 : 国際書院, 2021.1",236p ; 21cm
23498771,978-4-87791-308-3,,アジア太平洋戦争と収容所 : 重慶政権下の被収容者の証言と国際救済機関の記録から / 貴志俊彦 著,,アジア環太平洋研究叢書 ; 第4巻,"東京 : 国際書院, 2021.2",259p ; 21cm
23522962,978-4-87791-309-0,,現代中国の社会ガバナンス = The social governance in contemporary China : 政治統合の社会的基盤をめぐって / 江口伸吾,,北東アジア学創成シリーズ = A series of initiative learning on North-East Asia ; 第5巻,"東京 : 国際書院, 2021.3",318 p ; 22 cm
23509733,978-4-87791-310-6,,制水権 : 軍による水の資源化 / 玉井良尚 著,,,"東京 : 国際書院, 2021.3",287p ; 22cm
23532605,978-4-87791-311-3,,保護する責任と国際政治思想 / 西海洋志,,,"東京 : 国際書院, 2021.3",376 p ; 22 cm
23516024,978-4-87791-312-0,,ロシア社会の体制転換 : 階層構造の変化に着目して / 林裕明 著,,北東アジア学創成シリーズ ; 第4巻,"東京 : 国際書院, 2021.3",225p ; 22cm
23551726,978-4-87791-313-7,,持続可能な開発目標と国連 : SDGsの進捗と課題 / 日本国際連合学会 編,,国連研究 ; 第22号,"東京 : 国際書院, 2021.6",267p ; 21cm
23482414,978-4-87793-027-1,,"へき地小規模校の理念と実践 : 教育活動に活かそう / 玉井康之 監修 ; 二宮信一, 川前あゆみ 編著",,,"東京 : 教育新聞社, 2013.11",184 p ; 26 cm
23510208,978-4-87794-191-8,,メディカルアフェアーズ = サイエンスとビジネスの間に架かる橋 / Peter Kruse ; 日本製薬医学会 監修,,,"東京 : 協和企画, [2020.8]","14, 101 p ; 21 cm"
23513326,978-4-87794-199-4,,"わかりやすい感覚器疾患 / 小川郁, 寺﨑浩子 監修 ; 前田直之, 三輪高喜, 室田浩之 編集",,日本医師会生涯教育シリーズ / 日本医師会 編,"東京 : 日本医師会, 2018.7",364 p ; 26 cm
23489028,978-4-87794-202-1,,よくわかるAMHハンドブック : 女性を診るすべての医師へ / 浅田義正 著 ; 協和企画 編集・制作.,第2版.,,"[東京] : 協和企画, 2018.9.",43p ; 21cm.
23571271,978-4-87794-205-2,,"小児気管支喘息治療・管理ガイドライン = Japanese pediatric guideline for the treatment and management of asthma. 2020 / 足立雄一, 滝沢琢己, 二村昌樹, 藤澤隆夫 監修 ; 日本小児アレルギー学会 作成",,,"東京 : 協和企画, [2020.10]","17, 251 p ; 26 cm"
23569545,978-4-87794-211-3,,"実地臨床で役立つ便秘診療マニュアル : あらゆる診療領域からの最新情報を収載 : 令和版 / 日比紀文, 鈴木秀和 監修",,,"東京 : 協和企画, [2020.10]","8, 180 p ; 26 cm"
23486632,978-4-87794-216-8,,患者吸入指導テキスト : スマホで見られるピットホール / 大林浩幸,,,"東京 : 協和企画, [2020.6]",152 p ; 30 cm
23592022,978-4-87794-219-9,,実践浅田式標準不妊治療学 : 英国のNICE診療ガイドラインを読み解く89のセンテンス収載 / 浅田義正,,,"東京 : 協和企画, [2020.12]",183 p ; 30 cm
23471623,978-4-87795-393-5,,なぜ、在宅では「いのち」の奇跡が起きるのか? : 在宅医療30年一筋死にゆく人が教えてくれた真実! / 東郷清児 著,,,"東京 : コスモ21, 2020.11",284p ; 19cm
23482836,978-4-87795-394-2,,皇の時代. 3 / 春名律子 著,,,"草加 : しあわせ村, 2020.12",150p ; 19cm
23487308,978-4-87795-395-9,,子どものことばが遅い出ない消えた「なんで?」 : ことばの発達障害は家庭で改善できる : 6500家族以上の改善指導実績 / 鈴木昭平 著 ; 篠浦伸禎 監修,,,"東京 : コスモ21, 2021.1",186p ; 19cm
23494054,978-4-87795-396-6,,あなたの歯の寿命、大丈夫ですか?歯医者さんとの賢い付き合い方 : 知らないと損する!世界基準の歯科治療 / 石井宏 著,,,"東京 : コスモ21, 2021.2",134p ; 19cm
23510847,978-4-87795-397-3,,ガンコな乾癬の本 / 福井芳周 著 ; 木下勤 監修,新装版,,"東京 : コスモ21, 2021.3",147p ; 19cm
23514482,978-4-87795-398-0,,命の逆算 : 相馬絵画研究所創立55周年記念 / 記念出版編纂委員会 編,,,"東京 : コスモ21, 2021.3",231p ; 21cm
23535622,978-4-87795-399-7,,「足指」の力 体の不調がスッと消える3分つま先立ち体操 : 腰痛・ひざ痛・頭痛から肩こり・慢性疲労まで / 山田真 著,,,"東京 : コスモ21, 2021.4",191p ; 19cm
23545179,978-4-87795-400-0,,便秘は「心」のSOS!毎日出せる心と体のつくり方 : 何をやっても出なかったあなたに : 「快腸マインドフルネス」で毎日スルッと排便 / 山本久美子 著 ; 中原和之 監修,,,"東京 : コスモ21, 2021.5",212p ; 19cm
23538121,978-4-87795-401-7,,皇の時代. 4 / 春名律子 著,,,"草加 : しあわせ村, 2021.5",151p ; 19cm
23533500,978-4-87795-402-4,,相馬名勝三十景 : 藩政時代からの景勝地 : 付・平成相馬六景 : 倉本信之手彩色木版画集 / 倉本信之 著 ; 相馬絵画研究所 監修,,,"東京 : コスモ21, 2021.5",92p ; 21×30cm
23566907,978-4-87795-403-1,,世界で見つけた!噴水と過ごす「幸せ」な時間 : 心を癒す街角の記憶 / 地蔵保幸 著,,,"東京 : コスモ21, 2021.7",216p ; 21cm
23573450,978-4-87795-404-8,,若返りと長寿の根本光・丹田呼吸で超免疫体質 : コロナ時代を生き抜く究極の呼吸法 / 松井和義 著 ; 小島弘基 監修,,,"東京 : コスモ21, 2021.7",352p ; 19cm
23595757,978-4-87795-405-5,,大きく口を開けるだけで自然治癒力が動きだすライオンあくび体操 : 25万人以上の施術で解明 / 駒川耕司 著,改訂版,,"東京 : コスモ21, 2021.9",184p ; 19cm
23606203,978-4-87795-406-2,,子どもの発達障害を家庭で改善した12家族の感動物語 : 子どもがびっくりするほど成長! : 家庭教育の専門家と世界的な脳神経外科医が証言「どんな子も発達・改善します!」 / 鈴木昭平 著 ; 篠浦伸禎 監修,,,"東京 : コスモ21, 2021.10",195p ; 19cm
23487488,978-4-87797-289-9,,2020夏ぎふの球児たち : 夏季岐阜県高校野球大会グラフ,,,"[岐阜] : 岐阜新聞社, 2020.8",91p ; 30cm
23477439,978-4-87797-290-5,,ふるさとの山を歩く子供たち : 写文集 / 伊藤大三郎 写真・文.,,,"[岐阜] : 岐阜新聞社, 2020.11.",191p ; 30cm.
23472470,978-4-87797-291-2,,清流長良川に生きる : 後藤亘写真集 / 後藤亘 著,,,"[岐阜] : 岐阜新聞社, 2020.12",91p ; 24×26cm
23487892,978-4-87797-292-9,,"岐阜県の動物 = Mammals,Reptiles,Amphibians and Decapods of Gifu : 哺乳類・爬虫類・両生類・十脚類 / 向井貴彦, 森部絢嗣, 楠田哲士, 田上正隆 編著",,,"[岐阜] : 岐阜新聞社, 2021.1",267p ; 22cm
23486938,978-4-87797-293-6,,人と世界との間をつなぐインタラクションデザイン / 大坪牧人 監修,,芸術工学への挑戦 / 「芸術工学への挑戦・2」編集委員会 編集 ; 2,"[岐阜] : 岐阜新聞社, 2020.12",195p ; 21cm
23505800,978-4-87797-294-3,,飛騨の文化斐太の歴史 : 大野政雄著述集. 続 / 大野博見 編集,,,"[岐阜] : 岐阜新聞社, 2021.3",990 p ; 27 cm
23500333,978-4-87797-295-0,,長良川鉄道 : 奥美濃を駆ける / 曽我隆行 撮影,,,"[岐阜] : 岐阜新聞社, 2021.3",123p ; 21×30cm
23520689,978-4-87797-296-7,,今日からぼくがクッキング : 世界一!?親切かもしれないレシピ本 / 瀧知子 写真と文 ; 和田万祐 料理 ; 水野さほこ デザイン ; 常田知里 栄養監修,,,"[岐阜] : 岐阜新聞社, 2021.3",89p ; 20cm
23500132,978-4-87797-297-4,,大学生の健康ナビ : キャンパスライフの健康管理. 2021 / 山本眞由美 監修,,,"[岐阜] : 岐阜新聞社, 2021.4",211 p ; 24 cm
23506925,978-4-87797-298-1,,飛騨の乗鞍岳 / 木下喜代男,,,"[岐阜] : 岐阜新聞社, 2021.3",322 p ; 21 cm
23513616,978-4-87797-299-8,,"日本三百名山から世界の山へ : 山登り人生を振り返って / 澤田善太郎, 澤田浅子 著",,,"[岐阜] : 岐阜新聞社, 2021.4",239p ; 22cm
23533644,978-4-87797-300-1,,伊吹山地山里に暮らす / 髙木保夫 撮影 ; 近藤誠宏 監修,,,"[岐阜] : 岐阜新聞社, 2021.5",117p ; 30cm
23581807,978-4-87797-301-8,,命のビザで旅した子どもたち = Children and the Visas for Life : 暗やみから光さすほうへ / 高橋文 著,,,"[岐阜] : 岐阜新聞社, 2021.8",79p ; 26cm
23576843,978-4-87797-302-5,,東京オリンピック2020 = TOKYO 2020 Olympic Games : 特別報道写真集,,,"[岐阜] : 岐阜新聞社, 2021.8",192p ; 30cm
23472436,978-4-87798-765-7,,"刑事法学と刑事弁護の協働と展望 : 大出良知・高田昭正・川崎英明・白取祐司先生古稀祝賀論文集 / 石田倫識, 伊藤睦, 斎藤司, 関口和徳, 渕野貴生 編集委員",,,"東京 : 現代人文社, 2020.12",974p ; 22cm
23490429,978-4-87798-766-4,,「小さな主語」で語る香港デモ = Our Little Voices on Hong Kong Protests / 石井大智 編著,,,"東京 : 現代人文社, 2020.12",428p ; 21cm
23505277,978-4-87798-767-1,,日本の法科学が科学であるために : 改革に向けた提言 / 平岡義博 編著,,,"東京 : 現代人文社, 2021.3",317p ; 21cm
23492789,978-4-87798-768-8,,刑事弁護プラクティス : 新人弁護士養成日誌. 2 / 櫻井光政 著,,,"東京 : 現代人文社, 2020.12",293p ; 19cm
23511201,978-4-87798-769-5,,魅力ある未来のための司法 : 未曽有の新型コロナウイルス禍を乗り越えて市民を支える法の実現 : 特集新型コロナウイルス / 東京弁護士会法友会 著,,法友会政策要綱 ; 2021年度,"東京 : 現代人文社, 2021.1",473p ; 30cm
23509679,978-4-87798-775-6,,"こんなときどうする刑事弁護の知恵袋 / 瀨野泰崇, 伊藤寛泰 編著",,,"東京 : 現代人文社, 2021.3",151p ; 21cm
23508365,978-4-87798-776-3,,障害者弁護Beginners / 東京TSネット 編,,,"東京 : 現代人文社, 2021.3",214p ; 26cm
23528769,978-4-87798-777-0,,"患者と医療従事者の権利保障に基づく医療制度 : 新型コロナウイルス禍を契機として考える / 岡田行雄 編著 ; 内山真由美, 大場史朗, 大薮志保子, 岡本洋一, 櫻庭総, 森尾亮 著",,,"東京 : 現代人文社, 2021.3",207 p ; 19 cm
23545997,978-4-87798-779-4,,"18・19歳非行少年は、厳罰化で立ち直れるか / 片山徒有 編集代表 ; 伊藤由紀夫, 川村百合, 佐々木央, 佐々木光明, 新倉修, 八田次郎 編集委員",,,"東京 : 現代人文社, 2021.5",223p ; 21cm
23531593,978-4-87798-780-0,,組織罰はなぜ必要か : 事故のない安心・安全な社会を創るために / 組織罰を実現する会 編,,GENJINブックレット ; 71,"東京 : 現代人文社, 2021.4",87p ; 21cm
23530722,978-4-87798-781-7,,わたしの居場所 / 共同通信社取材班 著,,,"東京 : 現代人文社, 2021.4",215p ; 19cm
23535048,978-4-87798-782-4,,"知的障害と認知症 : 家族のためのガイド / カレン・ウォッチマン 著 ; 木下大生, 竹内千仙, ケビン・M・マクマナス 監訳",,,"東京 : 現代人文社, 2021.4",183p ; 19cm
23562076,978-4-87798-783-1,,教室から学ぶ法教育. 2 / 教師と弁護士でつくる法教育研究会 編著,,,"東京 : 現代人文社, 2021.6",165p ; 21cm
23623869,978-4-87798-788-6,,裁判員裁判の現在 : その10年の成果と課題 / 一橋大学刑事法部門 編集 ; 葛野尋之 編集代表,,,"東京 : 現代人文社, 2021.11",159p ; 21cm
23522207,978-4-87799-154-8,,三日間の石 / 杉本真維子 著,,,"札幌 : 響文社, 2020.6",133p ; 20cm
23492609,978-4-87799-167-8,,浜辺のクジラ / いのうえもも 文・絵.,,,"札幌 : 響文社, 2020.6.",31p ; 22×31cm.
23516765,978-4-87799-168-5,,ゴースト・ポエティカ = GHOST POETICA : 添田馨幽霊詩論集 / 添田馨 著,,,"札幌 : 響文社, 2020.6",287p ; 19cm
23539646,978-4-87799-176-0,,アルコールと医学生物学 = Alcohol and biomedical research. Vol. 39 (2020) / アルコール医学生物学研究会 編,,,"札幌 : 響文社, 2020.12",135 p ; 26 cm
23514533,978-4-87799-177-7,,かけら世の / 阿部嘉昭 著,,,"札幌 : 響文社, 2021.3",224p ; 22cm
23618258,978-4-87799-179-1,,般若心経 / 治海 彩墨画,,,"札幌 : 響文社, 2021.10",63p ; 31cm
23536782,978-4-87803-046-8,,A guide to flora and fauna in southern Myanmar / edited by Nobuyuki Tanaka,,,"[Tokyo] : [ミャンマー] : National Museum of Nature and Science ; Forest Research Institute, Forest Department, Myanmar, [2021]",215 p ; 24 cm
23534787,978-4-87803-047-5,,"山中湖のまりも : 山中湖フジマリモ生息調査 (令和2年度) 報告書 / 辻彰洋, 亀田良成, 新山優子 執筆 ; 辻彰洋 編集",,,"山中湖村 (山梨県) : つくば : 山中湖村教育委員会 ; 国立科学博物館, 2021.3",15 p ; 30 cm
23475223,978-4-87804-122-8,,看護歴史研究入門 / 鈴木紀子 著.,,看護の歴史ライブラリー ; 第1巻,"東京 : 看護の科学社, 2020.11.",99p ; 21cm.
