全国書誌番号,ISBN,ISSN,タイトル・著者,版表示,シリーズ,出版事項,大きさ等
23575228,978-4-86641-418-8,,認識と実在 : AI時代の実在論 / 濱田利英 著,,,"[東京] : 東京図書出版, 2021.8",294p ; 20cm
23552236,978-4-86641-419-5,,平六と族 / 鈴木喜六 著,,,"[東京] : 東京図書出版, 2021.7",160p ; 19cm
23561024,978-4-86641-420-1,,国連タジキスタン監視団民政官の記録 : 国連ピースキーパー「この国の和平につくして死す」 / 登丸求己 著,,,"[東京] : 東京図書出版, 2021.7",275p ; 19cm
23552243,978-4-86641-421-8,,わが心のプロレス / 高木恭三 著,,,"[東京] : 東京図書出版, 2021.7",285p ; 19cm
23587229,978-4-86641-422-5,,スミレworld / 花野一明 著,,,"[東京] : 東京図書出版, 2021.9",318p ; 21cm
23581889,978-4-86641-423-2,,巴 / 林麻佐一 著,,,"[東京] : 東京図書出版, 2021.8",332p ; 19cm
23553533,978-4-86641-424-9,,昭和も遠くになりました / 秋山久雄 著,,,"[東京] : 東京図書出版, 2021.7",188p ; 20cm
23587503,978-4-86641-425-6,,高野祈りみち : 町石道をゆく / 山中典朝 著,,,"[東京] : 東京図書出版, 2021.8",335p ; 21cm
23553546,978-4-86641-426-3,,秩父の地名伝説の虚実(うそほんと) / 髙田哲郎 著,,,"[東京] : 東京図書出版, 2021.7",435p ; 20cm
23597225,978-4-86641-427-0,,これが我が国の古代史だ / 栗花落謙二郎 著,,,"[東京] : 東京図書出版, 2021.10",162p ; 22cm
23590932,978-4-86641-428-7,,日本的人間性の研究 : 変遷する日本のアイデンティティーと不変の西欧的ロゴスとの双方を見据えつつ / 徳武邦男 著,新訂,,"[東京] : 東京図書出版, 2021.9",209p ; 22cm
23596144,978-4-86641-430-0,,古文書「東遊日誌」に見る明治の旅 / 伊藤義文 著,,,"[東京] : 東京図書出版, 2021.8",110p ; 20cm
23563156,978-4-86641-431-7,,農の書置き : 一普及指導員の活動記録 / 畠山修一 著,,,"[東京] : 東京図書出版, 2021.7",171p ; 19cm
23568104,978-4-86641-432-4,,生きることの意味 : わたしたちはどう生きるのか / 北村博文 著,,,"[東京] : 東京図書出版, 2021.8",167p ; 19cm
23565383,978-4-86641-433-1,,ずくなし娘 / 一歩歩 著,,,"[東京] : 東京図書出版, 2021.8",325p ; 19cm
23562094,978-4-86641-435-5,,プラズマ流動工学 = Plasma Flow Engineering / 西山秀哉 著,,,"[東京] : 東京図書出版, 2021.7",115p ; 21cm
23570352,978-4-86641-436-2,,企業における人事とは : これから人事部門で活躍する人に / 横山俊宏 著,,,"[東京] : 東京図書出版, 2021.8",162p ; 19cm
23606618,978-4-86641-437-9,,堤中納言物語を楽しむ / 半澤トシ,,,"[東京] : 東京図書出版 , 2021.10",143 p ; 26 cm
23573515,978-4-86641-438-6,,千羽鶴アート = senbazuru ART / 瀬尾定代 作・文,,,"[東京] : 東京図書出版, 2021.8",63p ; 15×21cm
23575263,978-4-86641-439-3,,数学の無限 : カントールの無限を超えて / 山本泉二 著,,,"[東京] : 東京図書出版, 2021.8",83p ; 19cm
23605485,978-4-86641-440-9,,ゴルジリアン詩集 / ゴルジリアン 著,,,"[東京] : 東京図書出版, 2021.11",135p ; 21cm
23587819,978-4-86641-441-6,,傷弓の小鳥 / 酒井彩名 著,,,"[東京] : 東京図書出版, 2021.10",325p ; 20cm
23587280,978-4-86641-442-3,,黒い雪が降った時 / 小石川心 著,,,"[東京] : 東京図書出版, 2021.9",276p ; 19cm
23586482,978-4-86641-443-0,,復活 : それは蘇ること / 橘英明 著,,,"[東京] : 東京図書出版, 2021.9",172p ; 20cm
23617001,978-4-86641-445-4,,橋の博物館 / 武市修一 著,,,"[東京] : 東京図書出版, 2021.11",332p ; 21cm
23587646,978-4-86641-446-1,,湖雲ヶ城 / 仁科哲夫,,,"東京 : [東京] : リフレ出版 ; 東京図書出版 (発行所), 2021.9",280 p ; 20 cm
23608243,978-4-86641-447-8,,スピノザの宗教観 : 感謝の観念を中心として / 淺野章,,,"[東京] : 東京図書出版, 2021.9",143 p ; 20 cm
23574005,978-4-86641-448-5,,お笑い10行小説 / 柿井優嬉 著,,,"[東京] : 東京図書出版, 2021.8",163p ; 19cm
23574937,978-4-86641-450-8,,努力は実る、実らせる : 見習いから現代の名工へ / 苅宿充久 著,,,"[東京] : 東京図書出版, 2021.8",222p ; 19cm
23624538,978-4-86641-453-9,,小さな花と空と祈りと = With a little flower The sky And a prayer / Hakuba 著,,,"[東京] : 東京図書出版, 2021.11",44p ; 27cm
23596828,978-4-86641-454-6,,何が世界を狂わせたか / 高橋彬 著,,,"[東京] : 東京図書出版, 2021.9",325p ; 19cm
23604379,978-4-86641-455-3,,"日本宇宙開発夜話 / 稲田伊彦, 斎藤幹雄, 富田忠治, 吉川一雄 著",,,"[東京] : 東京図書出版, 2021.10",203p ; 19cm
23604940,978-4-86641-456-0,,こどもたちにどう向き合えばいいのか : 臨床心理士として感じてきたこと / 稲沼邦夫 著,,,"[東京] : 東京図書出版, 2021.10",150p ; 19cm
23616354,978-4-86641-458-4,,いつか来たみち / 西村勇 著,,,"[東京] : 東京図書出版, 2021.11",230p ; 20cm
23589257,978-4-86641-459-1,,薬効分類別服薬指導のエッセンス : 薬剤師のための患者さんへの接し方と服薬指導 / 鹿嶋直純 著,改訂第4版,,"[東京] : 東京図書出版, 2021.8",441p ; 21cm
23615834,978-4-86641-460-7,,暮らしの水の衛生学 : 感染症対応 / 岡田誠之,,,"東京 : [東京] : リフレ出版 ; 東京図書出版 (発行所), 2021.11",237 p ; 21 cm
23599900,978-4-86641-461-4,,禁断の赤ワイン = Forbidden Red Wine / 黒内彪吾 著,,,"[東京] : 東京図書出版, 2021.10",161p ; 20cm
23607781,978-4-86641-464-5,,座右の書・完結編 / 人生の生き方研究会 著,,TTS文庫,"[東京] : 東京図書出版, 2021.11",229p ; 15cm
23617767,978-4-86641-465-2,,熱いうちに喰え / 空志土 著,,,"[東京] : 東京図書出版, 2021.11",324p ; 19cm
23621790,978-4-86641-467-6,,歳時の光と陰影. 初冬～晩春 / 橋本正幸 著,,,"[東京] : 東京図書出版, 2021.12",185p ; 20cm
23585798,978-4-86641-468-3,,アトピー性皮膚炎は初期治療を間違えると、一生皮膚トラブルを抱える事になる! : 初期治療を失敗しないためには、生涯を通しての症状の変遷を知っておくべきである。 / 稲葉葉一 著,,,"[東京] : 東京図書出版, 2021.9",93p ; 26cm
23617100,978-4-86641-470-6,,時の壁のはざまで : シニアの起業 / 奈良町亡羊 著,,,"[東京] : 東京図書出版, 2021.11",140p ; 19cm
23621827,978-4-86641-472-0,,国家の自覚と国民の責任 / 濵田和彦 著,,,"[東京] : 東京図書出版, 2021.11",153p ; 20cm
23620904,978-4-86641-473-7,,エピステミック劇場の観客 : 意識の宿るところ / 八木厚夫 著,,,"[東京] : 東京図書出版, 2021.12",150p ; 20cm
23618569,978-4-86641-478-2,,求められる開業医のために : クリニックの診断学 / 舟津敏朗 著,増補改訂第3版,,"[東京] : 東京図書出版, 2021.9",391p ; 21cm
23617769,978-4-86641-482-9,,セブンデイズ・7Days : 未来からの提言 / 杏野雲 著,,,"[東京] : 東京図書出版, 2021.11",134p ; 19cm
23515417,978-4-86642-014-1,,図書館にドン・キホーテがいた頃 : 一九八〇-九〇年代の図書館少数者運動 / 東條文規,,,"東京 : ポット出版プラス, 2021.2",246 p ; 20 cm
23512708,978-4-86642-015-8,,"全国862自治体調査の報告・公務員採用における国籍要件と欠格事由 : 試験設計の全体像を概観しながら. 上 / 岡義昭, 水野精之 編",,,"[東京] : 在日本大韓民国民団中央本部・人権擁護委員会, 2020.3",399 p ; 30 cm
23512710,978-4-86642-016-5,,"全国862自治体調査の報告・公務員採用における国籍要件と欠格事由 : 試験設計の全体像を概観しながら. 下 / 岡義昭, 水野精之 編",,,"[東京] : 在日本大韓民国民団中央本部・人権擁護委員会, 2020.3",p 401-744 ; 30 cm
23548025,978-4-86642-018-9,,肉人参/人畜無骸 / 田亀源五郎 [著],,,"東京 : ポット出版プラス, 2021.6",265 p ; 21 cm
23488929,978-4-86643-072-0,,機能性医学入門 : 慢性疾患の予防と治療 / ジェフリー・S・ブランド 著 ; 柳澤厚生 総監訳,,,"東京 : アチーブメント出版, 2021.1",413p ; 21cm
23536887,978-4-86643-079-9,,食べる投資 : ハーバードが教える世界最高の栄養レシピ100 / 満尾正 監修 ; 牧野直子 料理,,,"東京 : アチーブメント出版, 2021.5",141p ; 21cm
23478941,978-4-86643-080-5,,一生折れない自信がつく話し方 / 青木仁志 著,,,"東京 : アチーブメント出版, 2021.1",196p ; 19cm
23499485,978-4-86643-085-0,,"人生を変えるお金の話 = How to handle money to enrich your life / 仙石実, 青木仁志 著",,,"東京 : アチーブメント, 2021.3",189p ; 19cm
23492313,978-4-86643-087-4,,天気が良ければ訪ねて行きます / イドウ 著 ; 清水博之 訳,,,"東京 : アチーブメント出版, 2020.12",422p ; 19cm
23487915,978-4-86643-088-1,,"学び方の学び方 / バーバラ・オークレー, オラフ・シーヴェ 著 ; 宮本喜一 訳",,,"東京 : アチーブメント出版, 2021.1",293p ; 19cm
23497954,978-4-86643-089-8,,勝間式超ロジカル家事 / 勝間和代 著,文庫版,,"東京 : アチーブメント出版, 2021.2",266p ; 15cm
23497457,978-4-86643-090-4,,100億円市場をつくるブランディング経営術 / 佐々木広行 著,,,"東京 : アチーブメント, 2021.2",230p ; 19cm
23532886,978-4-86643-091-1,,薬に頼らずアトピーを治す方法 / 宇井千穂 著,,,"東京 : アチーブメント出版, 2021.4",184p ; 18cm
23575799,978-4-86643-093-5,,6歳までの子育て大全 = The Parental Guidebook Raising Children up to 6 years old / 沢井佳子 編著,,,"東京 : アチーブメント出版, 2021.9",409p ; 19cm
23548158,978-4-86643-094-2,,長生きする体操 / 劉勇 著,,,"東京 : アチーブメント出版, 2021.6",203p ; 18cm
23560185,978-4-86643-095-9,,朝までぐっすり!夜中のトイレに起きない方法 / 平澤精一 著,,,"東京 : アチーブメント出版, 2021.7",175p ; 19cm
23566038,978-4-86643-096-6,,跡継ぎがいなくても会社は残せる! : 必ずうまくいく従業員承継のススメ / 吉川正明 著,,,"東京 : アチーブメント, 2021.8",205p ; 19cm
23538289,978-4-86643-097-3,,ドラッカーの講義 : マネジメント・経済・未来について話そう / P.F.ドラッカー 著 ; リック・ワルツマン 編 ; 宮本喜一 訳,,,"東京 : アチーブメント出版, 2021.5",357p ; 20cm
23563684,978-4-86643-098-0,,世界の最新医学が証明した究極の疲れない呼吸法 / 仲野広倫 著,,,"東京 : アチーブメント出版, 2021.7",204p ; 18cm
23569161,978-4-86643-099-7,,経営は「進化」だ! : 起業から上場への道のり / 佐野健一 著,,,"東京 : アチーブメント, 2021.8",255p ; 19cm
23560116,978-4-86643-100-0,,クォリティスクール・ティーチャー : 生徒の心をつかみ、教育に変革をもとめる教育者のための実践書 / ウイリアム・グラッサー 著 ; 柿谷正期 監訳,,,"東京 : アチーブメント出版, 2021.7",206p ; 19cm
23596064,978-4-86643-102-4,,腰痛がたちまち消える3秒ストレッチ / 神田良介 著,,,"東京 : アチーブメント出版, 2021.9",129p ; 18cm
23584024,978-4-86643-104-8,,世界最高の人材を育てる「気づき」の教育 / 大久保秀夫 著,,,"東京 : アチーブメント, 2021.9",229p ; 19cm
23606711,978-4-86643-106-2,,ビジネス選択理論能力検定3級公式対策本 / 日本ビジネス選択理論能力検定協会 著,,,"東京 : アチーブメント, 2021.11",101p ; 21cm
23538781,978-4-86644-022-4,,百六十七文字の公案 : 徳山宣鑑とふたりの学人 / 竹之下正俊 著 ; 小林圓照 監修,,東西霊性文庫 ; 11,"東京 : ノンブル社, 2020.11",286p ; 19cm
23569547,978-4-86644-024-8,,『モンゴル佛教史』研究. 5 / 窪田新一 監修 ; 大正大学綜合佛教研究所モンゴル佛典研究会 訳注,,大正大学綜合佛教研究所叢書 ; 第35巻,"東京 : ノンブル, 2019.3","17, 420 p ; 22 cm"
23538399,978-4-86644-025-5,,仏教における観法 : 1南方上座部仏教における内観禅〈修行ノート〉 2密教における観法 / 遠藤祐純 著,,,"東京 : ノンブル社, 2021.2",212p ; 20cm
23565728,978-4-86644-026-2,,『四十二章経』と『仏遺教経』 : 釈迦牟尼世尊・最初と最後の教え / 髙橋尚夫 編著,,,"東京 : ノンブル社, 2021.4",332p ; 21cm
23567756,978-4-86644-027-9,,「まこと」の開け : 「絶対無の場所」から / 花岡永子 著 ; 小林圓照 監修,,東西霊性文庫 ; 12,"東京 : ノンブル社, 2021.5",238p ; 19cm
23503577,978-4-86645-093-3,,奴隷のように働き、王様のように暮らす国日本 / 脇元安,,,"堺 : 銀河書籍, 2019.9",169 p ; 19 cm
23519414,978-4-86645-116-9,,世界の音 / 中本杏奈 著,,,"堺 : 銀河書籍, 2019.8",34 p ; 19 cm
23510757,978-4-86645-118-3,,スタンダード仏教小問題集 / 佛国土推進委員会 著,,,"堺 : 銀河書籍, 2019.10",137 p ; 19 cm
23490969,978-4-86645-120-6,,特別支援教育概論 : 特別の教育的ニーズを必要とする子どもの理解とその支援 / 西村恵 著,,,"堺 : 銀河書籍, 2019.11",169 p ; 30 cm
23520840,978-4-86645-122-0,,マインドフルぬり絵集 : アートセラピー*母子像 / 山本眞理子 [著・監修],,,"[堺] : 銀河書籍, 2019.10",20枚 ; 30 cm
23490968,978-4-86645-126-8,,領域「健康」 + 1領域「自立活動」 : 幼児の健康と家庭教育支援 / 西村恵 著,,,"堺 : 銀河書籍, 2019.11",125 p ; 30 cm
23503576,978-4-86645-127-5,,豊富なアイデアによるクリニック経営 : 経営者的創造力を養う / 松井温文 著,,,"[堺] : 銀河書籍, 2019.11",113 p ; 15 cm
23556484,978-4-86645-128-2,,千葉集・葉重 (Hagasane) 物語 : 千葉県の本格的お土産創りドキュメント / 原田邦雄 著,,,"堺 : 銀河書籍, 2019.12",196 p ; 21 cm
23510760,978-4-86645-129-9,,お金にも働いてもらいましょう : お金は、疲れない、眠らない、文句も言わない : 着実にお金を増やす方法とは / 岡本正明 著,,,"堺 : 銀河書籍, 2020.2",92 p ; 19 cm
23505005,978-4-86645-130-5,,人生は100キロマラソン / 仲佐修一 著,,,"堺 : 銀河書籍, 2019.12","135 p, [1] 枚 (折り込み) ; 21 cm"
23544979,978-4-86645-136-7,,60年前の日本の山 / 渡辺公平 著,,,"伊勢 : 堺 : たぬき出版 ; 銀河書籍 (発行所), 2020.1",148 p ; 21 cm
23544995,978-4-86645-142-8,,ダウン症の妹あつ子と生きる / 加藤達夫,,,"[堺] : 銀河書籍, 2020.3",145 p ; 19 cm
23524465,978-4-86645-143-5,,総合万年暦 / 能勢眞觀 著,第5版,,"[大阪] : 大阪 : 眞觀占術総合研究所 ; 易占堂 (発行元), 2020.2",1冊 (ページ付なし) ; 19 × 26 cm +
23504542,978-4-86645-144-2,,桃山学院教育大学教員養成カリキュラムの持続的構築 : 教職課程科目のカリキュラムと授業実践を焦点にして / 梶田叡一 監修 ; 中村哲 編著,,,"堺 : 銀河書籍, 2020.3",268 p ; 21 cm
23519371,978-4-86645-146-6,,これで合格!2020宅建士要点整理マスター / 田中謙次,,,"堺 : 銀河書籍, 2020.5","11, 291 p ; 21 cm"
23544993,978-4-86645-148-0,,論語精髄 / 谷口利広,,,"[堺] : 銀河書籍, 2020.5",124 p ; 19 cm
23519245,978-4-86645-150-3,,これで合格賃貸不動産経営管理士要点整理. 2020年版 / 田中謙次 著,,,"堺 : 銀河書籍, 2020.6","12, 265 p ; 21 cm"
23519415,978-4-86645-153-4,,親から子へのメッセージブック / 羽里光織 著,,,"堺 : 銀河書籍, 2020.6",32 p ; 19 cm
23501407,978-4-86645-158-9,,生命科学研究解説集 / 石見幸男,,,"[伊東] : [石見幸男], 2020.9",165 p ; 26 cm
23496471,978-4-86645-160-2,,凄いぞ素問医学 / 松岡憲章 著,,,"[堺] : 堺 : 銀河書籍 ; ニシダ印刷製本, 2020.9",89 p ; 30 cm
23473554,978-4-86645-163-3,,まみどりの風 / 宇野範子 短歌・絵画 ; 宇野昭維 編集・装幀.,,,"堺 : 銀河書籍, 2020.10.",64p ; 19×22cm.
23473553,978-4-86645-165-7,,雲に問ふ : 歌集 / 宇野範子 著 ; 宇野昭維 編集・装幀.,,,"堺 : 銀河書籍, 2020.11.",183p ; 20cm.
23504975,978-4-86645-167-1,,ニューカッスル日記 : ふれあいの40日間 / 中倉英雄 著,,,"[出版地不明] : [中倉英雄], 2020.11",145 p ; 21 cm
23503592,978-4-86645-168-8,,人生終活帳 / 涌井三男,,,"堺 : 銀河書籍, 2020.12",134 p ; 30 cm
23562006,978-4-86645-169-5,,近世朝鮮政鑑 / 平木實 訳・用語解説,,,"堺 : 銀河書籍, 2020.12",178 p ; 21 cm
23524468,978-4-86645-170-1,,ニューオリンズブードゥータロット解説書 : 苦境を生き抜く知恵と力を与える神秘のタロットカード / 立夏,,,"[堺] : 銀河書籍, 2020.12",279 p ; 21 cm
23519406,978-4-86645-171-8,,教職を選ぶ、教職を歩むということ : 学校現場にいたから書けた教職論 : 「ブラック」で見失わない、教職という名の人生案内 / 後藤雅彦,,,"堺 : 銀河書籍, 2021.4",181 p ; 21 cm
23544989,978-4-86645-172-5,,生涯の夢の記録と自己分析 / 誉田俊郎,,,"堺 : 銀河書籍, 2021.1",271 p ; 21 cm
23553905,978-4-86645-173-2,,しゅんのてっぽうだま : お前!その成績で医学部受かったら伝説になるぞ / てしましゅん 著,,,"堺 : 銀河書籍, 2021.2",122 p ; 21 cm
23512784,978-4-86645-176-3,,第二次世界大戦下の欧州邦人. イタリア編 / 大堀聰 著,,,"[出版地不明] : [堺] : 日瑞関係のページ ; 銀河書籍, 2021.2",200 p ; 21 cm
23504347,978-4-86645-177-0,,邪馬台国大分平野説 / 樫田羽衣,,,"[堺] : 銀河書籍, [2000年代]",88 p ; 30 cm
23493780,978-4-86645-178-7,,明快歴史読本 : 有史時代の始まりから現代へ : 日本と世界の歴史ウンチク集 / 岳邑二,増補,,"堺 : 銀河書籍, 2021.2",560 p ; 21 cm
23556361,978-4-86645-179-4,,『友だち幻想』の授業 / 関口収 著,,,"[出版地不明] : 『友だち幻想』の授業制作委員会, 2021.3",216 p ; 22 cm +
23553906,978-4-86645-180-0,,オンライン芸人 : 売れてない芸人がコロナで仕事がゼロになって、とにかく色々やってみたら収入が○倍になった話 / 梅村賢太郎 著,,,"堺 : 銀河書籍, 2021.3",191 p ; 15 cm
23559387,978-4-86645-181-7,,"オオヤからの眺望 : 内田恵先生静岡大学退職記念特集 / 河村道彦, 澤野亜美 編",,The promising age ; 31,"静岡 : 堺 : 静岡大学教育学部英語研究会 ; 銀河書籍 (発行所), 2021.2","8, 217 p ; 26 cm"
23516394,978-4-86645-182-4,,マクロ経済学 = Macroeconomics / 前多康男,第2版,,"堺 : 銀河書籍, 2021.4",330 p ; 21 cm
23544985,978-4-86645-185-5,,"桃山学院教育大学教員養成カリキュラムの持続的構築 : FD活動としての授業研究の試み / 湯峯裕, 中村哲 編著",,,"堺 : 銀河書籍, 2021.3",214 p ; 21 cm
23578534,978-4-86645-186-2,,洛南物語 / 田中進,,洛タイ新書 ; 1,"宇治 : 洛タイ新報, 2021.4",156 p ; 19 cm
23541381,978-4-86645-188-6,,化粧品卸売業の盛衰とその市場変遷 : 老舗の有力問屋が何故、次々と姿を消したのか? / 長谷川忠史 著,,,"堺 : 銀河書籍, [2021]",247 p ; 21 cm
23581628,978-4-86645-189-3,,うみ / なかのりく,,,"[堺] : 銀河書籍, 2021.5",1冊 (ページ付なし) ; 31 cm
23558821,978-4-86645-190-9,,阿炳が奔る : 無錫争乱異聞 / 中田勝美,,,"堺 : 銀河書籍, 2021.6",369 p ; 20 cm
23568475,978-4-86645-191-6,,白鷺通信 = Sirasagi tusin. 2 / 植木淳一 著,"増補版, 2",,"堺 : 銀河書籍, 2021.4",118 p ; 26 cm
23560489,978-4-86645-192-3,,Dream box / 沼山愛 絵・文,,,"[堺] : 銀河書籍, 2021.4",47 p ; 22 cm
23568443,978-4-86645-193-0,,神との対話 : 鹿児島躁乱記 / 加藤達夫,,,"[堺] : 銀河書籍, 2021.5",155 p ; 19 cm
23560475,978-4-86645-194-7,,北からのエアメール : 回顧録 / 高安義郎 著,,,"[堺] : 銀河書籍, 2021.5",97 p ; 20 cm
23568803,978-4-86645-195-4,,波エネルギで走る揺れない船 : 次は海のモビリティを : 自動車屋の挑戦 / 前田輝夫,改訂版,,"[横浜] : [前田輝夫], 2020.12",173 p ; 26 cm
23568448,978-4-86645-196-1,,"自治体の係長のマネジメント理論とOJT実践 / 手島伸夫, 廣津栄三郎, 手島俊夫 著",,,"堺 : 銀河書籍, 2021.6",241 p ; 21 cm
23558562,978-4-86645-197-8,,種の末路 : 人という種は使い捨て. 令和3年3月版 / 委奴健 著,,,"堺 : 銀河書籍, 2021.7",26 p ; 19 cm
23568445,978-4-86645-198-5,,日田夏物語 / 岩橋秀喜,,,"堺 : 銀河書籍, 2021.6",332 p ; 19 cm
23581646,978-4-86645-199-2,,生涯の夢と自己分析 / 誉田俊郎,改訂版,,"堺 : 銀河書籍, 2021.8",286 p ; 21 cm
23587917,978-4-86645-200-5,,第二次世界大戦下の欧州邦人. ドイツ・スイス / 大堀聰 著,,,"[出版地不明] : [堺] : 日瑞関係のページ ; 銀河書籍, 2021.7",199 p ; 21 cm
23575498,978-4-86645-202-9,,今日の風 : 詩集 / 高安ミツ子,,,"[堺] : 銀河書籍, 2021.9",273 p ; 21 cm
23579462,978-4-86645-203-6,,かぐや姫 : 竹取物語 / 黒木咲,,,"堺 : 銀河書籍, 2021.8",1冊 (ページ付なし) ; 19 × 27 cm
23593666,978-4-86645-207-4,,コロボックル伝説完全解読 / 樫田羽衣 著,,,"[堺] : 銀河書籍, [2013年から2021の間]",20 p ; 30 cm
23593608,978-4-86645-208-1,,天草埋蔵金伝説完全解読 / 樫田羽衣 著,,,"[堺] : 銀河書籍, [2010から2021の間]",40 p ; 30 cm
23624122,978-4-86645-220-3,,白鷺通信 = Shirasagi tushin. 2 / 植木淳一 著,"増補版, 3",,"堺 : 銀河書籍, 2021.11",132 p ; 26 cm
23507953,978-4-86646-046-8,,&home. vol.65,,MUSASHI BOOKS. Musashi Mook,"東京 : エフジー武蔵, 2020.7",114p ; 30cm
23478876,978-4-86646-048-2,,和布と手作り : にほんの布で楽しむものづくり. 第8号,,MUSASHI BOOKS,"東京 : エフジー武蔵, 2020.9",130p ; 28cm +
23511300,978-4-86646-049-9,,&home. vol.66,,MUSASHI BOOKS. Musashi Mook,"東京 : エフジー武蔵, 2020.9",114p ; 30cm
23478878,978-4-86646-052-9,,Kinohús : 夢の丸太小屋に暮らす. Vol.3,,MUSASHI BOOKS. Musashi Mook,"東京 : エフジー武蔵, 2020.11",122p ; 29cm
23564171,978-4-86646-053-6,,カフェハウスリノベーション = CAFE HOUSE RENOVATION : 自宅をカフェ空間に,,MUSASHI BOOKS,"東京 : エフジー武蔵, 2021.3",89p ; 21cm
23506365,978-4-86646-054-3,,和布と手作り : にほんの布で楽しむものづくり. 第9号,,MUSASHI BOOKS,"東京 : エフジー武蔵, 2020.12",130p ; 28cm
23511301,978-4-86646-055-0,,&home. vol.67,,MUSASHI BOOKS. Musashi Mook,"東京 : エフジー武蔵, 2020.12",114p ; 30cm
23561829,978-4-86646-056-7,,ウーマンセレンディピティ = WOMAN Serendipity : 女性企業家50人の視点、発想力. 2021January,,MUSASHI MOOK,"東京 : 日本工業新聞社, 2021.1",160p ; 28cm
23561827,978-4-86646-058-1,,&home. vol.68,,MUSASHI BOOKS. Musashi Mook,"東京 : エフジー武蔵, 2021.4",114p ; 30cm
23561831,978-4-86646-059-8,,和布と手作り : にほんの布で楽しむものづくり. 第10号,,MUSASHI BOOKS,"東京 : エフジー武蔵, 2021.4",130p ; 28cm
23604930,978-4-86646-060-4,,Kinohús : 夢の丸太小屋に暮らす. VOL.4,,MUSASHI BOOKS. Musashi Mook,"東京 : エフジー武蔵, 2021.5",122p ; 29cm
23604923,978-4-86646-062-8,,&home. vol.69,,MUSASHI BOOKS. Musashi Mook,"東京 : エフジー武蔵, 2021.7",114p ; 30cm
23604938,978-4-86646-063-5,,和布と手作り : にほんの布で楽しむものづくり. 第11号,,MUSASHI BOOKS,"東京 : エフジー武蔵, 2021.7",130p ; 28cm
23615371,978-4-86646-065-9,,ソーイングブック : 和布と手作り. ファッション編,,MUSASHI BOOKS,"東京 : エフジー武蔵, 2021.8",98p ; 28cm
23559533,978-4-86647-083-2,,つくる理由 : 暮らしからはじまる、ファッションとアート / 林央子 著,,,"[東京] : DU BOOKS, 2021.7",309p ; 19cm
23511977,978-4-86647-107-5,,秋山邦晴の日本映画音楽史を形作る人々 アニメーション映画の系譜 : マエストロたちはどのように映画の音をつくってきたのか? / 秋山邦晴 著 ; 高崎俊夫 + 朝倉史明 編,,,"[東京] : 東京 : DU BOOKS ; ディスクユニオン, 2021.2","16, 635 p ; 21 cm"
23511935,978-4-86647-118-1,,ナース・ウィズ・ウーンド評伝 = Nurse With Wound : パンク育ちのシュルレアリスト・ミュージック / 平山悠,,,"[東京] : DU BOOKS, 2021.2",245 p ; 21 cm
23468741,978-4-86647-119-8,,キュロテ・ドゥ : 世界を変えた15人のスゴい女たち / ペネロープ・バジュー 著 ; 関澄かおる 訳,,,"[東京] : DU BOOKS, 2020.11",165p ; 21cm
23483939,978-4-86647-128-0,,シティ・ソウルディスクガイド : シティ・ポップと楽しむソウル、AOR&ブルー・アイド・ソウル. 2 / 小渕晃 編著,,,"[東京] : DU BOOKS, 2021.1",197p ; 21cm
23475977,978-4-86647-129-7,,誰がメンズファッションをつくったのか? : 英国男性服飾史 / ニック・コーン 著 ; 奥田祐士 訳.,,,"[東京] : DU BOOKS, 2020.12","21, 339p ; 19cm."
23471609,978-4-86647-130-3,,"スカイ・イズ・ザ・リミット : ラッパーでもDJでもダンサーでもない僕の生きたヒップホップ / 市村康朗, 公文貴廣 著.",,,"[東京] : DU BOOKS, 2020.10",331p ; 19cm.
23481751,978-4-86647-131-0,,ウェス・アンダーソンの風景 : 世界で見つけたノスタルジックでかわいい場所 / ワリー・コーヴァル 著 ; アマンダ・コーヴァル [著] ; ドメニカ・アリオト リサーチ&編集 ; 樋口武志 訳,,,"[東京] : DU BOOKS, 2020.12",353p ; 23cm
23483785,978-4-86647-132-7,,TR-808〈ヤオヤ〉を作った神々 : 菊本忠男との対話 : 電子音楽 in JAPAN外伝 / 田中雄二 著 ; 菊本忠男 [述],,,"[東京] : DU BOOKS, 2020.12",381p ; 21cm
23489436,978-4-86647-133-4,,インディラップ・アーカイヴ = : The indie rap archive : もうひとつのヒップホップ史 : 1991-2020 / Genaktion 著.,,,"[東京] : DU BOOKS, 2020.11",218p ; 21cm.
23512983,978-4-86647-134-1,,音楽が未来を連れてくる : 時代を創った音楽ビジネス百年の革新者たち / 榎本幹朗,,,"[東京] : DU BOOKS, 2021.2","596, 52 p ; 19 cm"
23485558,978-4-86647-135-8,,ビートルズの語感 : 曲づくりにも共通する遊びの発想 / 小島智 著,,,"[東京] : DU BOOKS, 2021.1",210p ; 19cm
23525198,978-4-86647-136-5,,クリストファー・ノーランの世界 : メイキング・オブ・インターステラー / マーク・コッタ・ヴァズ 著 ; 阿部清美 訳,,,"[東京] : DU BOOKS, 2021.4",153p ; 26×29cm
23530084,978-4-86647-137-2,,録音芸術のリズム&グルーヴ = Amazing Sound of Drums Recording : 名盤に刻まれた珠玉のドラム・サウンドは如何にして生み出されたか / 藤掛正隆 著,,,"[東京] : DU BOOKS, 2021.4","283,4p ; 21cm"
