全国書誌番号,ISBN,ISSN,タイトル・著者,版表示,シリーズ,出版事項,大きさ等
23522189,978-4-7650-2304-7,,信頼される渉外担当者になる極意 : 自分のファンを増やす!営業が楽しくなる! / 東川仁 著,,,"東京 : 近代セールス社, 2021.4",223p ; 19cm
23534909,978-4-7650-2305-4,,FP技能検定2級過去問題集〈学科試験〉. 2021年度版 / FP技能検定試験研究会 編,,,"東京 : 近代セールス社, 2021.6",354p ; 26cm
23534911,978-4-7650-2306-1,,FP技能検定2級過去問題集〈実技試験・資産設計提案業務〉. 2021年度版 / FP技能検定試験研究会 編,,,"東京 : 近代セールス社, 2021.6",346p ; 26cm
23534912,978-4-7650-2307-8,,FP技能検定2級過去問題集〈実技試験・個人資産相談業務〉. 2021年度版 / FP技能検定試験研究会 編,,,"東京 : 近代セールス社, 2021.6",170p ; 26cm
23535090,978-4-7650-2308-5,,FP技能検定2級試験対策マル秘ノート〈学科〉 : 試験の達人がまとめた88項. 2021～2022年度版 / FP技能検定対策研究会 編,,,"東京 : 近代セールス社, 2021.6",201p ; 26cm
23535120,978-4-7650-2309-2,,FP技能検定2級試験対策マル秘ノート〈実技・資産設計提案業務〉 : 試験の達人がまとめた29項. 2021～2022年度版 / FP技能検定対策研究会 編,,,"東京 : 近代セールス社, 2021.6",196p ; 26cm
23535124,978-4-7650-2310-8,,FP技能検定2級試験対策マル秘ノート〈実技・個人資産相談業務〉 : 試験の達人がまとめた18項. 2021～2022年度版 / FP技能検定対策研究会 編,,,"東京 : 近代セールス社, 2021.6",158p ; 26cm
23554837,978-4-7650-2311-5,,本業支援&融資獲得法人取引アプローチ / 近代セールス社 編,,,"東京 : 近代セールス社, 2021.6",211p ; 21cm
23585015,978-4-7650-2312-2,,金融マンのための担保不動産の見方・調べ方 / 昭和アセット株式会社 監修 ; 神山大典 著,3訂版,,"東京 : 近代セールス社, 2021.8",239 p ; 21 cm
23553365,978-4-7650-2313-9,,金融機関で働く人がまず押さえておくべき日経新聞を読むためのベーシック知識 / 鈴木雅光 著,,,"東京 : 近代セールス社, 2021.6",71p ; 21cm
23567765,978-4-7650-2314-6,,会話ができる財務の知識と活用の指南書 : 仕事に活かせる、会話ができる本物の財務スキルが身につく! / 細矢進 著,,,"東京 : 近代セールス社, 2021.7",200p ; 21cm
23573441,978-4-7650-2317-7,,トラブルの芽を摘む相続対策 : 34の発言から問題をキャッチ! / 吉澤諭 著,,,"東京 : 近代セールス社, 2021.8",242p ; 21cm
23614211,978-4-7650-2324-5,,必携デリバティブ・ドキュメンテーション : デリバティブ取引の契約書解説と実務. 基本契約書編 / 植木雅広 著,改訂新版,,"東京 : 近代セールス社, 2021.12",572p ; 22cm
23614721,978-4-7650-2325-2,,銀行員必携!新規開拓活動の鉄則 : 壁にぶつかったときの対処の仕方 / 神谷武 著,,,"東京 : 近代セールス社, 2021.11",223p ; 19cm
23609194,978-4-7650-2326-9,,先輩行員が説く入行1年目の教科書 : 常に仕事の目標を持ち続けよう / 井村清志 著,,,"東京 : 近代セールス社, 2021.11",173p ; 19cm
23611959,978-4-7650-2327-6,,後輩指導に役立つ!窓口実務・営業のおさらい辞典 / バンクビジネス編集部 編,,,"東京 : 近代セールス社, 2021.11",111p ; 21cm
23616343,978-4-7650-2328-3,,いちばんやさしい金融リスク管理 / 佐々木城夛 著,,,"東京 : 近代セールス社, 2021.11",159p ; 21cm
23623945,978-4-7650-2329-0,,"サイバーナイフで治療する甲状腺がんの転移性腫瘍 : ピンポイント照射で腫瘍の制御・縮小を目指す / 渡邉一夫, 杉野公則 監修 ; 宮﨑紳一郎, 福島孝徳 著",,,"東京 : 近代セールス社, 2021.12",89 p ; 26 cm
23469230,978-4-7653-1846-4,,"発達障碍のある人と共に育ち合う : 心理師、関係者、当事者のための実践テキスト : 「あなた」と「私」の生涯発達と当事者の視点 / 大倉得史, 勝浦眞仁 編 ; 青山新吾 [ほか] 執筆",,,"京都 : 金芳堂, 2020.11",289p ; 21cm
23490770,978-4-7653-1848-8,,オールインワン経験症例を学会・論文発表するTips / 見坂恒明 著,,,"京都 : 金芳堂, 2020.12",293p ; 21cm
23487742,978-4-7653-1849-5,,"臨床に役立つ消化器病理ギュッと1冊!まるごとBOOK = gastrointestinal pathology useful for clinical practice : web動画付 / 福嶋敬宜, 池田恵理子 著",,,"京都 : 金芳堂, 2021.1",221p ; 26cm
23490457,978-4-7653-1850-1,,余命宣告のストラテジー : そのひと手間が訴訟を回避する / 萩原明人 編著 ; 菊川誠 [ほか] 著,,,"京都 : 金芳堂, 2021.1",145p ; 21cm
23491549,978-4-7653-1851-8,,"薬剤師が知っておきたい病気と薬剤のはなし / 遠山正彌, 馬場明道, 土井健史 編集 ; 阿部友太朗 [ほか] 執筆",,,"京都 : 金芳堂, 2021.1",328p ; 21cm
23489551,978-4-7653-1852-5,,救急IVR止血術完全マスターガイド / 船曵知弘 著,,,"京都 : 金芳堂, 2021.3",287p ; 26cm
23503334,978-4-7653-1853-2,,"看護英語ワークブック : QRコードで動画が見られる! / 藤田淳一, 岡隼人 [ほか] 著",,,"京都 : 金芳堂, 2021.3",95p ; 26cm +
23515164,978-4-7653-1854-9,,"希少感染症のエビデンスと臨床 : 伝染病予防法から現行感染症法まで駒込病院44年間の記録 / 増田剛太, 今村顕史, 味澤篤, 菅沼明彦, 井戸田一朗 編集 ; 味澤篤 [ほか] 執筆",,,"京都 : 金芳堂, 2021.3","16,237p ; 26cm"
23534668,978-4-7653-1855-6,,"症例から学ぶ内視鏡医・内視鏡技師のための大腸腫瘍診断・治療 = For endoscopists and endoscopy technicians Diagnosis and treatment of colorectal tumors : 手技選択の境目50 / 吉田直久, 樫田博史, 佐野寧 編著",,,"京都 : 金芳堂, 2021.3",331p ; 26cm
23504075,978-4-7653-1856-3,,"看護師国家試験直前社会福祉学領域ファイナルチェック / 守本とも子, 富永堯史 編著 ; 星野政明 監修",,,"京都 : 金芳堂, 2021.3",170p ; 21cm
23507271,978-4-7653-1857-0,,臨床論文の書き方 : 英文誌のアクセプトがほしいなら、押さえるべきはココ! / 河井昌彦 著,,,"京都 : 金芳堂, 2021.3",87p ; 21cm
23518369,978-4-7653-1858-7,,ホントに意味がある?論文から読み解く看護のエビデンス20 / 古木秀明 著,,,"京都 : 金芳堂, 2021.3",220p ; 21cm
23534670,978-4-7653-1859-4,,伝わる!真似できる!手術記録の描き方・活かし方 : デジタルイラストで描くオペレコ入門 : すぐに使えるイラストパーツ&WEB動画付 / 楳田祐三 著,,,"京都 : 金芳堂, 2021.4",167p ; 26cm
23522372,978-4-7653-1860-0,,"人生を自分らしく生き抜くための意思決定 : 意思決定をする人・その支援をするすべての人に向けた参考書 : ACP・QOL・QOD・人生デザインシミュレーション / 森岡広美, 阿部幸恵, 片山知美, 古谷昭雄 監修 ; 阿部幸恵 [ほか] 執筆",,,"京都 : 金芳堂, 2021.4",232p ; 21cm
23518121,978-4-7653-1861-7,,"たったこれだけ!医療統計学 / Michael Harris, Gordon Taylor 著 ; 奥田千恵子 訳",第3版,,"京都 : 金芳堂, 2021.4",126p ; 21cm
23520642,978-4-7653-1862-4,,Dr.ヤンデルの病理トレイル : 「病理」と「病理医」と「病理の仕事」を徹底的に言語化してみました / 市原真 著,,,"京都 : 金芳堂, 2021.4",275p ; 21cm
23523286,978-4-7653-1863-1,,救急現場から専門医へあの先生にコンサルトしよう! : 各科コンサルトが劇的にうまくなる業界NO.1のHow to本 / 増井伸高 編著 ; 石岡みさき [ほか] [執筆],,,"京都 : 金芳堂, 2021.3",269p ; 26cm
23521666,978-4-7653-1864-8,,免疫関連有害事象irAEマネジメント : 膠原病科医の視点から / 峯村信嘉 著,,,"京都 : 金芳堂, 2021.3",536p ; 21cm
23536980,978-4-7653-1866-2,,除菌後胃がんを見逃さない!H.pylori既感染者の胃内視鏡診断アトラス / 春間賢 監修 ; 井上和彦 編集 ; 青木利佳 [ほか] 執筆,,,"京都 : 金芳堂, 2021.4",270p ; 26cm
23533658,978-4-7653-1867-9,,OTC医薬品どんなふうに販売したらイイですか? : 「全くない」と「ほとんどない」の間にある、ふわふわした効果を探す物語 / 青島周一 著,,,"京都 : 金芳堂, 2021.5",329p ; 21cm
23556032,978-4-7653-1868-6,,カラーイラストで学ぶ新型コロナウイルスの感染対策 / 下間正隆 絵と文,,,"京都 : 金芳堂, 2021.5",119p ; 19×19cm
23543092,978-4-7653-1869-3,,診察室の陰性感情 = Negative emotions in the examination room / 加藤温 著,,,"京都 : 金芳堂, 2021.5",186p ; 19cm
23556259,978-4-7653-1870-9,,リウマチ・膠原病の薬物療法の考え方・選び方・使い方 : そうだったのか!この1冊でスッキリわかる! / 和田琢 著 ; 三村俊英 監修,,,"京都 : 金芳堂, 2021.6",191p ; 21cm
23564608,978-4-7653-1871-6,,看護学臨地実習ハンドブック = Handbook for Nursing Practicum : 基本的考え方とすすめ方 / 宮地緑 編著 ; 松木光子 監修 ; 中田智子 [ほか] 著,第6版,,"京都 : 金芳堂, 2021.6",224p ; 26cm
23574702,978-4-7653-1872-3,,小児エコーの撮影法と異常像がぜんぶわかる! : 腹部・体表・頭部・心臓・肺・救急を完全マスター / 日本小児超音波研究会 編 ; 市橋光 [ほか] 執筆,,,"京都 : 金芳堂, 2021.7",333p ; 26cm
23571195,978-4-7653-1873-0,,研修医・非専門医のための外来呼吸器診療エッセンス / 亀井三博 著,,,"京都 : 金芳堂, 2021.7","15,231p ; 21cm"
23586188,978-4-7653-1874-7,,サイカイアトリー・コンプレックス = Psychiatry Complex : 実学としての臨床 / 尾久守侑 著,,,"京都 : 金芳堂, 2021.8",187p ; 19cm
23584030,978-4-7653-1875-4,,ナースのためのはじめての眼科 / 石岡みさき 著,,,"京都 : 金芳堂, 2021.8",120p ; 21cm
23585803,978-4-7653-1876-1,,この局面にこの一手!Dr.長澤直伝!腎臓病薬物療法の定跡 / 長澤将 著,,,"京都 : 金芳堂, 2021.8",175p ; 26cm
23594714,978-4-7653-1877-8,,"Table Top Exerciseで学ぶ人工呼吸器トラブルシューティング : WEB動画付 / 日本呼吸ケア教育研究会 編集 ; 山田紀昭, 安田英人 執筆",,,"京都 : 金芳堂, 2021.9",197p ; 26cm
23604827,978-4-7653-1878-5,,サッとわかる!栄養療法のトリセツ = Quickly understand! Nutrition Therapy Mannual / 吉村芳弘 編著 ; 熊本リハビリテーション病院栄養サポートチーム 著,,,"京都 : 金芳堂, 2021.10",216p ; 21cm
23601957,978-4-7653-1879-2,,初学者にも、ベテランにも役立つ音楽療法 : 効果・やり方・エビデンスを知る / 高橋多喜子 編著,第4版,,"京都 : 金芳堂, 2021.10",128p ; 21cm
23604829,978-4-7653-1880-8,,"超入門!Rでできるビジュアル統計学 : 学会・論文発表に役立つデータ可視化マニュアル / 藤井亮輔, 鈴木康司 著",,,"京都 : 金芳堂, 2021.10",231p ; 24cm
23615103,978-4-7653-1881-5,,"ケースで学び病態を理解する頭部外傷の診かた = Learn in case and understand the pathology How to diagnose a head injury / 横堀將司, 末廣栄一 編集 ; 秋元秀昭 [ほか] 執筆",,,"京都 : 金芳堂, 2021.11",201p ; 26cm
23605379,978-4-7653-1882-2,,感染症疫学のためのデータ分析入門 = Introduction to Analysis of Infectious Disease Data / 西浦博 編著,,,"京都 : 金芳堂, 2021.10",229p ; 21cm
23623910,978-4-7653-1883-9,,救急現場の精神科診療 : 若手医師が悩んだ症例から学ぶ58例 / 久村正樹 編著,,,"京都 : 金芳堂, 2021.11",142p ; 21cm
23617348,978-4-7653-1884-6,,Dr.ミヤタクの研修医養成ギプス : わたしが実践してきた研修医指導内容とその方法論 / 宮城島拓人 著,,,"京都 : 金芳堂, 2021.11",111p ; 21cm
23614961,978-4-7653-1886-0,,ここがツボ!患者に伝える皮膚外用薬の使い方 / 段野貴一郎 著,第3版,,"京都 : 金芳堂, 2021.10",155p ; 21cm
23618260,978-4-7653-1887-7,,"ザ・テキスト食道・胃・十二指腸ESD = THE TEXT ESD VER.Esophageal,Gastric&Duodenal / 大圃研, 千葉秀幸 編集 ; 大圃研 [ほか] 執筆",,,"京都 : 金芳堂, 2021.11",482p ; 30cm
23622024,978-4-7653-1888-4,,"脳卒中を診るということ : 症候と画像、機序から見た診療指針 / 秋口一郎, 山本康正 著",,,"京都 : 金芳堂, 2021.12",276p ; 26cm
23506692,978-4-7655-1874-1,,"コンクリート診断士受験対策講座. 2021 / 木村克彦, 毎田敏郎, 篠川俊夫, 降矢良男, 星野富夫, 峰松敏和, 小野定, 仲田昌弘 著",,,"東京 : 技報堂出版, 2021.3",387p ; 26cm
23550416,978-4-7655-1875-8,,"コンクリート技士試験問題と解説. 2021年版 / 大即信明, 桝田佳寛 編集 ; 網野貴彦 [ほか] 執筆",,,"東京 : 技報堂出版, 2021.6",390p ; 21cm
23550418,978-4-7655-1876-5,,"コンクリート主任技士試験問題と解説. 2021年版 / 大即信明, 桝田佳寛 編集 ; 網野貴彦 [ほか] 執筆",,,"東京 : 技報堂出版, 2021.6",399p ; 21cm
23540189,978-4-7655-1877-2,,斜面崩壊・地すべり・土石流による土砂災害の発生構造 / 林拙郎 著,,,"東京 : 技報堂出版, 2021.5",276p ; 21cm
23553437,978-4-7655-1878-9,,i-Constructionシステム学 / 小澤一雅 編著 ; 東京大学i-Constructionシステム学寄付講座 著,,,"東京 : 技報堂出版, 2021.6",181p ; 26cm
23613847,978-4-7655-1879-6,,セメント系固化材による地盤改良マニュアル,第5版,,"東京 : セメント協会, 2021.10",484p ; 22cm
23508448,978-4-7655-2618-0,,14章で学ぶ建築法規. 2020 / 日本ERI株式会社 編,,,"東京 : 技報堂出版, 2020.9",203p ; 26cm
23479672,978-4-7655-2619-7,,外との新しいつながりをもった住まい,,日本建築学会設計競技優秀作品集 / 日本建築学会 編 ; 2020年度,"東京 : 技報堂出版, 2020.12",108p ; 30cm
23520896,978-4-7655-2620-3,,"建築基準法令集. 令和3年度版法令編 / 国土交通省住宅局, 日本建築学会 編",,,"東京 : 技報堂出版, 2021.4",1531p ; 21cm
23518104,978-4-7655-2621-0,,"建築基準法令集. 令和3年度版様式編 / 国土交通省住宅局, 日本建築学会 編",,,"東京 : 技報堂出版, 2021.4",602p ; 21cm
23520898,978-4-7655-2622-7,,"建築基準法令集. 令和3年度版告示編 / 国土交通省住宅局, 日本建築学会 編",,,"東京 : 技報堂出版, 2021.4",1916p ; 21cm
23523081,978-4-7655-2623-4,,14章で学ぶ建築法規. [2021] / 日本ERI株式会社 編,,,"東京 : 技報堂出版, 2021.4",201p ; 26cm
23593511,978-4-7655-2624-1,,分散型ビル空調IoT・AI制御 / 蜷川忠三 著,,,"東京 : 技報堂出版, 2021.9",230p ; 21cm
23597538,978-4-7655-2625-8,,防水施工マニュアル〈住宅用防水施工技術〉. 2021 / 日本住宅保証検査機構 編 ; 石川廣三 監修,,,"東京 : 技報堂出版, 2021.10",183p ; 30cm
23559139,978-4-7655-3271-6,,ディジタル制御と実時間最適制御 / 片柳亮二 著,,,"東京 : 技報堂出版, 2021.7",185p ; 21cm
23602253,978-4-7655-3478-9,,"気候変動適応に向けた地域政策と社会実装 / 田中充, 馬場健司 編著",,,"東京 : 技報堂出版, 2021.10",255p ; 21cm
23508156,978-4-7655-4252-4,,災害・社会リスクへの処方箋 : リスク大全集 : 災害リスクを知り、社会リスクに備える : 気象リスク 災害リスク 社会リスク 生活リスク / 末次忠司 著,,,"東京 : 技報堂出版, 2021.3",269p ; 21cm
23499922,978-4-7657-4638-0,,SCO検定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年5月試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.3",317p ; 21cm
23503865,978-4-7657-4639-7,,ACO検定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年5月試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.3",300p ; 21cm
23503869,978-4-7657-4640-3,,個人情報取扱者検定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年度試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.3",268p ; 21cm
23499923,978-4-7657-4641-0,,住宅ローンアドバイザー認定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年5月試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.3",279p ; 21cm
23503872,978-4-7657-4642-7,,相続実務3級検定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年5月試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.3",223p ; 21cm
23499924,978-4-7657-4643-4,,事業承継アドバイザー認定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年5月試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.3",278p ; 21cm
23503874,978-4-7657-4644-1,,資産査定2級検定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年度試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.3",287p ; 21cm
23503876,978-4-7657-4645-8,,資産査定3級検定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年度試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.3",246p ; 21cm
23503881,978-4-7657-4646-5,,事業性評価検定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年度試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.3",143p ; 21cm
23503883,978-4-7657-4647-2,,事業再生アドバイザー〈TAA〉認定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年度試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.3",316p ; 21cm
23541034,978-4-7657-4648-9,,持ち味を活かす経営支援 : 選ばれ続けるための知的資産経営のすすめ / 森下勉 著,,,"東京 : 銀行研修社, 2021.6",318p ; 21cm
23569631,978-4-7657-4649-6,,税金対策提案シート集. 2021年度版 / 辻・本郷税理士法人 編著,,,"東京 : 銀行研修社, 2021.7",199p ; 26cm
23569632,978-4-7657-4650-2,,相続税務・法務相談シート集. 2021年度版 / 辻・本郷税理士法人 責任編集,,,"東京 : 銀行研修社, 2021.7",196p ; 26cm
23580967,978-4-7657-4651-9,,SCO検定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年11月試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.9",318p ; 21cm
23580968,978-4-7657-4652-6,,ACO検定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年11月試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.9",300p ; 21cm
23580969,978-4-7657-4653-3,,住宅ローンアドバイザー認定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年11月試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.9",276p ; 21cm
23580970,978-4-7657-4654-0,,相続実務3級検定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年11月試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.9",223p ; 21cm
23580971,978-4-7657-4655-7,,事業承継アドバイザー認定試験模擬問題集 : 一般社団法人金融検定協会認定. 21年11月試験版 / 金融検定協会 編,,,"東京 : 銀行研修社, 2021.9",284p ; 21cm
23481682,978-4-7658-0572-8,,"監査の質に対する規制 : 監査プロフェッションvs行政機関 / 秋月信二, 岡嶋慶, 亀岡恵理子, 小宮山賢, 鳥羽至英, 内藤文雄, 永見尊, 福川裕徳 著",,,"東京 : 国元書房, 2021.1",399p ; 22cm
23514299,978-4-7658-0573-5,,"監査役実務入門 : ゼロから始める監査役監査 / 國吉信男, 松永望, 栁澤文夫, 加藤孝子 著",3訂版,,"東京 : 国元書房, 2021.3",223p ; 26cm
23531358,978-4-7658-0574-2,,"財務諸表監査 = Fundamentals of Financial Statement Audits / 亀岡恵理子, 福川裕徳, 永見尊, 鳥羽至英 著",改訂版,,"東京 : 国元書房, 2021.4",437p ; 22cm
23604139,978-4-7659-3617-0,,淫らな薬 : バブル時代へ時間旅行 / 成田マナブ 作画 ; 神津しおん 原作,,ワールドコミックス,"東京 : 久保書店, 2021.10",176p ; 19cm
23470809,978-4-7660-0218-8,,花森安治選集 = YASUJI HANAMORI SELECTION. 3 / 花森安治 著,,,"東京 : 暮しの手帖社, 2020.11",482p ; 20cm
23507218,978-4-7660-0221-8,,ベンチの足 : 考えの整頓 / 佐藤雅彦 著,,,"東京 : 暮しの手帖社, 2021.3",269p ; 20cm
23602945,978-4-7660-0222-5,,"みらいめがね. 2 / 荻上チキ, ヨシタケシンスケ 著",,,"東京 : 暮しの手帖社, 2021.9",190p ; 19cm
23531274,978-4-7661-3260-1,,世界の美しい民藝 : 暮らしと祈りの手仕事 : アジア、アフリカ、中南米、巧藝舎のコレクション320点 / 巧藝舎 著,,,"東京 : グラフィック社, 2021.5",319p ; 26cm
23529019,978-4-7661-3326-4,,junoの刺繍ノート : 刺繍で描く植物と動物と物語 / juno [著],,,"東京 : グラフィック社, 2021.3",111 p ; 26 cm
23491124,978-4-7661-3330-1,,遊牧民と村々のラグ = Aged Rugs of Nomads & Villagers : キリム&パイルラグの本格ガイド / 前田慎司 著,,,"東京 : グラフィック社, 2021.2",287p ; 26cm
23492227,978-4-7661-3367-7,,"香りで料理を科学するフードペアリング大全 : 分子レベルで発想する新しい食材の組み合わせ方 / ベルナール・ラウース, ピーター・クーカイト, ヨハン・ランゲンビック 著 ; 石川伸一 監修 ; 和田侑子 訳",,,"東京 : グラフィック社, 2021.2",388p ; 29cm
23479756,978-4-7661-3380-6,,わたしにもできる!ねこ刺繍レッスン / hiroko 著 ; 柴田里芽 訳,,,"東京 : グラフィック社, 2020.12",111p ; 23cm
23474007,978-4-7661-3390-5,,季節の布花標本 = Seasonal Fabric Flower Specimen : 型紙から作る標本とブローチ / utopiano 著.,,,"東京 : グラフィック社, 2020.12.",111p ; 26cm.
23517313,978-4-7661-3408-7,,オフセット印刷サンプルBOOK : CMYK、リッチブラック、濃い墨、グロスニス、マットニス、金、銀、蛍光、白の印刷見本を各種の紙に。 / 『デザインのひきだし』編集部 編,,,"東京 : グラフィック社, 2021.4",168p ; 26cm
23494603,978-4-7661-3417-9,,組み合わせてつくるドール服 / allnurds内山順子 著,,,"東京 : グラフィック社, 2021.1",159p ; 26cm
23487188,978-4-7661-3418-6,,ドールのためのミニチュア家具DIY / キムギョンリョン 著 ; 深津千恵子 監修 ; 吉原育子 訳,,,"東京 : グラフィック社, 2020.12",231p ; 24cm
23473779,978-4-7661-3419-3,,点・線・形から生まれるデザイン : シンプルだけど強い! / ヴィクショナリー 編 ; [和田侑子] [訳],,,"東京 : グラフィック社, 2020.12",297p ; 23cm
23483914,978-4-7661-3428-5,,スペースエイジ・インテリア = SPACE AGE INTERIOR / グラフィック社編集部 編,,,"東京 : グラフィック社, 2021.1",179p ; 21cm
23602278,978-4-7661-3430-8,,徹底図解手工具とジグで実現する木組みの完全テクニック : 枠と箱から木工の基礎を学ぶ : 初心者を匠にしてしまう「杉田式ノコギリ木工」 / 杉田豊久 著,,,"東京 : グラフィック社, 2021.10",287p ; 26cm
23477470,978-4-7661-3431-5,,"世界のピラミッドWonderland = Pyramid Wonderland / 河江肖剰, 佐藤悦夫 他編著",,,"東京 : グラフィック社, 2021.1",160p ; 26cm
23478339,978-4-7661-3433-9,,暮らしを彩る美しい牡丹と芍薬 / ジェーン・イースト 著 ; ジョージアナ・レーン 撮影 ; 倉重祐二 監修 ; ダコスタ吉村花子 訳,,,"東京 : グラフィック社, 2021.1",237p ; 25cm
23520632,978-4-7661-3434-6,,アニメ建築 : 傑作背景美術の制作プロセス / シュテファン・リーケルス 著 ; 和田侑子 訳,,,"東京 : グラフィック社, 2021.4",256p ; 28cm
23520461,978-4-7661-3436-0,,ImagineFXの描くための解剖学 : 人体・動物を生き生き表現! / イマジンFX 編 ; 阿久津裕彦 監修 ; 大久保ゆう 訳,,,"東京 : グラフィック社, 2021.1",167p ; 24cm
23576683,978-4-7661-3438-4,,ブキャナン=スミスの斧本 : 焚き火、キャンプ、薪ストーブ好き必携! / ピーター・ブキャナン=スミス 著 ; 大久保ゆう 訳 ; 服部夏生 監修,,,"東京 : グラフィック社, 2021.8",235p ; 23cm
23482523,978-4-7661-3439-1,,幻影 : ローラン・デュリューの世界 : ポスターアート集 / ローラン・デュリュー 著 ; 石田亜矢子 訳,,,"東京 : グラフィック社, 2021.1",225p ; 28cm
23507349,978-4-7661-3440-7,,"バルジェロ刺繍 : 基本のステッチと76点の図案集 / ローラ・アンジェル, リンジー・アンジェル 著 ; 土橋のり子 日本語版監修 ; [近藤カリシャー宣子] [訳]",,,"東京 : グラフィック社, 2021.2",160p ; 25cm
23531279,978-4-7661-3442-1,,デザインワークにすぐ役立つ欧文書体のルール / カレン・チェン 著 ; 白井敬尚 監修 ; 井原恵子 訳,,,"東京 : グラフィック社, 2021.5",230p ; 30cm
23543632,978-4-7661-3443-8,,ザ・ループTRPG / シモン・ストーレンハーグ 原作 ; FRIA LIGAN AB 著 ; 朱鷺田祐介 翻訳監修,,,"東京 : グラフィック社, 2021.6",199p ; 27cm
23472346,978-4-7661-3447-6,,文字のきほん / 伊達千代 著,,,"東京 : グラフィック社, 2020.12",143p ; 21cm
23477660,978-4-7661-3448-3,,'90s～2010sサンリオのデザイン = Sanrio Design:The '90s～2010s / グラフィック社編集部 編,,,"東京 : グラフィック社, 2020.12",223p ; 25cm
23507269,978-4-7661-3449-0,,おいしいゼリーブック = JELLYBOOK / グラフィック社編集部 編,,,"東京 : グラフィック社, 2021.3",127p ; 19cm
23512050,978-4-7661-3451-3,,"文鳥のヒミツ / 海老沢和荘, グラフィック社編集部 著",,,"東京 : グラフィック社, 2021.3",141p ; 21cm
23476028,978-4-7661-3453-7,,狛犬さんぽ / ミノシマタカコ 著 ; 川野明正 監修,,,"東京 : グラフィック社, 2020.12",143p ; 21cm
23481957,978-4-7661-3460-5,,"柚木沙弥郎との時間 / 柚木沙弥郎, 木寺紀雄 著",,,"東京 : グラフィック社, 2020.12",251p ; 25cm
23495040,978-4-7661-3461-2,,"柚木沙弥郎のことば / 柚木沙弥郎, 熱田千鶴 著 ; 木寺紀雄 写真",,,"東京 : グラフィック社, 2021.2",191p ; 19cm
23545112,978-4-7661-3462-9,,うさことば辞典 / 森山標子 絵 ; グラフィック社編集部 編,,,"東京 : グラフィック社, 2021.6",143p ; 19cm
23561199,978-4-7661-3463-6,,ハワイアンモチーフのキルトデザイン : ハワイアンキルトのデザインの楽しみ方 / マエダメグ 著,,,"東京 : グラフィック社, 2021.7",111p ; 26cm
23602282,978-4-7661-3467-4,,基礎から応用までカスタムできる球体ポップアップカード : SPHERE / 月本せいじ 著,,,"東京 : グラフィック社, 2021.10",128p ; 26cm
23500304,978-4-7661-3468-1,,4つのカタチが楽しい立体ポップアップカード : エッグ、ダイヤモンド、ドーム、ボックス / 月本せいじ 著,,,"東京 : グラフィック社, 2021.2",136p ; 26cm
23561197,978-4-7661-3469-8,,果物、スパイス、お酒大人のアレンジ和菓子 : 美味しくて新しい和菓子の研究 / 和菓子万くみ 著,,,"東京 : グラフィック社, 2021.7",111p ; 26cm
23492781,978-4-7661-3471-1,,アウトドアファブリック大全 = OUTDOOR FABRIC / 長谷部雅一 著,,,"東京 : グラフィック社, 2021.2",159p ; 25cm
23533999,978-4-7661-3472-8,,「神農生活(シェンノンションフオ)」のある暮らし : 台湾を日常に / 范姜群季 著,,,"東京 : グラフィック社, 2021.4",167p ; 21cm
23482518,978-4-7661-3474-2,,国鉄上野駅24時間記 / 荒川好夫 著,,,"東京 : グラフィック社, 2020.12",189p ; 28cm
23488615,978-4-7661-3476-6,,推しにささげるスイーツレシピ = Sweets Recipes / メリリル 著,,,"東京 : グラフィック社, 2021.1",95p ; 23cm
23515851,978-4-7661-3478-0,,魅せるブックデザイン : 印刷・製本のアイデアも豊富! / ヴィクショナリー 編 ; [石田亜矢子] [訳],,,"東京 : グラフィック社, 2021.4",313p ; 26cm
